size_n,instance_seed,config_id,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
50,1001,base,0,2,2,0.1,5,9504.0,2.399125337600708,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x0.5,0,1,2,0.1,5,9504.0,2.3545637130737305,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x0.75,0,2,2,0.1,5,9504.0,2.6835551261901855,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x1.5,0,3,2,0.1,5,9504.0,2.4260411262512207,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x2,0,4,2,0.1,5,9504.0,2.2110440731048584,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x0.5,0,2,1,0.1,5,9504.0,2.1829967498779297,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x0.75,0,2,2,0.1,5,9504.0,1.9419975280761719,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x1.5,0,2,3,0.1,5,9504.0,2.6670143604278564,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x2,0,2,4,0.1,5,9504.0,2.2290396690368652,0.0,1.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,ratio_x0.5,0,2,2,0.05,5,9504.0,2.127530813217163,0.0,1.0,50.0,1222.0,10.0,50.0,5.0,OK
50,1001,ratio_x0.75,0,2,2,0.075,5,9504.0,2.1975326538085938,0.0,1.0,50.0,1066.0,10.0,50.0,5.0,OK
50,1001,ratio_x1.5,0,2,2,0.15,5,9684.0,1.657740831375122,0.0,1.0,50.0,255.0,10.0,50.0,5.0,OK
50,1001,ratio_x2,0,2,2,0.2,5,9443.0,2.0339503288269043,0.0,2.0,50.0,76.0,8.0,50.0,5.0,OK
50,1001,mnoppc_x0.5,0,2,2,0.1,2,9952.0,1.995631456375122,0.0,3.0,50.0,702.0,25.0,50.0,2.0,OK
50,1001,mnoppc_x0.75,0,2,2,0.1,4,9456.0,1.4769482612609863,0.0,2.0,50.0,702.0,13.0,50.0,4.0,OK
50,1001,mnoppc_x1.5,0,2,2,0.1,8,9362.0,1.832062005996704,0.0,2.0,50.0,702.0,7.0,50.0,8.0,OK
