PRODUCT_ID;CATEGORY;POPULARITY
1;8;850
2;19;226
3;5;192
4;8;210
5;34;218
6;18;205
7;4;532
8;3;228
9;28;220
10;6;201
11;38;216
12;10;514
13;4;202
14;38;536
15;32;201
16;36;195
17;30;212
18;28;201
19;36;562
20;14;191
21;19;942
22;22;214
23;33;205
24;20;196
25;6;512
26;2;208
27;7;540
28;3;189
29;20;205
30;6;232
31;39;220
32;9;226
33;7;211
34;2;216
35;10;544
36;29;872
37;31;539
38;29;210
39;20;239
40;18;228
41;29;229
42;2;521
43;3;556
44;12;209
45;7;520
46;14;208
47;0;211
48;27;205
49;36;533
50;31;550
51;27;224
52;24;211
53;14;890
54;21;556
55;31;813
56;35;217
57;6;228
58;18;476
59;15;210
60;33;220
61;8;497
62;2;510
63;25;527
64;0;191
65;27;545
66;20;202
67;0;570
68;25;851
69;10;800
70;34;873
71;30;545
72;20;566
73;13;218
74;31;189
75;0;538
76;28;528
77;38;236
78;17;1192
79;31;203
80;27;196
81;30;784
82;35;204
83;34;221
84;33;881
85;30;216
86;16;188
87;13;216
88;32;204
89;1;225
90;37;209
91;7;206
92;37;806
93;10;190
94;37;203
95;16;225
96;1;533
97;0;195
98;29;506
99;33;510
100;18;194
101;7;485
102;0;208
103;17;195
104;37;508
105;39;200
106;9;1190
107;33;219
108;29;214
109;13;562
110;22;496
111;32;195
112;16;494
113;33;211
114;32;540
115;19;237
116;34;216
117;35;207
118;19;535
119;4;202
120;36;237
121;0;232
122;5;206
123;37;223
124;32;558
125;14;217
126;16;532
127;24;216
128;24;214
129;18;548
130;1;211
131;20;529
132;15;222
133;6;573
134;7;493
135;23;205
136;21;512
137;12;513
138;15;576
139;5;202
140;30;830
141;8;194
142;25;805
143;9;566
144;4;205
145;28;221
146;7;191
147;22;555
148;8;196
149;12;190
150;13;516
151;13;210
152;35;229
153;18;202
154;34;202
155;16;215
156;17;204
157;4;229
158;2;1092
159;19;543
160;5;212
161;22;505
162;2;510
163;25;220
164;13;529
165;20;212
166;7;473
167;9;527
168;35;521
169;36;218
170;24;191
171;11;236
172;4;217
173;36;203
174;37;206
175;16;531
176;36;519
177;35;201
178;11;222
179;9;540
180;4;222
181;28;489
182;35;217
183;35;216
184;11;222
185;12;541
186;9;208
187;23;187
188;18;850
189;2;547
190;8;541
191;30;211
192;11;225
193;34;484
194;34;221
195;8;203
196;35;248
197;39;213
198;25;500
199;21;209
200;4;231
201;29;227
202;30;218
203;14;216
204;21;533
205;21;207
206;5;570
207;14;197
208;20;560
209;12;496
210;9;223
211;8;194
212;34;1107
213;17;226
214;21;225
215;32;470
216;10;211
217;11;231
218;6;233
219;14;215
220;38;513
221;30;204
222;23;210
223;14;1197
224;6;237
225;32;217
226;25;201
227;5;552
228;19;215
229;12;207
230;25;816
231;34;463
232;34;1186
233;27;542
234;30;197
235;39;838
236;0;797
237;2;211
238;13;524
239;13;207
240;23;201
241;24;217
242;1;1187
243;26;556
244;18;210
245;1;523
246;32;832
