size_n,instance_seed,method,solver_seed,solver_probe,status,visits,time_s,best_found_visits,rel_rank_pct,max_workload,workload_std_dev,cap_broken,wl_broken,num_orders,num_itemsets,num_skus,num_stations,hexaly_returned_visits,hexaly_elapsed_s,hexaly_optimal_inferred,hexaly_ref_visits,hexaly_optimal_inferred_ref,hexaly_elapsed_s_ref,rel_gap_to_hexaly,gap_label
50,1001,Heuristic,-1,False,OK,9504.0,1.2140254974365234,9257.0,2.6682510532569945,7414.0,1314.509855421404,0.0,1.0,2482.0,,50.0,5.0,,,,9105.0,False,122.3595814704895,0.043822075782537065,gap_to_best_feasible_budget
50,1001,SA-C,-1,False,OK,9257.0,46.91389346122742,9257.0,0.0,5283.0,389.21274388180046,0.0,0.0,2482.0,,50.0,5.0,,,,9105.0,False,122.3595814704895,0.016694124107633167,gap_to_best_feasible_budget
50,1001,GA,20240612,False,OK,9379.0,50.01146674156189,9257.0,1.3179215728637788,5402.0,547.702254879419,0.0,0.0,2482.0,,50.0,5.0,,,,9105.0,False,122.3595814704895,0.030093355299286105,gap_to_best_feasible_budget
50,1001,GA,20240613,True,OK,9420.0,40.9379153251648,,,5310.0,485.4389353976461,0.0,0.0,2482.0,,50.0,5.0,,,,9105.0,False,122.3595814704895,0.03459637561779242,gap_to_best_feasible_budget
50,1001,GA,20240614,True,OK,9388.0,46.80459785461426,,,5326.0,295.638563113813,0.0,0.0,2482.0,,50.0,5.0,,,,9105.0,False,122.3595814704895,0.031081823174080175,gap_to_best_feasible_budget
50,1002,Heuristic,-1,False,OK,5824.0,0.6858687400817871,5824.0,0.0,5385.0,1457.6333420994458,0.0,2.0,1697.0,,50.0,5.0,,,,5891.0,False,123.48855900764464,-0.01137328127652351,gap_to_best_feasible_budget
50,1002,SA-C,-1,False,OK,5903.0,40.45655488967896,5824.0,1.356456043956044,3698.0,398.2343028921542,0.0,0.0,1697.0,,50.0,5.0,,,,5891.0,False,123.48855900764464,0.002037005601765405,gap_to_best_feasible_budget
50,1002,GA,20240612,False,OK,6081.0,30.598139762878414,5824.0,4.412774725274725,3684.0,352.22515526293694,0.0,0.0,1697.0,,50.0,5.0,,,,5891.0,False,123.48855900764464,0.03225258869461891,gap_to_best_feasible_budget
50,1002,GA,20240613,True,OK,6189.0,30.61376905441284,,,3678.0,375.01594632761953,0.0,0.0,1697.0,,50.0,5.0,,,,5891.0,False,123.48855900764464,0.050585639110507556,gap_to_best_feasible_budget
50,1002,GA,20240614,True,OK,5919.0,30.496159315109253,,,3699.0,412.76744057640985,0.0,0.0,1697.0,,50.0,5.0,,,,5891.0,False,123.48855900764464,0.004753013070785944,gap_to_best_feasible_budget
50,1003,Heuristic,-1,False,OK,6856.0,0.7101035118103027,6707.0,2.2215595646339645,5010.0,1051.246231860072,0.0,2.0,1768.0,,50.0,5.0,,,,6562.0,False,122.5512626171112,0.04480341359341664,gap_to_best_feasible_budget
50,1003,SA-C,-1,False,OK,6707.0,34.70124530792236,6707.0,0.0,3824.0,341.17362148911803,0.0,0.0,1768.0,,50.0,5.0,,,,6562.0,False,122.5512626171112,0.022096921670222494,gap_to_best_feasible_budget
50,1003,GA,20240612,False,OK,6772.0,29.3845636844635,6707.0,0.9691367228268972,3857.0,394.8759805305965,0.0,0.0,1768.0,,50.0,5.0,,,,6562.0,False,122.5512626171112,0.03200243828101189,gap_to_best_feasible_budget
50,1003,GA,20240613,True,OK,6900.0,30.73822808265686,,,3843.0,327.3210045200277,0.0,0.0,1768.0,,50.0,5.0,,,,6562.0,False,122.5512626171112,0.05150868637610485,gap_to_best_feasible_budget
50,1003,GA,20240614,True,OK,6754.0,29.20792531967163,,,3821.0,433.9403645663768,0.0,0.0,1768.0,,50.0,5.0,,,,6562.0,False,122.5512626171112,0.02925937214263944,gap_to_best_feasible_budget
50,1004,Heuristic,-1,False,OK,6643.0,0.7548274993896484,6643.0,0.0,5638.0,1496.707533220836,0.0,3.0,1930.0,,50.0,5.0,,,,6957.0,False,133.0993640422821,-0.04513439701020555,gap_to_best_feasible_budget
50,1004,SA-C,-1,False,OK,6979.0,37.73385190963745,6643.0,5.05795574288725,4137.0,359.3241433580549,0.0,0.0,1930.0,,50.0,5.0,,,,6957.0,False,133.0993640422821,0.0031622825930717265,gap_to_best_feasible_budget
50,1004,GA,20240612,False,OK,7010.0,30.828721284866333,6643.0,5.524612373927442,4111.0,357.227434556754,0.0,0.0,1930.0,,50.0,5.0,,,,6957.0,False,133.0993640422821,0.007618226246945523,gap_to_best_feasible_budget
50,1005,Heuristic,-1,False,OK,7549.0,0.8014705181121826,7302.0,3.3826348945494384,4778.0,731.1958971438503,0.0,2.0,1880.0,,50.0,5.0,,,,7143.0,False,122.28852438926695,0.05683886322273555,gap_to_best_feasible_budget
50,1005,SA-C,-1,False,OK,7302.0,40.471309661865234,7302.0,0.0,4061.0,375.1445588036697,0.0,0.0,1880.0,,50.0,5.0,,,,7143.0,False,122.28852438926695,0.022259554808903823,gap_to_best_feasible_budget
50,1005,GA,20240612,False,OK,7471.0,33.09610962867737,7302.0,2.3144344015338265,4131.0,346.9746964837638,0.0,0.0,1880.0,,50.0,5.0,,,,7143.0,False,122.28852438926695,0.045919081618367635,gap_to_best_feasible_budget
50,1006,Heuristic,-1,False,OK,7126.0,0.7607095241546631,6992.0,1.9164759725400455,4849.0,938.404049437128,0.0,2.0,1814.0,,50.0,5.0,,,,6858.0,False,122.16832137107848,0.039078448527267426,gap_to_best_feasible_budget
50,1006,SA-C,-1,False,OK,6992.0,34.474604845047,6992.0,0.0,3940.0,582.554855786131,0.0,0.0,1814.0,,50.0,5.0,,,,6858.0,False,122.16832137107848,0.019539224263633713,gap_to_best_feasible_budget
50,1006,GA,20240612,False,OK,7085.0,29.17811870574951,6992.0,1.330091533180778,3952.0,279.5062789992382,0.0,0.0,1814.0,,50.0,5.0,,,,6858.0,False,122.16832137107848,0.03310002916302129,gap_to_best_feasible_budget
50,1007,Heuristic,-1,False,OK,9336.0,1.1562280654907229,8987.0,3.883387114721264,6217.0,1214.7590049059113,0.0,2.0,2421.0,,50.0,5.0,,,,8809.0,False,120.45876860618591,0.059825178794414804,gap_to_best_feasible_budget
50,1007,SA-C,-1,False,OK,8987.0,45.45543789863586,8987.0,0.0,5198.0,414.7185069417568,0.0,0.0,2421.0,,50.0,5.0,,,,8809.0,False,120.45876860618591,0.02020660687932796,gap_to_best_feasible_budget
50,1007,GA,20240612,False,OK,9166.0,39.70741605758667,8987.0,1.9917658840547456,5271.0,493.6041328838323,0.0,0.0,2421.0,,50.0,5.0,,,,8809.0,False,120.45876860618591,0.040526734022022934,gap_to_best_feasible_budget
