PRODUCT_ID;CATEGORY;POPULARITY
1;0;187
2;16;183
3;6;682
4;17;195
5;3;180
6;2;177
7;2;331
8;14;172
9;13;378
10;11;204
11;11;190
12;2;649
13;15;337
14;19;338
15;1;328
16;4;493
17;13;179
18;14;382
19;0;191
20;16;344
21;19;182
22;4;355
23;3;190
24;7;187
25;7;306
26;15;337
27;10;173
28;6;195
29;11;599
30;4;179
31;11;294
32;5;332
33;4;360
34;16;333
35;12;154
36;14;206
37;11;583
38;6;184
39;15;179
40;5;374
41;7;353
42;2;380
43;15;195
44;16;198
45;16;513
46;17;180
47;4;373
48;12;365
49;9;521
50;10;192
51;17;181
52;4;163
53;2;183
54;4;175
55;5;676
56;3;188
57;5;719
58;3;172
59;6;165
60;8;346
61;0;498
62;9;340
63;19;179
64;16;523
65;2;339
66;4;175
67;11;329
68;6;188
69;12;175
70;8;336
71;19;983
72;7;179
73;10;191
74;11;366
75;4;360
76;2;201
77;13;180
78;2;332
79;2;184
80;12;201
81;19;490
82;11;539
83;13;197
84;6;315
85;10;173
86;1;523
87;4;184
88;12;372
89;10;340
90;7;733
91;5;696
92;18;182
93;0;183
94;18;535
95;17;339
96;19;331
97;12;536
98;3;167
99;9;710
100;11;367
101;13;480
102;19;387
103;8;666
104;5;351
105;4;486
106;3;182
107;11;229
108;12;371
109;12;667
110;9;369
111;6;354
112;1;329
113;0;462
114;14;182
115;7;528
116;13;694
117;15;322
118;6;491
119;12;197
120;8;201
121;4;702
122;19;326
123;4;496
124;1;341
125;14;533
126;5;320
127;7;175
128;2;170
129;1;365
130;3;195
131;13;367
132;15;355
133;4;353
134;14;343
135;8;372
136;5;332
137;1;179
138;8;364
139;2;504
140;18;345
141;12;183
142;12;368
143;14;192
144;3;514
145;16;328
146;8;691
147;6;171
148;19;178
149;16;164
150;0;184
151;10;507
152;1;700
153;3;339
154;1;192
155;17;507
156;0;561
157;3;187
158;18;168
159;13;338
160;14;340
161;0;546
162;0;229
163;5;218
164;8;207
165;17;328
166;3;473
167;5;190
168;10;180
169;13;381
170;3;374
171;12;177
172;17;187
173;6;175
174;4;175
175;12;183
176;11;180
177;11;852
178;11;317
179;11;173
180;0;383
181;1;345
182;15;178
183;19;170
184;15;533
185;18;176
186;15;333
187;19;356
188;3;497
189;4;172
190;3;335
191;0;373
192;1;171
193;5;195
194;16;182
195;5;368
196;2;496
197;2;203
198;6;499
199;7;364
200;4;169
201;17;696
202;14;174
203;17;517
204;3;547
205;18;167
206;10;362
207;14;522
208;17;192
209;8;210
210;10;519
211;6;192
212;4;191
213;11;391
214;16;182
215;16;360
216;7;689
217;7;376
218;2;168
219;17;510
220;11;536
221;10;579
222;19;877
223;4;542
224;15;186
225;11;338
226;10;173
227;19;153
228;13;378
229;4;356
230;0;316
231;8;199
232;5;501
233;15;351
234;4;191
235;7;500
236;14;182
237;17;198
238;2;989
239;11;310
240;12;199
241;0;184
242;6;182
243;13;195
244;11;480
245;13;180
246;7;192
247;1;529
248;13;667
249;12;180
250;15;191
251;11;850
252;18;163
253;14;554
254;7;657
255;13;328
256;3;197
257;17;192
258;18;342
259;11;341
260;10;353
261;5;176
262;18;359
263;18;195
264;14;172
265;14;174
266;10;174
267;6;178
268;17;705
269;13;338
270;17;530
271;19;356
272;5;504
273;16;297
274;12;346
275;0;190
276;19;528
277;9;311
278;2;369
279;15;353
280;18;342
281;7;865
282;5;350
283;2;193
284;15;172
285;14;318
286;12;359
287;7;190
288;1;647
289;2;386
290;8;171
291;14;191
292;15;185
293;3;206
294;4;373
295;13;478
296;10;186
297;15;346
298;14;371
299;18;178
300;9;323
301;4;537
302;5;199
303;10;538
304;12;338
305;16;513
306;12;187
307;5;167
308;1;529
309;5;325
310;13;190
311;15;367
312;14;517
313;10;193
314;3;513
315;12;347
316;15;184
317;12;343
318;5;186
319;0;460
320;15;527
321;5;201
322;5;354
323;10;311
324;1;216
325;17;538
326;6;375
327;18;209
328;13;199
329;16;330
330;4;170
331;0;173
332;4;306
333;9;205
334;6;342
335;3;355
336;10;195
337;17;493
338;4;190
339;11;190
340;5;183
341;10;371
342;13;335
343;11;358
344;17;342
345;10;520
346;13;193
347;17;462
348;12;348
349;0;183
350;7;368
351;7;180
352;13;351
353;2;516
354;5;499
355;18;357
356;18;347
357;18;512
358;18;185
359;7;328
360;16;181
361;0;474
362;16;341
363;6;184
364;15;686
365;11;322
366;7;185
367;14;203
368;7;353
369;5;200
370;17;351
371;4;182
372;2;190
373;10;195
374;18;694
375;8;184
376;4;643
377;13;215
378;7;199
379;3;325
380;3;369
381;10;343
382;18;355
383;6;202
384;10;181
385;10;174
386;17;191
387;0;377
388;7;183
389;4;192
390;2;328
391;6;179
392;0;157
393;0;178
394;0;177
395;18;322
396;13;199
397;2;313
398;2;395
399;16;215
400;19;333
401;6;179
402;19;904
403;0;338
404;12;519
405;17;349
406;14;330
407;16;357
408;8;183
409;14;345
410;8;338
411;4;397
412;0;379
