PRODUCT_ID;CATEGORY;POPULARITY
1;12;752
2;10;504
3;14;283
4;33;485
5;37;486
6;2;245
7;15;522
8;3;551
9;21;244
10;34;253
11;21;273
12;14;257
13;24;750
14;19;274
15;33;255
16;19;438
17;36;706
18;7;701
19;13;474
20;24;243
21;22;487
22;12;476
23;14;972
24;10;673
25;13;714
26;2;481
27;16;276
28;27;505
29;16;972
30;26;451
31;31;521
32;39;504
33;14;1001
34;30;463
35;15;255
36;30;493
37;3;1192
38;36;737
39;10;237
40;39;463
41;38;259
42;14;1170
43;24;242
44;16;277
45;31;528
46;37;268
47;22;536
48;37;954
49;2;260
50;12;245
51;14;269
52;32;463
53;13;541
54;11;965
55;13;264
56;28;755
57;32;757
58;30;495
59;20;260
60;23;677
61;9;249
62;3;778
63;23;488
64;18;536
65;21;256
66;32;262
67;29;666
68;39;733
69;13;230
70;28;274
71;6;266
72;7;672
73;23;270
74;15;259
75;15;432
76;27;250
77;13;254
78;9;737
79;2;262
80;18;247
81;2;749
82;19;751
83;30;251
84;23;713
85;25;267
86;9;260
87;30;463
88;8;745
89;16;216
90;31;783
91;29;710
92;4;519
93;39;268
94;0;686
95;26;478
96;36;516
97;32;679
98;6;233
99;12;297
100;8;505
101;22;461
102;28;480
103;23;467
104;5;698
105;23;470
106;35;475
107;34;249
108;19;486
109;15;490
110;11;490
111;20;464
112;0;255
113;11;488
114;1;723
115;39;527
116;39;253
117;34;255
118;25;503
119;11;489
120;1;268
121;16;232
122;6;471
123;1;513
124;3;497
125;25;493
126;13;428
127;24;740
128;5;643
129;3;521
130;31;758
131;2;576
132;34;247
133;29;253
134;33;484
135;2;987
136;24;480
137;34;701
138;13;279
139;22;725
140;9;246
141;31;261
142;14;512
143;13;688
144;29;229
145;6;683
146;29;491
147;30;689
148;15;270
149;38;263
150;13;265
151;39;271
152;24;746
153;9;264
154;36;257
155;25;731
156;0;498
157;18;925
158;2;654
159;4;274
160;10;250
161;34;697
162;19;244
163;22;455
164;17;949
165;6;252
166;14;463
167;26;691
168;5;249
169;17;274
170;0;748
171;16;457
172;9;279
173;23;523
174;36;540
175;11;524
176;0;713
177;31;459
178;25;518
179;18;478
180;13;232
181;28;259
182;36;552
183;4;259
184;27;228
185;33;245
186;16;476
187;4;754
188;17;705
189;21;249
190;23;240
191;35;490
192;16;455
193;10;653
194;19;274
195;8;254
196;12;495
197;33;518
198;2;481
199;1;524
200;38;278
201;20;246
202;36;758
203;25;987
204;20;243
205;39;738
206;22;509
207;11;245
208;6;254
209;15;281
210;26;501
211;37;502
212;34;721
213;3;717
214;36;270
215;24;300
216;33;248
217;7;734
218;23;234
219;13;251
220;2;264
221;6;259
222;21;1142
223;8;761
224;0;516
225;7;530
226;19;257
227;4;477
228;4;262
229;38;275
230;16;702
231;19;267
232;16;964
233;1;269
234;14;449
235;7;948
236;21;267
237;0;513
238;29;450
239;5;650
240;10;507
241;12;264
242;6;277
243;22;245
244;14;538
245;13;252
246;12;271
247;2;476
248;3;519
249;29;248
250;23;267
251;7;484
252;18;708
253;2;536
254;20;266
255;17;264
256;37;269
257;12;716
258;24;493
259;13;254
260;35;460
261;31;242
262;17;503
263;25;445
264;22;533
265;24;452
266;18;499
267;15;246
268;28;757
269;39;492
270;37;281
271;11;721
272;3;274
273;27;723
274;33;259
275;11;679
276;13;769
277;29;241
278;39;493
279;9;727
280;26;490
281;28;994
282;39;267
283;24;478
284;0;290
285;35;505
286;35;485
287;24;549
288;22;1021
289;22;470
290;18;273
291;36;513
292;34;487
293;0;498
294;39;769
295;1;762
296;35;944
297;36;245
298;26;268
299;17;502
300;7;241
301;29;518
302;5;1172
303;28;235
304;9;529
305;5;253
306;37;269
307;21;764
308;3;531
309;0;510
310;19;462
311;30;498
312;22;519
313;2;471
314;13;518
315;29;485
316;12;255
317;7;746
318;8;667
319;15;279
320;26;232
321;10;512
322;14;516
323;36;251
324;7;461
325;25;264
326;35;268
327;8;978
328;19;248
329;5;283
330;8;240
331;22;509
332;18;257
333;11;702
334;14;492
335;31;495
336;2;469
337;4;514
338;34;980
339;34;254
340;33;911
341;21;529
342;11;491
343;25;723
344;27;1031
345;31;257
346;24;692
347;6;241
348;32;433
349;32;491
350;31;265
351;15;534
352;31;551
353;17;499
354;28;264
355;29;264
356;21;467
357;27;479
358;2;485
359;37;750
360;17;238
361;7;1008
362;10;266
363;10;491
364;30;492
365;20;266
366;9;666
367;5;460
368;26;267
369;28;487
370;3;450
371;35;282
372;30;479
373;37;527
374;35;720
375;16;537
376;30;747
377;15;280
378;17;232
379;10;282
380;21;246
381;6;428
382;12;740
383;2;478
384;12;442
385;22;234
386;25;244
387;24;243
388;14;261
389;31;229
390;19;248
391;31;255
392;34;475
393;24;265
394;10;943
395;30;252
396;37;725
397;13;479
398;11;728
399;25;277
400;27;275
401;35;510
402;26;273
403;1;478
404;39;519
405;12;462
406;8;239
407;39;219
408;8;274
409;27;246
410;23;229
411;31;508
412;34;268
413;16;254
414;25;439
415;2;531
416;31;255
417;8;498
418;25;252
419;3;534
420;14;724
421;17;465
422;6;685
423;6;246
424;3;511
425;3;276
426;10;468
427;37;261
428;9;1073
429;0;490
430;27;540
431;26;253
432;7;249
433;36;251
434;31;479
435;35;255
436;27;261
437;20;227
438;2;475
439;15;716
440;31;279
441;7;485
442;7;471
443;30;288
444;20;718
445;26;980
446;22;251
447;10;263
448;7;506
449;22;237
450;36;268
451;30;462
452;13;464
453;4;258
454;15;780
455;12;515
456;15;263
457;21;967
458;34;251
459;20;217
460;1;222
461;26;685
462;27;771
463;19;507
464;2;745
465;19;956
466;29;218
467;13;511
468;18;488
469;8;482
470;34;494
471;29;282
472;14;239
473;9;886
474;35;485
475;3;264
476;16;517
477;25;718
478;4;469
479;4;258
480;8;261
481;1;715
482;6;516
483;4;243
484;26;282
485;17;243
486;38;305
487;28;286
488;17;708
489;32;264
490;24;767
491;20;265
492;30;246
493;3;509
494;19;258
495;38;265
496;20;981
497;29;519
498;39;712
499;29;243
500;15;273
501;21;515
502;20;966
503;35;497
504;21;238
505;39;266
506;21;701
507;0;944
508;2;268
509;31;475
510;18;287
511;21;506
512;23;507
513;25;234
514;17;513
515;23;276
516;38;267
517;17;534
518;38;484
519;28;263
520;13;737
521;1;454
522;1;275
523;15;237
524;29;237
525;5;512
526;2;270
527;0;244
528;35;724
529;21;712
530;23;250
531;18;298
532;9;282
533;33;279
534;1;248
535;8;490
536;28;725
537;4;461
538;6;248
539;17;727
540;2;262
541;39;467
542;29;527
543;36;753
544;10;715
545;26;457
546;12;733
547;23;256
548;1;264
549;36;514
550;11;761
551;21;224
552;9;527
553;35;452
554;18;279
555;18;1005
556;6;510
557;8;709
558;16;494
559;14;407
560;18;452
561;9;497
562;0;260
563;33;262
564;20;722
565;0;466
566;24;452
567;39;437
568;19;469
569;14;267
570;27;244
571;29;267
572;37;249
573;24;719
574;12;258
575;15;293
576;39;496
577;4;242
578;33;488
579;0;460
580;20;488
581;4;256
582;34;261
583;20;265
584;20;253
585;9;292
586;21;277
587;7;487
588;20;540
589;10;522
590;25;257
591;38;268
592;12;510
593;5;238
594;13;262
595;38;479
596;39;497
597;31;507
598;11;725
599;13;257
600;31;529
601;30;467
602;25;713
603;26;464
604;32;743
605;21;224
606;12;251
607;38;263
608;35;923
609;39;273
610;6;457
611;5;265
612;11;658
613;1;451
614;20;532
615;21;255
616;11;492
617;20;261
618;25;272
619;1;467
620;7;506
621;9;496
622;4;727
623;13;266
624;37;246
625;4;488
626;21;536
627;8;758
628;12;741
629;37;525
630;33;480
631;33;237
632;15;490
633;38;268
634;4;464
635;4;450
636;5;768
637;20;268
638;11;270
639;39;266
640;3;1212
641;19;258
642;3;242
643;37;890
644;39;735
645;16;234
646;5;273
647;34;255
648;7;524
649;12;503
650;10;507
651;11;258
652;2;279
653;17;496
654;2;250
655;17;520
656;4;474
657;16;493
658;14;259
659;26;255
660;0;757
661;3;481
662;39;256
663;32;257
664;14;267
665;28;652
666;16;252
667;37;481
668;10;507
669;8;484
670;20;239
671;1;801
672;30;266
673;20;243
674;26;247
675;22;264
676;16;719
677;39;540
678;29;251
679;16;457
680;21;507
681;0;256
682;12;272
683;12;272
684;9;243
685;0;270
686;12;454
687;19;466
688;10;474
689;38;290
690;21;717
691;22;284
692;19;745
693;37;514
694;38;504
695;19;493
696;17;306
697;13;271
698;39;245
699;38;246
700;11;234
701;22;268
702;5;262
703;4;734
704;23;479
705;33;483
706;12;496
707;14;730
708;30;711
709;25;441
710;20;519
711;13;513
712;19;1235
713;9;518
714;23;230
715;18;714
716;19;523
717;2;726
718;25;274
719;15;236
720;10;715
721;21;267
722;23;497
723;36;539
724;1;710
725;5;244
726;37;263
727;6;515
728;15;276
729;32;277
730;32;259
731;32;279
732;12;690
733;3;493
734;6;263
735;8;504
736;21;944
737;32;270
738;14;721
739;32;480
740;17;270
741;30;482
742;9;490
743;28;451
744;28;296
745;3;477
746;19;272
747;39;505
748;28;762
749;33;689
750;7;259
751;19;295
752;20;512
753;13;498
754;1;739
755;32;233
756;13;486
757;30;487
758;9;721
759;14;903
760;20;499
761;8;265
762;31;521
763;5;514
764;38;890
765;13;730
766;24;248
767;7;239
768;22;246
769;24;759
770;6;280
771;11;499
772;26;249
773;21;229
