size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2002,tuning,beta2,2,0.02,0,5,10,0.1,2,96884.0,27.93602967262268,0.0,0.0,51197.0,51823.0,0.9879204214344982,500.0,901.0,155.0,500.0,2.0,OK
500,5,100,2002,tuning,beta3,3,0.03,0,5,10,0.1,3,94283.0,33.05810260772705,0.0,1.0,53794.0,51823.0,1.0380333056750863,500.0,901.0,120.0,500.0,3.0,OK
500,5,100,2002,tuning,beta5,5,0.05,0,5,10,0.1,5,92248.0,29.182564735412598,0.0,1.0,53885.0,51823.0,1.039789282750902,500.0,901.0,88.0,500.0,5.0,OK
500,5,100,2002,tuning,beta8,8,0.08,0,5,10,0.1,8,92372.0,30.740763425827026,0.0,0.0,49668.0,51823.0,0.9584161472705169,500.0,901.0,67.0,500.0,8.0,OK
500,5,100,2002,tuning,beta10,10,0.1,0,5,10,0.1,10,92015.0,29.21386456489563,0.0,0.0,51234.0,51823.0,0.988634390135654,500.0,901.0,62.0,500.0,10.0,OK
500,5,100,2002,tuning,beta12,12,0.12,0,5,10,0.1,12,91410.0,25.767897844314575,0.0,1.0,53254.0,51823.0,1.0276132219284873,500.0,901.0,55.0,500.0,12.0,OK
500,5,100,2002,tuning,beta15,15,0.15,0,5,10,0.1,15,90371.0,29.794813871383667,0.0,1.0,53078.0,51823.0,1.0242170464851514,500.0,901.0,48.0,500.0,15.0,OK
500,5,100,2002,tuning,beta18,18,0.18,0,5,10,0.1,18,89779.0,29.076762199401855,0.0,2.0,55107.0,51823.0,1.063369546340428,500.0,901.0,46.0,500.0,18.0,OK
500,5,100,2002,tuning,beta20,20,0.2,0,5,10,0.1,20,89645.0,33.28031778335571,0.0,2.0,58585.0,51823.0,1.1304826042490785,500.0,901.0,43.0,500.0,20.0,OK
500,5,100,2002,tuning,beta25,25,0.25,0,5,10,0.1,25,89974.0,29.11572289466858,0.0,2.0,54978.0,51823.0,1.0608803041120738,500.0,901.0,41.0,500.0,25.0,OK
500,5,100,2002,tuning,beta30,30,0.3,0,5,10,0.1,30,89076.0,32.85100197792053,0.0,2.0,60065.0,51823.0,1.159041352295313,500.0,901.0,37.0,500.0,30.0,OK
500,5,100,2002,tuning,beta40,40,0.4,0,5,10,0.1,40,88990.0,33.153650999069214,0.0,2.0,60014.0,51823.0,1.1580572332748007,500.0,901.0,37.0,500.0,40.0,OK
500,5,100,2002,tuning,beta50,50,0.5,0,5,10,0.1,50,88783.0,40.520268201828,0.0,2.0,60919.0,51823.0,1.1755205217760454,500.0,901.0,32.0,500.0,50.0,OK
500,5,100,2002,tuning,beta75,75,0.75,0,5,10,0.1,75,87787.0,34.60471725463867,0.0,3.0,59198.0,51823.0,1.1423113289466067,500.0,901.0,31.0,500.0,75.0,OK
500,5,100,2002,tuning,beta100,100,1.0,0,5,10,0.1,100,87374.0,21.438886165618896,0.0,2.0,63350.0,51823.0,1.2224301950871235,500.0,901.0,33.0,500.0,100.0,OK
