size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2005,tuning,beta2,2,0.02,0,5,10,0.1,2,101971.0,30.217305183410645,0.0,0.0,54006.0,54910.0,0.983536696412311,500.0,481.0,100.0,500.0,2.0,OK
500,5,100,2005,tuning,beta3,3,0.03,0,5,10,0.1,3,98471.0,34.63483548164368,0.0,0.0,54222.0,54910.0,0.987470406119104,500.0,481.0,76.0,500.0,3.0,OK
500,5,100,2005,tuning,beta5,5,0.05,0,5,10,0.1,5,94719.0,31.71532106399536,0.0,2.0,61722.0,54910.0,1.1240575487160809,500.0,481.0,58.0,500.0,5.0,OK
500,5,100,2005,tuning,beta8,8,0.08,0,5,10,0.1,8,93169.0,32.976564168930054,0.0,1.0,55056.0,54910.0,1.0026588963758878,500.0,481.0,43.0,500.0,8.0,OK
500,5,100,2005,tuning,beta10,10,0.1,0,5,10,0.1,10,91363.0,29.374844312667847,0.0,2.0,63463.0,54910.0,1.1557639774175925,500.0,481.0,37.0,500.0,10.0,OK
500,5,100,2005,tuning,beta12,12,0.12,0,5,10,0.1,12,91017.0,28.71805238723755,0.0,1.0,62337.0,54910.0,1.135257694409033,500.0,481.0,36.0,500.0,12.0,OK
500,5,100,2005,tuning,beta15,15,0.15,0,5,10,0.1,15,90881.0,32.933523416519165,0.0,1.0,72702.0,54910.0,1.324021125478055,500.0,481.0,36.0,500.0,15.0,OK
500,5,100,2005,tuning,beta18,18,0.18,0,5,10,0.1,18,90110.0,34.217230558395386,0.0,1.0,66934.0,54910.0,1.2189765070114733,500.0,481.0,29.0,500.0,18.0,OK
500,5,100,2005,tuning,beta20,20,0.2,0,5,10,0.1,20,89193.0,29.729735136032104,0.0,1.0,72987.0,54910.0,1.32921143689674,500.0,481.0,28.0,500.0,20.0,OK
500,5,100,2005,tuning,beta25,25,0.25,0,5,10,0.1,25,88945.0,37.59892463684082,0.0,1.0,76751.0,54910.0,1.3977599708614097,500.0,481.0,26.0,500.0,25.0,OK
500,5,100,2005,tuning,beta30,30,0.3,0,5,10,0.1,30,89227.0,34.577396631240845,0.0,1.0,65077.0,54910.0,1.185157530504462,500.0,481.0,22.0,500.0,30.0,OK
500,5,100,2005,tuning,beta40,40,0.4,0,5,10,0.1,40,88324.0,40.94970202445984,0.0,3.0,66918.0,54910.0,1.2186851211072665,500.0,481.0,21.0,500.0,40.0,OK
500,5,100,2005,tuning,beta50,50,0.5,0,5,10,0.1,50,88344.0,43.289236068725586,0.0,1.0,68690.0,54910.0,1.2509561099981787,500.0,481.0,21.0,500.0,50.0,OK
500,5,100,2005,tuning,beta75,75,0.75,0,5,10,0.1,75,87203.0,20.711751222610474,0.0,2.0,73833.0,54910.0,1.3446184665816792,500.0,481.0,17.0,500.0,75.0,OK
500,5,100,2005,tuning,beta100,100,1.0,0,5,10,0.1,100,86310.0,24.697641134262085,0.0,2.0,80982.0,54910.0,1.4748133309051175,500.0,481.0,19.0,500.0,100.0,OK
