size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2003,tuning,beta2,2,0.02,0,5,10,0.1,2,62946.0,17.862893104553223,0.0,0.0,32698.0,33651.0,0.9716798906421801,500.0,677.0,126.0,500.0,2.0,OK
500,5,100,2003,tuning,beta3,3,0.03,0,5,10,0.1,3,61457.0,20.370471239089966,0.0,0.0,33616.0,33651.0,0.9989599120382753,500.0,677.0,97.0,500.0,3.0,OK
500,5,100,2003,tuning,beta5,5,0.05,0,5,10,0.1,5,60126.0,18.406502723693848,0.0,1.0,34460.0,33651.0,1.0240408903152953,500.0,677.0,71.0,500.0,5.0,OK
500,5,100,2003,tuning,beta8,8,0.08,0,5,10,0.1,8,59226.0,18.435092210769653,0.0,0.0,32706.0,33651.0,0.9719176250334314,500.0,677.0,52.0,500.0,8.0,OK
500,5,100,2003,tuning,beta10,10,0.1,0,5,10,0.1,10,58532.0,20.906456470489502,0.0,1.0,36546.0,33651.0,1.086030132834091,500.0,677.0,46.0,500.0,10.0,OK
500,5,100,2003,tuning,beta12,12,0.12,0,5,10,0.1,12,58440.0,18.441084623336792,0.0,1.0,37197.0,33651.0,1.1053757689221717,500.0,677.0,43.0,500.0,12.0,OK
500,5,100,2003,tuning,beta15,15,0.15,0,5,10,0.1,15,58392.0,18.774634838104248,0.0,1.0,36538.0,33651.0,1.0857923984428397,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2003,tuning,beta18,18,0.18,0,5,10,0.1,18,58231.0,17.318797826766968,0.0,1.0,36812.0,33651.0,1.0939348013431993,500.0,677.0,39.0,500.0,18.0,OK
500,5,100,2003,tuning,beta20,20,0.2,0,5,10,0.1,20,57983.0,16.205378532409668,0.0,2.0,36318.0,33651.0,1.079254702683427,500.0,677.0,37.0,500.0,20.0,OK
500,5,100,2003,tuning,beta25,25,0.25,0,5,10,0.1,25,57527.0,20.795199394226074,0.0,1.0,37704.0,33651.0,1.1204421859677276,500.0,677.0,36.0,500.0,25.0,OK
500,5,100,2003,tuning,beta30,30,0.3,0,5,10,0.1,30,56958.0,20.60076665878296,0.0,2.0,41418.0,33651.0,1.230810377106178,500.0,677.0,36.0,500.0,30.0,OK
500,5,100,2003,tuning,beta40,40,0.4,0,5,10,0.1,40,56960.0,19.245997667312622,0.0,2.0,41037.0,33651.0,1.2194882767228314,500.0,677.0,33.0,500.0,40.0,OK
500,5,100,2003,tuning,beta50,50,0.5,0,5,10,0.1,50,56963.0,23.057888984680176,0.0,2.0,41056.0,33651.0,1.2200528959020533,500.0,677.0,29.0,500.0,50.0,OK
500,5,100,2003,tuning,beta75,75,0.75,0,5,10,0.1,75,56732.0,17.80041217803955,0.0,2.0,44355.0,33651.0,1.318088615494339,500.0,677.0,31.0,500.0,75.0,OK
500,5,100,2003,tuning,beta100,100,1.0,0,5,10,0.1,100,55945.0,25.139623403549194,0.0,3.0,46324.0,33651.0,1.3766009925410834,500.0,677.0,26.0,500.0,100.0,OK
500,5,100,2003,tuning,beta15,15,0.15,1,5,10,0.1,15,58414.0,20.85470747947693,0.0,1.0,36706.0,33651.0,1.0907848206591186,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2003,tuning,beta15,15,0.15,2,5,10,0.1,15,58368.0,21.957797288894653,0.0,1.0,36538.0,33651.0,1.0857923984428397,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2008,test,beta2,2,0.02,0,5,10,0.1,2,74595.0,30.431869745254517,0.0,1.0,41731.0,40370.0,1.033713153331682,500.0,517.0,107.0,500.0,2.0,OK
500,5,100,2008,test,beta3,3,0.03,0,5,10,0.1,3,72679.0,30.22554659843445,0.0,1.0,40654.0,40370.0,1.007034926925935,500.0,517.0,84.0,500.0,3.0,OK
500,5,100,2008,test,beta5,5,0.05,0,5,10,0.1,5,70047.0,24.690154314041138,0.0,1.0,42007.0,40370.0,1.040549913301957,500.0,517.0,63.0,500.0,5.0,OK
500,5,100,2008,test,beta8,8,0.08,0,5,10,0.1,8,68892.0,14.985192060470581,0.0,1.0,41095.0,40370.0,1.0179588803567006,500.0,517.0,49.0,500.0,8.0,OK
500,5,100,2008,test,beta10,10,0.1,0,5,10,0.1,10,68418.0,18.322655200958252,0.0,1.0,41604.0,40370.0,1.0305672529105772,500.0,517.0,45.0,500.0,10.0,OK
500,5,100,2008,test,beta12,12,0.12,0,5,10,0.1,12,68273.0,17.1396381855011,0.0,1.0,47794.0,40370.0,1.1838989348526132,500.0,517.0,44.0,500.0,12.0,OK
500,5,100,2008,test,beta15,15,0.15,0,5,10,0.1,15,67428.0,19.66152310371399,0.0,1.0,46279.0,40370.0,1.1463710676244736,500.0,517.0,42.0,500.0,15.0,OK
500,5,100,2008,test,beta18,18,0.18,0,5,10,0.1,18,67599.0,16.483805656433105,0.0,1.0,42756.0,40370.0,1.0591032945256378,500.0,517.0,36.0,500.0,18.0,OK
500,5,100,2008,test,beta20,20,0.2,0,5,10,0.1,20,67161.0,15.656310796737671,0.0,2.0,43795.0,40370.0,1.084840227891999,500.0,517.0,34.0,500.0,20.0,OK
500,5,100,2008,test,beta25,25,0.25,0,5,10,0.1,25,66412.0,14.995424270629883,0.0,3.0,46400.0,40370.0,1.1493683428288333,500.0,517.0,35.0,500.0,25.0,OK
500,5,100,2008,test,beta30,30,0.3,0,5,10,0.1,30,67364.0,13.7980318069458,0.0,1.0,44214.0,40370.0,1.095219222194699,500.0,517.0,33.0,500.0,30.0,OK
500,5,100,2008,test,beta40,40,0.4,0,5,10,0.1,40,66870.0,13.003651857376099,0.0,2.0,42493.0,40370.0,1.0525885558583106,500.0,517.0,34.0,500.0,40.0,OK
500,5,100,2008,test,beta50,50,0.5,0,5,10,0.1,50,66147.0,14.114691257476807,0.0,2.0,49549.0,40370.0,1.2273718107505573,500.0,517.0,30.0,500.0,50.0,OK
500,5,100,2008,test,beta75,75,0.75,0,5,10,0.1,75,64854.0,11.745699405670166,0.0,2.0,57261.0,40370.0,1.418404756006936,500.0,517.0,27.0,500.0,75.0,OK
