size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2004,tuning,beta2,2,0.02,0,5,10,0.1,2,72756.0,21.149474620819092,0.0,1.0,39333.0,39311.0,1.000559639795477,500.0,869.0,147.0,500.0,2.0,OK
500,5,100,2004,tuning,beta3,3,0.03,0,5,10,0.1,3,71698.0,25.691982984542847,0.0,1.0,39465.0,39311.0,1.0039174785683396,500.0,869.0,112.0,500.0,3.0,OK
500,5,100,2004,tuning,beta5,5,0.05,0,5,10,0.1,5,70141.0,21.937073469161987,0.0,1.0,39400.0,39311.0,1.00226399735443,500.0,869.0,79.0,500.0,5.0,OK
500,5,100,2004,tuning,beta8,8,0.08,0,5,10,0.1,8,69523.0,21.415488958358765,0.0,0.0,36924.0,39311.0,0.9392790821907354,500.0,869.0,64.0,500.0,8.0,OK
500,5,100,2004,tuning,beta10,10,0.1,0,5,10,0.1,10,68895.0,21.90068292617798,0.0,1.0,40243.0,39311.0,1.0237083767902113,500.0,869.0,56.0,500.0,10.0,OK
500,5,100,2004,tuning,beta12,12,0.12,0,5,10,0.1,12,68886.0,24.50424861907959,0.0,0.0,38800.0,39311.0,0.9870010938414184,500.0,869.0,55.0,500.0,12.0,OK
500,5,100,2004,tuning,beta15,15,0.15,0,5,10,0.1,15,68423.0,21.526015043258667,0.0,0.0,38147.0,39311.0,0.9703899671847575,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2004,tuning,beta18,18,0.18,0,5,10,0.1,18,68671.0,19.739959239959717,0.0,1.0,40080.0,39311.0,1.0195619546691765,500.0,869.0,42.0,500.0,18.0,OK
500,5,100,2004,tuning,beta20,20,0.2,0,5,10,0.1,20,68036.0,24.68775486946106,0.0,1.0,43023.0,39311.0,1.0944264964004986,500.0,869.0,39.0,500.0,20.0,OK
500,5,100,2004,tuning,beta25,25,0.25,0,5,10,0.1,25,67356.0,22.43455219268799,0.0,2.0,46893.0,39311.0,1.1928722240594236,500.0,869.0,39.0,500.0,25.0,OK
500,5,100,2004,tuning,beta30,30,0.3,0,5,10,0.1,30,67262.0,27.800358295440674,0.0,2.0,48566.0,39311.0,1.2354302866882043,500.0,869.0,38.0,500.0,30.0,OK
500,5,100,2004,tuning,beta40,40,0.4,0,5,10,0.1,40,66390.0,21.358217477798462,0.0,2.0,47896.0,39311.0,1.2183867110986746,500.0,869.0,30.0,500.0,40.0,OK
500,5,100,2004,tuning,beta50,50,0.5,0,5,10,0.1,50,67644.0,26.83497405052185,0.0,1.0,43928.0,39311.0,1.1174480425326245,500.0,869.0,32.0,500.0,50.0,OK
500,5,100,2004,tuning,beta75,75,0.75,0,5,10,0.1,75,65831.0,27.571757316589355,0.0,3.0,47542.0,39311.0,1.2093815980259979,500.0,869.0,35.0,500.0,75.0,OK
500,5,100,2004,tuning,beta100,100,1.0,0,5,10,0.1,100,65498.0,26.504849910736084,0.0,2.0,52529.0,39311.0,1.3362417643916462,500.0,869.0,31.0,500.0,100.0,OK
500,5,100,2004,tuning,beta15,15,0.15,1,5,10,0.1,15,68477.0,29.757420778274536,0.0,0.0,38141.0,39311.0,0.9702373381496273,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2004,tuning,beta15,15,0.15,2,5,10,0.1,15,67916.0,29.936081409454346,0.0,1.0,42879.0,39311.0,1.0907633995573758,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2009,test,beta2,2,0.02,0,5,10,0.1,2,73763.0,22.271955490112305,0.0,1.0,46435.0,41192.0,1.1272819965041756,500.0,337.0,81.0,500.0,2.0,OK
500,5,100,2009,test,beta3,3,0.03,0,5,10,0.1,3,72982.0,15.294842720031738,0.0,0.0,40661.0,41192.0,0.9871091474072635,500.0,337.0,62.0,500.0,3.0,OK
500,5,100,2009,test,beta5,5,0.05,0,5,10,0.1,5,69257.0,20.215624809265137,0.0,2.0,45545.0,41192.0,1.1056758593901728,500.0,337.0,49.0,500.0,5.0,OK
500,5,100,2009,test,beta8,8,0.08,0,5,10,0.1,8,67791.0,17.843104362487793,0.0,2.0,48387.0,41192.0,1.1746698388036512,500.0,337.0,37.0,500.0,8.0,OK
500,5,100,2009,test,beta10,10,0.1,0,5,10,0.1,10,67566.0,19.533604621887207,0.0,2.0,44883.0,41192.0,1.0896047776267237,500.0,337.0,36.0,500.0,10.0,OK
500,5,100,2009,test,beta12,12,0.12,0,5,10,0.1,12,66256.0,16.965999841690063,0.0,2.0,45546.0,41192.0,1.105700135948728,500.0,337.0,31.0,500.0,12.0,OK
500,5,100,2009,test,beta15,15,0.15,0,5,10,0.1,15,66815.0,15.285377264022827,0.0,2.0,46466.0,41192.0,1.1280345698193823,500.0,337.0,31.0,500.0,15.0,OK
500,5,100,2009,test,beta18,18,0.18,0,5,10,0.1,18,66316.0,14.23325514793396,0.0,2.0,43007.0,41192.0,1.0440619537774325,500.0,337.0,30.0,500.0,18.0,OK
500,5,100,2009,test,beta20,20,0.2,0,5,10,0.1,20,66816.0,13.288071155548096,0.0,0.0,40831.0,41192.0,0.9912361623616236,500.0,337.0,31.0,500.0,20.0,OK
500,5,100,2009,test,beta25,25,0.25,0,5,10,0.1,25,65582.0,12.789897918701172,0.0,3.0,45580.0,41192.0,1.1065255389395998,500.0,337.0,26.0,500.0,25.0,OK
500,5,100,2009,test,beta30,30,0.3,0,5,10,0.1,30,65720.0,13.398274421691895,0.0,1.0,54622.0,41192.0,1.3260341813944456,500.0,337.0,27.0,500.0,30.0,OK
500,5,100,2009,test,beta40,40,0.4,0,5,10,0.1,40,65727.0,11.85848617553711,0.0,2.0,52782.0,41192.0,1.2813653136531364,500.0,337.0,27.0,500.0,40.0,OK
500,5,100,2009,test,beta50,50,0.5,0,5,10,0.1,50,64203.0,12.7625892162323,0.0,3.0,56497.0,41192.0,1.3715527286851816,500.0,337.0,25.0,500.0,50.0,OK
500,5,100,2009,test,beta75,75,0.75,0,5,10,0.1,75,64189.0,12.319207191467285,0.0,1.0,68128.0,41192.0,1.6539133812390756,500.0,337.0,23.0,500.0,75.0,OK
500,5,100,2009,test,beta100,100,1.0,0,5,10,0.1,100,62803.0,12.882047176361084,0.0,2.0,69212.0,41192.0,1.6802291707127597,500.0,337.0,23.0,500.0,100.0,OK
500,5,100,2009,test,beta15,15,0.15,1,5,10,0.1,15,66815.0,11.759621620178223,0.0,2.0,46466.0,41192.0,1.1280345698193823,500.0,337.0,31.0,500.0,15.0,OK
500,5,100,2009,test,beta15,15,0.15,2,5,10,0.1,15,66815.0,23.03781247138977,0.0,2.0,46466.0,41192.0,1.1280345698193823,500.0,337.0,31.0,500.0,15.0,OK
500,10,50,2004,tuning,beta2,2,0.04,0,5,10,0.1,2,103092.0,17.841406106948853,0.0,3.0,22598.0,19656.0,1.1496743996743997,500.0,869.0,147.0,500.0,2.0,OK
500,10,50,2004,tuning,beta3,3,0.06,0,5,10,0.1,3,100340.0,18.546274662017822,0.0,2.0,23280.0,19656.0,1.1843711843711844,500.0,869.0,112.0,500.0,3.0,OK
500,10,50,2004,tuning,beta5,5,0.1,0,5,10,0.1,5,97000.0,12.539774417877197,0.0,2.0,24497.0,19656.0,1.2462861212861214,500.0,869.0,79.0,500.0,5.0,OK
500,10,50,2004,tuning,beta8,8,0.16,0,5,10,0.1,8,94968.0,13.073353290557861,0.0,4.0,25856.0,19656.0,1.3154253154253155,500.0,869.0,64.0,500.0,8.0,OK
500,10,50,2004,tuning,beta10,10,0.2,0,5,10,0.1,10,94912.0,12.021780490875244,0.0,3.0,25840.0,19656.0,1.3146113146113145,500.0,869.0,56.0,500.0,10.0,OK
500,10,50,2004,tuning,beta12,12,0.24,0,5,10,0.1,12,94695.0,11.946989297866821,0.0,2.0,26090.0,19656.0,1.3273300773300774,500.0,869.0,55.0,500.0,12.0,OK
500,10,50,2004,tuning,beta15,15,0.3,0,5,10,0.1,15,93021.0,12.560415029525757,0.0,4.0,25383.0,19656.0,1.2913614163614164,500.0,869.0,45.0,500.0,15.0,OK
500,10,50,2004,tuning,beta18,18,0.36,0,5,10,0.1,18,93902.0,12.451818227767944,0.0,3.0,22634.0,19656.0,1.1515059015059015,500.0,869.0,42.0,500.0,18.0,OK
500,10,50,2004,tuning,beta20,20,0.4,0,5,10,0.1,20,93525.0,16.512407302856445,0.0,3.0,23758.0,19656.0,1.2086894586894588,500.0,869.0,39.0,500.0,20.0,OK
500,10,50,2004,tuning,beta25,25,0.5,0,5,10,0.1,25,93259.0,19.401551246643066,0.0,5.0,22911.0,19656.0,1.1655982905982907,500.0,869.0,39.0,500.0,25.0,OK
500,10,50,2004,tuning,beta30,30,0.6,0,5,10,0.1,30,93073.0,13.64854121208191,0.0,6.0,25264.0,19656.0,1.2853072853072853,500.0,869.0,38.0,500.0,30.0,OK
500,10,50,2004,tuning,beta40,40,0.8,0,5,10,0.1,40,91726.0,12.665831565856934,0.0,4.0,25594.0,19656.0,1.302096052096052,500.0,869.0,30.0,500.0,40.0,OK
500,10,50,2004,tuning,beta50,50,1.0,0,5,10,0.1,50,91416.0,16.689873933792114,0.0,4.0,27674.0,19656.0,1.4079161579161579,500.0,869.0,32.0,500.0,50.0,OK
500,10,50,2009,test,beta2,2,0.04,0,5,10,0.1,2,105109.0,16.551748275756836,0.0,3.0,24462.0,20596.0,1.187706350747718,500.0,337.0,81.0,500.0,2.0,OK
500,10,50,2009,test,beta3,3,0.06,0,5,10,0.1,3,100167.0,13.724986791610718,0.0,2.0,22440.0,20596.0,1.0895319479510586,500.0,337.0,62.0,500.0,3.0,OK
500,10,50,2009,test,beta5,5,0.1,0,5,10,0.1,5,94572.0,15.901149034500122,0.0,3.0,24817.0,20596.0,1.20494270732181,500.0,337.0,49.0,500.0,5.0,OK
