PRODUCT_ID;CATEGORY;POPULARITY
1;36;254
2;30;651
3;75;271
4;41;259
5;62;249
6;39;247
7;40;261
8;41;279
9;24;1362
10;18;681
11;14;702
12;41;246
13;4;269
14;58;249
15;48;677
16;26;692
17;41;275
18;38;301
19;35;623
20;6;704
21;73;707
22;17;606
23;39;1097
24;31;250
25;79;639
26;18;651
27;11;248
28;42;1086
29;55;277
30;17;642
31;3;257
32;23;634
33;10;286
34;1;267
35;63;259
36;12;260
37;11;246
38;64;610
39;61;610
40;63;255
41;54;262
42;27;253
43;50;258
44;55;289
45;66;638
46;7;1423
47;37;929
48;43;280
49;39;267
50;13;282
51;11;647
52;0;278
53;78;288
54;5;1070
55;16;693
56;37;645
57;46;266
58;60;667
59;40;285
60;78;675
61;70;1125
62;8;301
63;33;266
64;10;628
65;61;268
66;16;1121
67;61;281
68;3;260
69;70;268
70;7;281
71;7;278
72;69;261
73;64;279
74;32;254
75;4;282
76;19;288
77;51;253
78;49;269
79;11;265
80;5;268
81;12;644
82;8;238
83;64;256
84;27;656
85;75;676
86;77;254
87;36;292
88;70;256
89;43;253
90;33;275
91;41;663
92;27;248
93;27;612
94;30;264
95;15;634
96;30;267
97;12;251
98;15;261
99;9;658
100;65;281
101;53;584
102;46;1033
103;1;672
104;52;236
105;44;696
106;37;267
107;72;251
108;25;648
109;11;245
110;34;272
111;14;270
112;37;282
113;35;1076
114;26;258
115;64;258
116;47;257
117;63;645
118;62;280
119;40;274
120;62;265
121;26;282
122;71;270
123;59;270
124;10;243
125;30;649
126;20;273
127;57;279
128;6;254
129;16;718
130;77;269
131;24;240
132;21;1098
133;67;269
134;74;270
135;63;303
136;54;1060
137;26;298
138;51;252
139;35;289
140;33;650
141;10;649
142;60;652
143;49;274
144;58;262
145;61;969
146;66;254
147;60;274
148;20;292
149;53;1094
150;18;1067
151;31;657
152;22;663
153;15;240
154;56;643
155;68;262
156;37;240
157;43;673
158;17;269
159;52;611
160;9;1412
161;49;292
162;67;255
163;43;266
164;54;258
165;37;273
166;46;656
167;52;272
168;39;668
169;44;257
170;8;595
171;4;258
172;0;220
173;12;264
174;27;259
175;48;1066
176;44;285
177;48;261
178;23;247
179;19;276
180;64;286
181;3;274
182;36;615
183;17;277
184;64;259
185;35;245
186;41;289
187;36;596
188;65;287
189;18;1088
190;54;297
191;64;296
192;29;247
193;79;287
194;45;249
195;64;674
196;47;274
197;12;274
198;34;283
199;54;674
200;17;260
201;77;264
202;64;257
203;71;273
204;24;265
205;6;254
206;23;277
207;71;242
208;8;270
209;48;257
210;52;687
211;38;230
212;9;267
213;32;664
214;26;283
215;20;693
216;51;647
217;18;628
218;26;651
219;28;1012
220;4;253
221;79;258
222;24;280
223;6;292
224;74;297
225;0;633
226;6;230
227;30;682
228;71;260
229;79;262
230;25;280
231;20;1023
232;5;697
233;23;642
234;16;260
235;1;264
236;48;265
237;56;641
238;34;978
239;32;261
240;23;649
241;79;236
242;5;277
243;4;1060
244;42;308
245;58;1029
246;70;648
247;9;259
248;62;1041
249;57;289
250;52;281
251;5;633
252;54;1099
253;18;288
254;4;638
255;22;268
256;17;659
257;57;688
258;1;264
259;77;261
260;46;691
261;27;287
262;15;655
263;35;685
264;20;262
265;28;241
266;9;981
267;38;251
268;43;251
269;41;253
270;21;671
271;22;656
272;62;273
273;52;637
274;13;659
275;29;254
276;79;588
277;55;287
278;55;297
279;35;249
280;66;1024
281;8;1090
282;72;244
283;39;259
284;45;261
285;46;1469
286;10;1061
287;61;263
288;59;253
289;58;264
290;53;257
291;7;262
292;55;247
293;40;664
294;73;268
295;72;271
296;62;279
297;61;274
298;41;660
299;9;262
300;79;601
301;37;1076
302;42;262
303;42;1101
304;74;254
305;23;1034
306;58;276
307;57;263
308;74;273
309;75;662
310;43;647
311;44;1007
312;45;261
313;59;249
314;60;238
315;15;272
316;72;264
317;10;263
318;6;283
319;50;274
320;46;246
321;24;1467
322;44;1072
323;39;279
324;58;269
325;71;247
326;79;280
327;48;693
328;52;254
329;14;651
330;2;253
331;39;268
332;55;628
333;31;673
334;34;276
335;62;296
336;47;663
337;60;256
338;29;659
339;57;271
340;43;1060
341;15;647
342;23;290
343;75;251
344;79;254
345;70;647
346;31;250
347;75;283
348;6;248
349;61;266
350;29;278
351;28;1044
352;53;278
353;50;1033
354;46;682
355;4;1093
356;50;243
357;23;249
358;2;1097
359;34;703
360;71;1135
361;47;1210
362;52;987
363;56;655
364;57;273
365;69;663
366;41;265
367;64;622
368;62;251
369;66;652
370;24;255
371;60;626
372;77;691
373;51;671
374;35;638
375;58;599
376;53;274
377;62;691
378;36;281
379;67;654
380;64;1034
381;34;275
382;65;281
