size_n,instance_seed,config_id,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
1000,1001,base,0,10.0,20.0,0.1,15.0,230393.0,79.92139005661011,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x0.5,0,5.0,20.0,0.1,15.0,230393.0,73.24193239212036,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x1.5,0,15.0,20.0,0.1,15.0,230393.0,120.99989938735962,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x2,0,20.0,20.0,0.1,15.0,230393.0,133.941246509552,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x0.5,0,10.0,10.0,0.1,15.0,230393.0,99.34598517417908,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x0.75,0,10.0,15.0,0.1,15.0,230393.0,83.86317539215088,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x1.5,0,10.0,30.0,0.1,15.0,230393.0,89.05398917198181,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x2,0,10.0,40.0,0.1,15.0,230393.0,92.06683444976808,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x0.5,0,10.0,20.0,0.05,15.0,230393.0,87.97254276275635,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x0.75,0,10.0,20.0,0.075,15.0,230393.0,74.2306776046753,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x1.5,0,10.0,20.0,0.15,15.0,230393.0,90.47866678237916,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x2,0,10.0,20.0,0.2,15.0,231591.0,135.13063406944275,0.0,0.0,1000.0,1068.0,78.0,1000.0,15.0,OK
1000,1001,mnoppc_x0.5,0,10.0,20.0,0.1,8.0,234823.0,113.11350655555724,0.0,0.0,1000.0,1136.0,101.0,1000.0,8.0,OK
1000,1001,mnoppc_x0.75,0,10.0,20.0,0.1,11.0,233972.0,103.06593441963196,0.0,0.0,1000.0,1136.0,87.0,1000.0,11.0,OK
1000,1001,mnoppc_x1.5,0,10.0,20.0,0.1,22.0,229611.0,74.89514660835266,0.0,0.0,1000.0,1136.0,66.0,1000.0,22.0,OK
1000,1001,mnoppc_x2,0,10.0,20.0,0.1,30.0,227816.0,94.56912922859192,0.0,0.0,1000.0,1136.0,62.0,1000.0,30.0,OK
1000,1001,corner_loose,0,5.0,10.0,0.05,8.0,234823.0,82.78774619102478,0.0,0.0,1000.0,1136.0,101.0,1000.0,8.0,OK
1000,1001,corner_tight,0,20.0,40.0,0.2,30.0,229553.0,83.05216932296753,0.0,0.0,1000.0,1068.0,59.0,1000.0,30.0,OK
1000,1001,base,1,10.0,20.0,0.1,15.0,230393.0,75.81428146362305,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,2,10.0,20.0,0.1,15.0,230393.0,74.13593649864197,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,3,10.0,20.0,0.1,15.0,230393.0,85.8743326663971,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,4,10.0,20.0,0.1,15.0,230393.0,91.37209463119508,0.0,0.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1002,base,0,10.0,20.0,0.1,15.0,192741.0,92.4037742614746,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x0.5,0,5.0,20.0,0.1,15.0,192741.0,80.2509093284607,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x0.75,0,8.0,20.0,0.1,15.0,192741.0,53.129287004470825,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x1.5,0,15.0,20.0,0.1,15.0,192741.0,35.05413627624512,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x2,0,20.0,20.0,0.1,15.0,192741.0,27.80311727523804,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x0.5,0,10.0,10.0,0.1,15.0,192741.0,28.4293110370636,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x0.75,0,10.0,15.0,0.1,15.0,192741.0,29.303442239761356,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x1.5,0,10.0,30.0,0.1,15.0,192741.0,35.57505941390991,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x2,0,10.0,40.0,0.1,15.0,192741.0,27.374935150146484,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x0.5,0,10.0,20.0,0.05,15.0,192741.0,35.68528652191162,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x0.75,0,10.0,20.0,0.075,15.0,192741.0,22.19604516029358,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x1.5,0,10.0,20.0,0.15,15.0,192741.0,23.20228719711304,0.0,0.0,1000.0,838.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x2,0,10.0,20.0,0.2,15.0,192671.0,22.894810676574707,0.0,0.0,1000.0,818.0,65.0,1000.0,15.0,OK
1000,1002,mnoppc_x0.5,0,10.0,20.0,0.1,8.0,195941.0,25.141417026519772,0.0,0.0,1000.0,839.0,83.0,1000.0,8.0,OK
1000,1002,mnoppc_x0.75,0,10.0,20.0,0.1,11.0,194889.0,21.985700845718384,0.0,0.0,1000.0,839.0,70.0,1000.0,11.0,OK
1000,1002,mnoppc_x1.5,0,10.0,20.0,0.1,22.0,191850.0,25.53086256980896,0.0,0.0,1000.0,839.0,57.0,1000.0,22.0,OK
1000,1002,mnoppc_x2,0,10.0,20.0,0.1,30.0,191860.0,34.22352838516235,0.0,0.0,1000.0,839.0,55.0,1000.0,30.0,OK
1000,1002,corner_loose,0,5.0,10.0,0.05,8.0,195941.0,47.90665793418884,0.0,0.0,1000.0,839.0,83.0,1000.0,8.0,OK
1000,1002,corner_tight,0,20.0,40.0,0.2,30.0,192731.0,36.98361611366272,0.0,0.0,1000.0,818.0,59.0,1000.0,30.0,OK
1000,1002,base,1,10.0,20.0,0.1,15.0,192741.0,36.94974136352539,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,base,2,10.0,20.0,0.1,15.0,192741.0,28.05329942703247,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,base,3,10.0,20.0,0.1,15.0,192741.0,28.625669956207275,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,base,4,10.0,20.0,0.1,15.0,192741.0,24.557793140411377,0.0,0.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1003,base,0,10.0,20.0,0.1,15.0,201197.0,23.7298846244812,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,preproc_x0.5,0,5.0,20.0,0.1,15.0,201197.0,23.615199327468872,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,preproc_x0.75,0,8.0,20.0,0.1,15.0,201197.0,22.84207797050476,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,preproc_x1.5,0,15.0,20.0,0.1,15.0,201197.0,23.17994165420532,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,preproc_x2,0,20.0,20.0,0.1,15.0,201197.0,21.19285774230957,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,minfreq_x0.5,0,10.0,10.0,0.1,15.0,201197.0,21.54556655883789,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,minfreq_x0.75,0,10.0,15.0,0.1,15.0,201197.0,21.13558793067932,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,minfreq_x1.5,0,10.0,30.0,0.1,15.0,201197.0,39.35051703453064,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,minfreq_x2,0,10.0,40.0,0.1,15.0,201197.0,30.939898014068604,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,ratio_x0.5,0,10.0,20.0,0.05,15.0,201197.0,22.483752965927124,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,ratio_x0.75,0,10.0,20.0,0.075,15.0,201197.0,22.40421438217163,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
1000,1003,ratio_x1.5,0,10.0,20.0,0.15,15.0,202211.0,23.84021139144897,0.0,0.0,1000.0,1601.0,83.0,1000.0,15.0,OK
1000,1003,ratio_x2,0,10.0,20.0,0.2,15.0,202950.0,20.0340633392334,0.0,0.0,1000.0,1194.0,91.0,1000.0,15.0,OK
1000,1003,mnoppc_x0.5,0,10.0,20.0,0.1,8.0,203537.0,22.108139514923096,0.0,0.0,1000.0,1664.0,121.0,1000.0,8.0,OK
1000,1003,mnoppc_x0.75,0,10.0,20.0,0.1,11.0,202696.0,21.3845431804657,0.0,0.0,1000.0,1664.0,103.0,1000.0,11.0,OK
1000,1003,mnoppc_x1.5,0,10.0,20.0,0.1,22.0,199908.0,27.97225522994995,0.0,0.0,1000.0,1664.0,74.0,1000.0,22.0,OK
1000,1003,mnoppc_x2,0,10.0,20.0,0.1,30.0,200383.0,29.44729447364807,0.0,0.0,1000.0,1664.0,62.0,1000.0,30.0,OK
1000,1003,corner_loose,0,5.0,10.0,0.05,8.0,203537.0,25.575781106948853,0.0,0.0,1000.0,1664.0,121.0,1000.0,8.0,OK
1000,1003,corner_tight,0,20.0,40.0,0.2,30.0,201055.0,19.61206579208374,0.0,0.0,1000.0,1194.0,69.0,1000.0,30.0,OK
1000,1003,base,1,10.0,20.0,0.1,15.0,201197.0,24.110167264938354,0.0,0.0,1000.0,1664.0,81.0,1000.0,15.0,OK
