tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f0,0,1,0.0,550,8117,1.0,0,8,1.0
iscf10kt_r0f0,0,2,0.0,563,8359,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.0,568,8383,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.0,577,8298,1.0,0,8,1.0
iscf10kt_r0f0,0,6,0.0,580,8383,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.5,550,8915,1.0,0,8,1.0
iscf10kt_r0f0,0,2,0.5,563,9036,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.5,568,9010,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.5,577,8938,1.0,0,8,1.0
iscf10kt_r0f0,0,6,0.5,580,8876,1.0,0,8,1.0
iscf10kt_r0f0,0,1,1.0,550,9072,1.0,0,8,1.0
iscf10kt_r0f0,0,2,1.0,563,9161,1.0,0,8,1.0
iscf10kt_r0f0,0,3,1.0,568,9171,1.0,0,8,1.0
iscf10kt_r0f0,0,4,1.0,577,9124,1.0,0,8,1.0
iscf10kt_r0f0,0,6,1.0,580,9005,1.0,0,8,1.0
iscf10kt_r0f0,0,1,2.0,550,9156,1.0,0,8,1.0
iscf10kt_r0f0,0,2,2.0,563,9217,1.0,0,8,1.0
iscf10kt_r0f0,0,3,2.0,568,9211,1.0,0,8,1.0
iscf10kt_r0f0,0,4,2.0,577,9169,1.0,0,8,1.0
iscf10kt_r0f0,0,6,2.0,580,9065,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.0,550,6470,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.0,566,6656,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.0,565,6872,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.0,571,6727,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.0,577,6772,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.5,550,7124,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.5,566,7280,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.5,565,7476,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.5,571,7358,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.5,577,7393,1.0,0,8,1.0
iscf10kt_r0f1,1,1,1.0,550,7277,1.0,0,8,1.0
iscf10kt_r0f1,1,2,1.0,566,7429,1.0,0,8,1.0
iscf10kt_r0f1,1,3,1.0,565,7582,1.0,0,8,1.0
iscf10kt_r0f1,1,4,1.0,571,7445,1.0,0,8,1.0
iscf10kt_r0f1,1,6,1.0,577,7526,1.0,0,8,1.0
iscf10kt_r0f1,1,1,2.0,550,7359,1.0,0,8,1.0
iscf10kt_r0f1,1,2,2.0,566,7468,1.0,0,8,1.0
iscf10kt_r0f1,1,3,2.0,565,7614,1.0,0,8,1.0
iscf10kt_r0f1,1,4,2.0,571,7539,1.0,0,8,1.0
iscf10kt_r0f1,1,6,2.0,577,7580,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.0,577,4914,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.0,587,4967,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.0,591,5010,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.0,583,4933,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.0,606,5225,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.5,577,5377,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.5,587,5387,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.5,591,5453,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.5,583,5357,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.5,606,5562,1.0,0,8,1.0
iscf10kt_r0f2,2,1,1.0,577,5442,1.0,0,8,1.0
iscf10kt_r0f2,2,2,1.0,587,5467,1.0,0,8,1.0
iscf10kt_r0f2,2,3,1.0,591,5565,1.0,0,8,1.0
iscf10kt_r0f2,2,4,1.0,583,5422,1.0,0,8,1.0
iscf10kt_r0f2,2,6,1.0,606,5649,1.0,0,8,1.0
iscf10kt_r0f2,2,1,2.0,577,5443,1.0,0,8,1.0
iscf10kt_r0f2,2,2,2.0,587,5561,1.0,0,8,1.0
iscf10kt_r0f2,2,3,2.0,591,5570,1.0,0,8,1.0
iscf10kt_r0f2,2,4,2.0,583,5476,1.0,0,8,1.0
iscf10kt_r0f2,2,6,2.0,606,5640,1.0,0,8,1.0
iscf10kt_r0f3,3,1,0.0,571,3297,1.0,0,8,1.0
iscf10kt_r0f3,3,2,0.0,575,3410,1.0,0,8,1.0
iscf10kt_r0f3,3,3,0.0,585,3208,1.0,0,8,1.0
iscf10kt_r0f3,3,4,0.0,569,3246,1.0,0,8,1.0
iscf10kt_r0f3,3,6,0.0,594,3526,1.0,0,8,1.0
iscf10kt_r0f3,3,1,0.5,571,3618,1.0,0,8,1.0
iscf10kt_r0f3,3,2,0.5,575,3683,1.0,0,8,1.0
