tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f0,0,1,0.0,550,8117,1.0,0,8,1.0
iscf10kt_r0f0,0,2,0.0,563,8359,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.0,568,8383,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.0,577,8298,1.0,0,8,1.0
iscf10kt_r0f0,0,6,0.0,580,8383,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.25,550,8699,1.0,0,8,1.0
iscf10kt_r0f0,0,2,0.25,563,8831,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.25,568,8911,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.25,577,8837,1.0,0,8,1.0
iscf10kt_r0f0,0,6,0.25,580,8884,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.5,550,9085,1.0,0,8,1.0
iscf10kt_r0f0,0,2,0.5,563,9125,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.5,568,9169,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.5,577,9140,1.0,0,8,1.0
iscf10kt_r0f0,0,6,0.5,580,9077,1.0,0,8,1.0
iscf10kt_r0f0,0,1,1.0,550,9361,1.0,0,8,1.0
iscf10kt_r0f0,0,2,1.0,563,9372,1.0,0,8,1.0
iscf10kt_r0f0,0,3,1.0,568,9400,1.0,0,8,1.0
iscf10kt_r0f0,0,4,1.0,577,9372,1.0,0,8,1.0
iscf10kt_r0f0,0,6,1.0,580,9308,1.0,0,8,1.0
iscf10kt_r0f0,0,1,2.0,550,9492,1.0,0,8,1.0
iscf10kt_r0f0,0,2,2.0,563,9496,1.0,0,8,1.0
iscf10kt_r0f0,0,3,2.0,568,9495,1.0,0,8,1.0
iscf10kt_r0f0,0,4,2.0,577,9553,1.0,0,8,1.0
iscf10kt_r0f0,0,6,2.0,580,9514,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.0,550,6470,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.0,566,6656,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.0,565,6872,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.0,571,6727,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.0,577,6772,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.25,550,7026,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.25,566,7146,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.25,565,7287,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.25,571,7180,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.25,577,7232,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.5,550,7274,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.5,566,7403,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.5,565,7458,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.5,571,7424,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.5,577,7395,1.0,0,8,1.0
iscf10kt_r0f1,1,1,1.0,550,7538,1.0,0,8,1.0
iscf10kt_r0f1,1,2,1.0,566,7621,1.0,0,8,1.0
iscf10kt_r0f1,1,3,1.0,565,7676,1.0,0,8,1.0
iscf10kt_r0f1,1,4,1.0,571,7625,1.0,0,8,1.0
iscf10kt_r0f1,1,6,1.0,577,7653,1.0,0,8,1.0
iscf10kt_r0f1,1,1,2.0,550,7751,1.0,0,8,1.0
iscf10kt_r0f1,1,2,2.0,566,7746,1.0,0,8,1.0
iscf10kt_r0f1,1,3,2.0,565,7735,1.0,0,8,1.0
iscf10kt_r0f1,1,4,2.0,571,7768,1.0,0,8,1.0
iscf10kt_r0f1,1,6,2.0,577,7699,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.0,577,4914,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.0,587,4967,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.0,591,5010,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.0,583,4933,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.0,606,5225,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.25,577,5266,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.25,587,5333,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.25,591,5369,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.25,583,5286,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.25,606,5490,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.5,577,5497,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.5,587,5491,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.5,591,5555,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.5,583,5505,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.5,606,5653,1.0,0,8,1.0
iscf10kt_r0f2,2,1,1.0,577,5691,1.0,0,8,1.0
iscf10kt_r0f2,2,2,1.0,587,5680,1.0,0,8,1.0
