tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f0,0,1,0.0,2552,7852,1.0,0,7,1.0
iscf10kt_r0f0,0,2,0.0,2631,8061,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.0,2590,8113,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.0,2639,8015,1.0,0,7,1.0
iscf10kt_r0f0,0,6,0.0,2703,8061,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.25,2552,8568,1.0,0,7,1.0
iscf10kt_r0f0,0,2,0.25,2631,8731,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.25,2590,8705,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.25,2639,8680,1.0,0,7,1.0
iscf10kt_r0f0,0,6,0.25,2703,8707,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.5,2552,8991,1.0,0,7,1.0
iscf10kt_r0f0,0,2,0.5,2631,9119,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.5,2590,9140,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.5,2639,9085,1.0,0,7,1.0
iscf10kt_r0f0,0,6,0.5,2703,9090,1.0,0,8,1.0
iscf10kt_r0f0,0,1,1.0,2552,9322,1.0,0,7,1.0
iscf10kt_r0f0,0,2,1.0,2631,9431,1.0,0,8,1.0
iscf10kt_r0f0,0,3,1.0,2590,9352,1.0,0,8,1.0
iscf10kt_r0f0,0,4,1.0,2639,9369,1.0,0,7,1.0
iscf10kt_r0f0,0,6,1.0,2703,9360,1.0,0,8,1.0
iscf10kt_r0f0,0,1,2.0,2552,9548,1.0,0,7,1.0
iscf10kt_r0f0,0,2,2.0,2631,9616,1.0,0,8,1.0
iscf10kt_r0f0,0,3,2.0,2590,9602,1.0,0,8,1.0
iscf10kt_r0f0,0,4,2.0,2639,9572,1.0,0,7,1.0
iscf10kt_r0f0,0,6,2.0,2703,9575,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.0,2512,6252,1.0,0,7,1.0
iscf10kt_r0f1,1,2,0.0,2545,6277,1.0,0,7,1.0
iscf10kt_r0f1,1,3,0.0,2567,6317,1.0,0,7,1.0
iscf10kt_r0f1,1,4,0.0,2602,6466,1.0,0,7,1.0
iscf10kt_r0f1,1,6,0.0,2652,6612,1.0,0,7,1.0
