tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f0,0,1,0.0,2552,7852,1.0,0,7,1.0
iscf10kt_r0f0,0,2,0.0,2631,8061,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.0,2590,8113,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.0,2639,8015,1.0,0,7,1.0
iscf10kt_r0f0,0,6,0.0,2703,8061,1.0,0,8,1.0
iscf10kt_r0f0,0,1,0.5,2552,8846,1.0,0,7,1.0
iscf10kt_r0f0,0,2,0.5,2631,8903,1.0,0,8,1.0
iscf10kt_r0f0,0,3,0.5,2590,8785,1.0,0,8,1.0
iscf10kt_r0f0,0,4,0.5,2639,8824,1.0,0,7,1.0
iscf10kt_r0f0,0,6,0.5,2703,8874,1.0,0,8,1.0
iscf10kt_r0f0,0,1,1.0,2552,9074,1.0,0,7,1.0
iscf10kt_r0f0,0,2,1.0,2631,9115,1.0,0,8,1.0
iscf10kt_r0f0,0,3,1.0,2590,9025,1.0,0,8,1.0
iscf10kt_r0f0,0,4,1.0,2639,9069,1.0,0,7,1.0
iscf10kt_r0f0,0,6,1.0,2703,9036,1.0,0,8,1.0
iscf10kt_r0f0,0,1,2.0,2552,9168,1.0,0,7,1.0
iscf10kt_r0f0,0,2,2.0,2631,9194,1.0,0,8,1.0
iscf10kt_r0f0,0,3,2.0,2590,9080,1.0,0,8,1.0
iscf10kt_r0f0,0,4,2.0,2639,9130,1.0,0,7,1.0
iscf10kt_r0f0,0,6,2.0,2703,9205,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.0,2512,6252,1.0,0,7,1.0
iscf10kt_r0f1,1,2,0.0,2545,6277,1.0,0,7,1.0
iscf10kt_r0f1,1,3,0.0,2567,6317,1.0,0,7,1.0
iscf10kt_r0f1,1,4,0.0,2602,6466,1.0,0,7,1.0
iscf10kt_r0f1,1,6,0.0,2652,6612,1.0,0,7,1.0
iscf10kt_r0f1,1,1,0.5,2512,7032,1.0,0,7,1.0
iscf10kt_r0f1,1,2,0.5,2545,7144,1.0,0,7,1.0
iscf10kt_r0f1,1,3,0.5,2567,7094,1.0,0,7,1.0
iscf10kt_r0f1,1,4,0.5,2602,7241,1.0,0,7,1.0
iscf10kt_r0f1,1,6,0.5,2652,7242,1.0,0,7,1.0
