size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2005,tuning,beta2,2,0.02,0,5.0,10.0,0.1,2.0,101924.0,22.596967458724976,0.0,0.0,53265.0,54910.0,0.9700418867237297,500.0,481.0,100.0,500.0,2.0,OK
500,5,100,2005,tuning,beta3,3,0.03,0,5.0,10.0,0.1,3.0,98490.0,22.29364585876465,0.0,0.0,52655.0,54910.0,0.9589327991258423,500.0,481.0,76.0,500.0,3.0,OK
500,5,100,2005,tuning,beta5,5,0.05,0,5.0,10.0,0.1,5.0,94069.0,23.048583507537842,0.0,0.0,54870.0,54910.0,0.9992715352394828,500.0,481.0,58.0,500.0,5.0,OK
500,5,100,2005,tuning,beta8,8,0.08,0,5.0,10.0,0.1,8.0,93101.0,22.5789315700531,0.0,0.0,54701.0,54910.0,0.9961937716262976,500.0,481.0,43.0,500.0,8.0,OK
500,5,100,2005,tuning,beta10,10,0.1,0,5.0,10.0,0.1,10.0,91443.0,23.80988335609436,0.0,0.0,54873.0,54910.0,0.9993261700965216,500.0,481.0,37.0,500.0,10.0,OK
500,5,100,2005,tuning,beta12,12,0.12,0,5.0,10.0,0.1,12.0,91330.0,23.74567437171936,0.0,0.0,54838.0,54910.0,0.998688763431069,500.0,481.0,36.0,500.0,12.0,OK
500,5,100,2005,tuning,beta15,15,0.15,0,5.0,10.0,0.1,15.0,90619.0,23.719287633895874,0.0,0.0,54910.0,54910.0,1.0,500.0,481.0,36.0,500.0,15.0,OK
500,5,100,2005,tuning,beta18,18,0.18,0,5.0,10.0,0.1,18.0,90583.0,24.266490936279297,0.0,0.0,54409.0,54910.0,0.990875978874522,500.0,481.0,29.0,500.0,18.0,OK
500,5,100,2005,tuning,beta20,20,0.2,0,5.0,10.0,0.1,20.0,90324.0,24.65160059928894,0.0,0.0,54896.0,54910.0,0.999745037333819,500.0,481.0,28.0,500.0,20.0,OK
500,5,100,2005,tuning,beta25,25,0.25,0,5.0,10.0,0.1,25.0,90218.0,23.23741602897644,0.0,0.0,54676.0,54910.0,0.9957384811509743,500.0,481.0,26.0,500.0,25.0,OK
500,5,100,2005,tuning,beta30,30,0.3,0,5.0,10.0,0.1,30.0,90269.0,24.48115825653076,0.0,0.0,54764.0,54910.0,0.9973411036241122,500.0,481.0,22.0,500.0,30.0,OK
