size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2002,tuning,beta2,2,0.02,0,5.0,10.0,0.1,2.0,96912.0,21.077046632766724,0.0,0.0,50212.0,51823.0,0.9689134168226463,500.0,901.0,155.0,500.0,2.0,OK
500,5,100,2002,tuning,beta3,3,0.03,0,5.0,10.0,0.1,3.0,94369.0,21.011645317077637,0.0,0.0,51483.0,51823.0,0.9934392065299191,500.0,901.0,120.0,500.0,3.0,OK
500,5,100,2002,tuning,beta5,5,0.05,0,5.0,10.0,0.1,5.0,92198.0,21.356645822525024,0.0,0.0,51724.0,51823.0,0.9980896513131235,500.0,901.0,88.0,500.0,5.0,OK
500,5,100,2002,tuning,beta8,8,0.08,0,5.0,10.0,0.1,8.0,92372.0,21.063219785690308,0.0,0.0,49668.0,51823.0,0.9584161472705169,500.0,901.0,67.0,500.0,8.0,OK
500,5,100,2002,tuning,beta10,10,0.1,0,5.0,10.0,0.1,10.0,91846.0,20.9785258769989,0.0,0.0,50071.0,51823.0,0.966192617177701,500.0,901.0,62.0,500.0,10.0,OK
500,5,100,2002,tuning,beta12,12,0.12,0,5.0,10.0,0.1,12.0,91109.0,21.426357746124268,0.0,0.0,51653.0,51823.0,0.9967196032649596,500.0,901.0,55.0,500.0,12.0,OK
500,5,100,2002,tuning,beta15,15,0.15,0,5.0,10.0,0.1,15.0,90381.0,21.125924348831177,0.0,0.0,51400.0,51823.0,0.9918376010651642,500.0,901.0,48.0,500.0,15.0,OK
500,5,100,2002,tuning,beta18,18,0.18,0,5.0,10.0,0.1,18.0,90159.0,21.19946551322937,0.0,0.0,51822.0,51823.0,0.9999807035486175,500.0,901.0,46.0,500.0,18.0,OK
500,5,100,2002,tuning,beta20,20,0.2,0,5.0,10.0,0.1,20.0,89703.0,22.49168586730957,0.0,0.0,51815.0,51823.0,0.9998456283889393,500.0,901.0,43.0,500.0,20.0,OK
500,5,100,2002,tuning,beta25,25,0.25,0,5.0,10.0,0.1,25.0,90324.0,21.844509601593018,0.0,0.0,51774.0,51823.0,0.9990544738822531,500.0,901.0,41.0,500.0,25.0,OK
500,5,100,2002,tuning,beta30,30,0.3,0,5.0,10.0,0.1,30.0,89796.0,21.438177347183228,0.0,0.0,51819.0,51823.0,0.9999228141944696,500.0,901.0,37.0,500.0,30.0,OK
500,5,100,2002,tuning,beta40,40,0.4,0,5.0,10.0,0.1,40.0,89553.0,22.918611764907837,0.0,0.0,51822.0,51823.0,0.9999807035486175,500.0,901.0,37.0,500.0,40.0,OK
500,5,100,2002,tuning,beta50,50,0.5,0,5.0,10.0,0.1,50.0,88739.0,21.69423770904541,0.0,0.0,51819.0,51823.0,0.9999228141944696,500.0,901.0,32.0,500.0,50.0,OK
500,5,100,2002,tuning,beta75,75,0.75,0,5.0,10.0,0.1,75.0,89253.0,22.606008529663086,0.0,0.0,51808.0,51823.0,0.9997105532292612,500.0,901.0,31.0,500.0,75.0,OK
500,5,100,2002,tuning,beta100,100,1.0,0,5.0,10.0,0.1,100.0,90392.0,23.75523090362549,0.0,0.0,51800.0,51823.0,0.9995561816182004,500.0,901.0,33.0,500.0,100.0,OK
500,5,100,2002,tuning,beta15,15,0.15,1,5.0,10.0,0.1,15.0,90381.0,20.71983551979065,0.0,0.0,51400.0,51823.0,0.9918376010651642,500.0,901.0,48.0,500.0,15.0,OK
500,5,100,2002,tuning,beta15,15,0.15,2,5.0,10.0,0.1,15.0,90381.0,21.32911777496338,0.0,0.0,51400.0,51823.0,0.9918376010651642,500.0,901.0,48.0,500.0,15.0,OK
500,5,100,2007,test,beta2,2,0.02,0,5.0,10.0,0.1,2.0,69982.0,15.117079496383667,0.0,0.0,35443.0,37204.0,0.9526663799591442,500.0,914.0,154.0,500.0,2.0,OK
500,5,100,2007,test,beta3,3,0.03,0,5.0,10.0,0.1,3.0,68165.0,15.01625680923462,0.0,0.0,36729.0,37204.0,0.9872325556391786,500.0,914.0,118.0,500.0,3.0,OK
500,5,100,2007,test,beta5,5,0.05,0,5.0,10.0,0.1,5.0,66892.0,15.016130208969116,0.0,0.0,34989.0,37204.0,0.9404633910332222,500.0,914.0,85.0,500.0,5.0,OK
500,5,100,2007,test,beta8,8,0.08,0,5.0,10.0,0.1,8.0,65279.0,15.344239234924316,0.0,0.0,37173.0,37204.0,0.9991667562627674,500.0,914.0,67.0,500.0,8.0,OK
500,5,100,2007,test,beta10,10,0.1,0,5.0,10.0,0.1,10.0,65174.0,15.23480749130249,0.0,0.0,37112.0,37204.0,0.9975271476185357,500.0,914.0,58.0,500.0,10.0,OK
500,5,100,2007,test,beta12,12,0.12,0,5.0,10.0,0.1,12.0,65132.0,16.187919855117798,0.0,0.0,37079.0,37204.0,0.9966401462208365,500.0,914.0,57.0,500.0,12.0,OK
500,5,100,2007,test,beta15,15,0.15,0,5.0,10.0,0.1,15.0,64700.0,15.594721555709839,0.0,0.0,36985.0,37204.0,0.9941135361789055,500.0,914.0,49.0,500.0,15.0,OK
500,5,100,2007,test,beta18,18,0.18,0,5.0,10.0,0.1,18.0,65451.0,15.313074350357056,0.0,0.0,36988.0,37204.0,0.9941941726696054,500.0,914.0,47.0,500.0,18.0,OK
500,5,100,2007,test,beta20,20,0.2,0,5.0,10.0,0.1,20.0,64153.0,16.43803858757019,0.0,0.0,37189.0,37204.0,0.9995968175465004,500.0,914.0,40.0,500.0,20.0,OK
500,5,100,2007,test,beta25,25,0.25,0,5.0,10.0,0.1,25.0,64127.0,16.34684109687805,0.0,0.0,37125.0,37204.0,0.9978765724115687,500.0,914.0,36.0,500.0,25.0,OK
500,5,100,2007,test,beta30,30,0.3,0,5.0,10.0,0.1,30.0,64101.0,15.219419956207275,0.0,0.0,34959.0,37204.0,0.939657026126223,500.0,914.0,35.0,500.0,30.0,OK
500,5,100,2007,test,beta40,40,0.4,0,5.0,10.0,0.1,40.0,63987.0,16.119356393814087,0.0,0.0,37202.0,37204.0,0.9999462423395333,500.0,914.0,33.0,500.0,40.0,OK
500,5,100,2007,test,beta50,50,0.5,0,5.0,10.0,0.1,50.0,64538.0,15.270644903182983,0.0,0.0,36666.0,37204.0,0.9855391893344801,500.0,914.0,31.0,500.0,50.0,OK
500,5,100,2007,test,beta75,75,0.75,0,5.0,10.0,0.1,75.0,64278.0,17.01617980003357,0.0,0.0,37194.0,37204.0,0.9997312116976669,500.0,914.0,31.0,500.0,75.0,OK
