size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2004,tuning,beta2,2,0.02,0,5.0,10.0,0.1,2.0,72862.0,16.252774477005005,0.0,0.0,39098.0,39311.0,0.9945816692528808,500.0,869.0,147.0,500.0,2.0,OK
500,5,100,2004,tuning,beta3,3,0.03,0,5.0,10.0,0.1,3.0,71746.0,15.915216207504272,0.0,0.0,39042.0,39311.0,0.9931571315916664,500.0,869.0,112.0,500.0,3.0,OK
500,5,100,2004,tuning,beta5,5,0.05,0,5.0,10.0,0.1,5.0,70010.0,16.245233058929443,0.0,0.0,38259.0,39311.0,0.9732390425071863,500.0,869.0,79.0,500.0,5.0,OK
500,5,100,2004,tuning,beta8,8,0.08,0,5.0,10.0,0.1,8.0,69786.0,15.828708410263062,0.0,0.0,36515.0,39311.0,0.9288748696293658,500.0,869.0,64.0,500.0,8.0,OK
500,5,100,2004,tuning,beta10,10,0.1,0,5.0,10.0,0.1,10.0,68858.0,16.446552991867065,0.0,0.0,39066.0,39311.0,0.993767647732187,500.0,869.0,56.0,500.0,10.0,OK
500,5,100,2004,tuning,beta12,12,0.12,0,5.0,10.0,0.1,12.0,68886.0,15.817293167114258,0.0,0.0,38800.0,39311.0,0.9870010938414184,500.0,869.0,55.0,500.0,12.0,OK
500,5,100,2004,tuning,beta15,15,0.15,0,5.0,10.0,0.1,15.0,68230.0,15.805834770202637,0.0,0.0,38616.0,39311.0,0.9823204700974282,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2004,tuning,beta18,18,0.18,0,5.0,10.0,0.1,18.0,68162.0,15.984921216964722,0.0,0.0,39256.0,39311.0,0.9986009005113072,500.0,869.0,42.0,500.0,18.0,OK
500,5,100,2004,tuning,beta20,20,0.2,0,5.0,10.0,0.1,20.0,67955.0,17.04233741760254,0.0,0.0,39165.0,39311.0,0.9962860268118339,500.0,869.0,39.0,500.0,20.0,OK
500,5,100,2004,tuning,beta25,25,0.25,0,5.0,10.0,0.1,25.0,67836.0,16.893357038497925,0.0,0.0,39289.0,39311.0,0.9994403602045229,500.0,869.0,39.0,500.0,25.0,OK
500,5,100,2004,tuning,beta30,30,0.3,0,5.0,10.0,0.1,30.0,67512.0,17.25480031967163,0.0,0.0,39206.0,39311.0,0.997328991885223,500.0,869.0,38.0,500.0,30.0,OK
500,5,100,2004,tuning,beta40,40,0.4,0,5.0,10.0,0.1,40.0,67356.0,17.10977005958557,0.0,0.0,39037.0,39311.0,0.993029940729058,500.0,869.0,30.0,500.0,40.0,OK
500,5,100,2004,tuning,beta50,50,0.5,0,5.0,10.0,0.1,50.0,67427.0,16.355274200439453,0.0,0.0,39294.0,39311.0,0.9995675510671314,500.0,869.0,32.0,500.0,50.0,OK
500,5,100,2004,tuning,beta75,75,0.75,0,5.0,10.0,0.1,75.0,68160.0,17.42787480354309,0.0,0.0,39305.0,39311.0,0.9998473709648699,500.0,869.0,35.0,500.0,75.0,OK
500,5,100,2004,tuning,beta100,100,1.0,0,5.0,10.0,0.1,100.0,68487.0,18.54042410850525,0.0,0.0,39311.0,39311.0,1.0,500.0,869.0,31.0,500.0,100.0,OK
500,5,100,2004,tuning,beta15,15,0.15,1,5.0,10.0,0.1,15.0,68230.0,15.793376684188843,0.0,0.0,38616.0,39311.0,0.9823204700974282,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2004,tuning,beta15,15,0.15,2,5.0,10.0,0.1,15.0,68230.0,15.7622230052948,0.0,0.0,38616.0,39311.0,0.9823204700974282,500.0,869.0,45.0,500.0,15.0,OK
500,5,100,2009,test,beta2,2,0.02,0,5.0,10.0,0.1,2.0,73446.0,17.04232954978943,0.0,0.0,41013.0,41192.0,0.9956544960186444,500.0,337.0,81.0,500.0,2.0,OK
500,5,100,2009,test,beta3,3,0.03,0,5.0,10.0,0.1,3.0,73115.0,16.561293125152588,0.0,0.0,40659.0,41192.0,0.9870605942901535,500.0,337.0,62.0,500.0,3.0,OK
500,5,100,2009,test,beta5,5,0.05,0,5.0,10.0,0.1,5.0,68913.0,17.203646421432495,0.0,0.0,40908.0,41192.0,0.9931054573703632,500.0,337.0,49.0,500.0,5.0,OK
500,5,100,2009,test,beta8,8,0.08,0,5.0,10.0,0.1,8.0,67648.0,18.454208612442017,0.0,0.0,41179.0,41192.0,0.9996844047387843,500.0,337.0,37.0,500.0,8.0,OK
500,5,100,2009,test,beta10,10,0.1,0,5.0,10.0,0.1,10.0,66730.0,17.684165000915527,0.0,0.0,40853.0,41192.0,0.9917702466498349,500.0,337.0,36.0,500.0,10.0,OK
500,5,100,2009,test,beta12,12,0.12,0,5.0,10.0,0.1,12.0,66648.0,17.55592918395996,0.0,0.0,41181.0,41192.0,0.9997329578558943,500.0,337.0,31.0,500.0,12.0,OK
500,5,100,2009,test,beta15,15,0.15,0,5.0,10.0,0.1,15.0,67035.0,18.779760599136353,0.0,0.0,41191.0,41192.0,0.9999757234414449,500.0,337.0,31.0,500.0,15.0,OK
500,5,100,2009,test,beta18,18,0.18,0,5.0,10.0,0.1,18.0,66419.0,16.906524658203125,0.0,0.0,41192.0,41192.0,1.0,500.0,337.0,30.0,500.0,18.0,OK
500,5,100,2009,test,beta20,20,0.2,0,5.0,10.0,0.1,20.0,66824.0,16.762125492095947,0.0,0.0,40831.0,41192.0,0.9912361623616236,500.0,337.0,31.0,500.0,20.0,OK
500,5,100,2009,test,beta25,25,0.25,0,5.0,10.0,0.1,25.0,66206.0,19.02242374420166,0.0,0.0,41192.0,41192.0,1.0,500.0,337.0,26.0,500.0,25.0,OK
500,5,100,2009,test,beta30,30,0.3,0,5.0,10.0,0.1,30.0,67036.0,18.408979654312134,0.0,0.0,41170.0,41192.0,0.9994659157117887,500.0,337.0,27.0,500.0,30.0,OK
500,5,100,2009,test,beta40,40,0.4,0,5.0,10.0,0.1,40.0,66375.0,20.992512941360474,0.0,0.0,41192.0,41192.0,1.0,500.0,337.0,27.0,500.0,40.0,OK
500,5,100,2009,test,beta50,50,0.5,0,5.0,10.0,0.1,50.0,66920.0,18.829042434692383,0.0,0.0,41192.0,41192.0,1.0,500.0,337.0,25.0,500.0,50.0,OK
500,5,100,2009,test,beta75,75,0.75,0,5.0,10.0,0.1,75.0,66551.0,19.786046028137207,0.0,0.0,40720.0,41192.0,0.9885414643620121,500.0,337.0,23.0,500.0,75.0,OK
500,5,100,2009,test,beta100,100,1.0,0,5.0,10.0,0.1,100.0,66776.0,22.242637872695923,0.0,0.0,41191.0,41192.0,0.9999757234414449,500.0,337.0,23.0,500.0,100.0,OK
500,5,100,2009,test,beta15,15,0.15,1,5.0,10.0,0.1,15.0,67035.0,18.480894565582275,0.0,0.0,41191.0,41192.0,0.9999757234414449,500.0,337.0,31.0,500.0,15.0,OK
500,5,100,2009,test,beta15,15,0.15,2,5.0,10.0,0.1,15.0,67035.0,18.52007484436035,0.0,0.0,41191.0,41192.0,0.9999757234414449,500.0,337.0,31.0,500.0,15.0,OK
500,10,50,2004,tuning,beta2,2,0.04,0,5.0,10.0,0.1,2.0,102193.0,17.203747749328613,0.0,0.0,19653.0,19656.0,0.9998473748473748,500.0,869.0,147.0,500.0,2.0,OK
500,10,50,2004,tuning,beta3,3,0.06,0,5.0,10.0,0.1,3.0,99619.0,16.91555428504944,0.0,0.0,19621.0,19656.0,0.9982193732193733,500.0,869.0,112.0,500.0,3.0,OK
500,10,50,2004,tuning,beta5,5,0.1,0,5.0,10.0,0.1,5.0,96709.0,18.813408613204956,0.0,0.0,19656.0,19656.0,1.0,500.0,869.0,79.0,500.0,5.0,OK
500,10,50,2004,tuning,beta8,8,0.16,0,5.0,10.0,0.1,8.0,94367.0,22.033637285232544,0.0,0.0,19648.0,19656.0,0.9995929995929996,500.0,869.0,64.0,500.0,8.0,OK
500,10,50,2004,tuning,beta10,10,0.2,0,5.0,10.0,0.1,10.0,94547.0,19.6471951007843,0.0,0.0,19655.0,19656.0,0.9999491249491249,500.0,869.0,56.0,500.0,10.0,OK
500,10,50,2004,tuning,beta12,12,0.24,0,5.0,10.0,0.1,12.0,93646.0,20.032197952270508,0.0,0.0,19640.0,19656.0,0.9991859991859992,500.0,869.0,55.0,500.0,12.0,OK
500,10,50,2004,tuning,beta15,15,0.3,0,5.0,10.0,0.1,15.0,93644.0,20.787078380584717,0.0,0.0,19656.0,19656.0,1.0,500.0,869.0,45.0,500.0,15.0,OK
500,10,50,2004,tuning,beta18,18,0.36,0,5.0,10.0,0.1,18.0,93453.0,21.15677499771118,0.0,0.0,19656.0,19656.0,1.0,500.0,869.0,42.0,500.0,18.0,OK
500,10,50,2004,tuning,beta20,20,0.4,0,5.0,10.0,0.1,20.0,93137.0,20.921570539474487,0.0,0.0,19656.0,19656.0,1.0,500.0,869.0,39.0,500.0,20.0,OK
500,10,50,2004,tuning,beta25,25,0.5,0,5.0,10.0,0.1,25.0,93338.0,19.047446727752686,0.0,0.0,19653.0,19656.0,0.9998473748473748,500.0,869.0,39.0,500.0,25.0,OK
500,10,50,2004,tuning,beta30,30,0.6,0,5.0,10.0,0.1,30.0,93124.0,20.20356559753418,0.0,0.0,19653.0,19656.0,0.9998473748473748,500.0,869.0,38.0,500.0,30.0,OK
500,10,50,2004,tuning,beta40,40,0.8,0,5.0,10.0,0.1,40.0,93538.0,24.812877416610718,0.0,0.0,19655.0,19656.0,0.9999491249491249,500.0,869.0,30.0,500.0,40.0,OK
500,10,50,2004,tuning,beta50,50,1.0,0,5.0,10.0,0.1,50.0,93276.0,25.873371124267578,0.0,0.0,19656.0,19656.0,1.0,500.0,869.0,32.0,500.0,50.0,OK
500,10,50,2009,test,beta2,2,0.04,0,5.0,10.0,0.1,2.0,101888.0,17.828620195388794,0.0,0.0,20587.0,20596.0,0.9995630219460089,500.0,337.0,81.0,500.0,2.0,OK
500,10,50,2009,test,beta3,3,0.06,0,5.0,10.0,0.1,3.0,97979.0,17.047816514968872,0.0,0.0,20485.0,20596.0,0.9946106040007768,500.0,337.0,62.0,500.0,3.0,OK
500,10,50,2009,test,beta5,5,0.1,0,5.0,10.0,0.1,5.0,94441.0,18.364923238754272,0.0,0.0,20490.0,20596.0,0.9948533695863274,500.0,337.0,49.0,500.0,5.0,OK
500,10,50,2009,test,beta8,8,0.16,0,5.0,10.0,0.1,8.0,92294.0,19.942832231521606,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,37.0,500.0,8.0,OK
500,10,50,2009,test,beta10,10,0.2,0,5.0,10.0,0.1,10.0,91728.0,22.200706005096436,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,36.0,500.0,10.0,OK
500,10,50,2009,test,beta12,12,0.24,0,5.0,10.0,0.1,12.0,90552.0,21.46243453025818,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,31.0,500.0,12.0,OK
500,10,50,2009,test,beta15,15,0.3,0,5.0,10.0,0.1,15.0,92476.0,22.926353216171265,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,31.0,500.0,15.0,OK
500,10,50,2009,test,beta18,18,0.36,0,5.0,10.0,0.1,18.0,91212.0,23.094501733779907,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,30.0,500.0,18.0,OK
500,10,50,2009,test,beta20,20,0.4,0,5.0,10.0,0.1,20.0,90932.0,21.469422340393066,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,31.0,500.0,20.0,OK
500,10,50,2009,test,beta25,25,0.5,0,5.0,10.0,0.1,25.0,90770.0,22.26869297027588,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,26.0,500.0,25.0,OK
500,10,50,2009,test,beta30,30,0.6,0,5.0,10.0,0.1,30.0,91218.0,23.703824043273926,0.0,0.0,20543.0,20596.0,0.9974266847931638,500.0,337.0,27.0,500.0,30.0,OK
500,10,50,2009,test,beta40,40,0.8,0,5.0,10.0,0.1,40.0,91763.0,27.32891082763672,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,27.0,500.0,40.0,OK
500,10,50,2009,test,beta50,50,1.0,0,5.0,10.0,0.1,50.0,92255.0,26.64598274230957,0.0,0.0,20596.0,20596.0,1.0,500.0,337.0,25.0,500.0,50.0,OK
500,20,25,2004,tuning,beta2,2,0.08,0,5.0,10.0,0.1,2.0,126700.0,16.438101768493652,0.0,0.0,9823.0,9828.0,0.9994912494912495,500.0,869.0,147.0,500.0,2.0,OK
500,20,25,2004,tuning,beta3,3,0.12,0,5.0,10.0,0.1,3.0,122538.0,16.804800271987915,0.0,0.0,9803.0,9828.0,0.9974562474562475,500.0,869.0,112.0,500.0,3.0,OK
500,20,25,2004,tuning,beta5,5,0.2,0,5.0,10.0,0.1,5.0,116212.0,18.547479391098022,0.0,0.0,9828.0,9828.0,1.0,500.0,869.0,79.0,500.0,5.0,OK
500,20,25,2004,tuning,beta8,8,0.32,0,5.0,10.0,0.1,8.0,116039.0,18.34447479248047,0.0,0.0,9816.0,9828.0,0.9987789987789988,500.0,869.0,64.0,500.0,8.0,OK
500,20,25,2004,tuning,beta10,10,0.4,0,5.0,10.0,0.1,10.0,114395.0,19.486480474472046,0.0,0.0,9828.0,9828.0,1.0,500.0,869.0,56.0,500.0,10.0,OK
500,20,25,2004,tuning,beta12,12,0.48,0,5.0,10.0,0.1,12.0,114151.0,17.15507984161377,0.0,0.0,9826.0,9828.0,0.9997964997964998,500.0,869.0,55.0,500.0,12.0,OK
500,20,25,2004,tuning,beta15,15,0.6,0,5.0,10.0,0.1,15.0,113256.0,17.782593727111816,0.0,0.0,9821.0,9828.0,0.9992877492877493,500.0,869.0,45.0,500.0,15.0,OK
500,20,25,2004,tuning,beta18,18,0.72,0,5.0,10.0,0.1,18.0,113593.0,20.474267959594727,0.0,0.0,9827.0,9828.0,0.9998982498982499,500.0,869.0,42.0,500.0,18.0,OK
500,20,25,2004,tuning,beta20,20,0.8,0,5.0,10.0,0.1,20.0,114562.0,18.984870672225952,0.0,0.0,9828.0,9828.0,1.0,500.0,869.0,39.0,500.0,20.0,OK
500,20,25,2004,tuning,beta25,25,1.0,0,5.0,10.0,0.1,25.0,116134.0,20.693815231323242,0.0,0.0,9828.0,9828.0,1.0,500.0,869.0,39.0,500.0,25.0,OK
500,20,25,2009,test,beta2,2,0.08,0,5.0,10.0,0.1,2.0,124883.0,17.548171281814575,0.0,0.0,10296.0,10298.0,0.9998057875315596,500.0,337.0,81.0,500.0,2.0,OK
500,20,25,2009,test,beta3,3,0.12,0,5.0,10.0,0.1,3.0,119653.0,17.76649236679077,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,62.0,500.0,3.0,OK
500,20,25,2009,test,beta5,5,0.2,0,5.0,10.0,0.1,5.0,114468.0,17.815251111984253,0.0,0.0,10296.0,10298.0,0.9998057875315596,500.0,337.0,49.0,500.0,5.0,OK
500,20,25,2009,test,beta8,8,0.32,0,5.0,10.0,0.1,8.0,112043.0,18.719921588897705,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,37.0,500.0,8.0,OK
500,20,25,2009,test,beta10,10,0.4,0,5.0,10.0,0.1,10.0,110962.0,19.010305643081665,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,36.0,500.0,10.0,OK
500,20,25,2009,test,beta12,12,0.48,0,5.0,10.0,0.1,12.0,111335.0,19.84872841835022,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,31.0,500.0,12.0,OK
500,20,25,2009,test,beta15,15,0.6,0,5.0,10.0,0.1,15.0,112369.0,20.77468705177307,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,31.0,500.0,15.0,OK
500,20,25,2009,test,beta18,18,0.72,0,5.0,10.0,0.1,18.0,111799.0,20.865042686462402,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,30.0,500.0,18.0,OK
500,20,25,2009,test,beta20,20,0.8,0,5.0,10.0,0.1,20.0,113697.0,21.233426094055176,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,31.0,500.0,20.0,OK
500,20,25,2009,test,beta25,25,1.0,0,5.0,10.0,0.1,25.0,113200.0,20.809661149978638,0.0,0.0,10298.0,10298.0,1.0,500.0,337.0,26.0,500.0,25.0,OK
500,25,20,2004,tuning,beta2,2,0.1,0,5.0,10.0,0.1,2.0,131763.0,16.508992671966553,0.0,0.0,7861.0,7863.0,0.9997456441561745,500.0,869.0,147.0,500.0,2.0,OK
500,25,20,2004,tuning,beta3,3,0.15,0,5.0,10.0,0.1,3.0,127350.0,16.76221776008606,0.0,0.0,7862.0,7863.0,0.9998728220780873,500.0,869.0,112.0,500.0,3.0,OK
500,25,20,2004,tuning,beta5,5,0.25,0,5.0,10.0,0.1,5.0,121718.0,17.98470401763916,0.0,0.0,7859.0,7863.0,0.999491288312349,500.0,869.0,79.0,500.0,5.0,OK
500,25,20,2004,tuning,beta8,8,0.4,0,5.0,10.0,0.1,8.0,121301.0,17.703356742858887,0.0,0.0,7863.0,7863.0,1.0,500.0,869.0,64.0,500.0,8.0,OK
500,25,20,2004,tuning,beta10,10,0.5,0,5.0,10.0,0.1,10.0,119355.0,17.329161882400513,0.0,0.0,7863.0,7863.0,1.0,500.0,869.0,56.0,500.0,10.0,OK
500,25,20,2004,tuning,beta12,12,0.6,0,5.0,10.0,0.1,12.0,118259.0,17.82332134246826,0.0,0.0,7863.0,7863.0,1.0,500.0,869.0,55.0,500.0,12.0,OK
