size_n,n_stations,zeta,instance_seed,split,config_id,beta,alpha,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,max_wl,time_capacity,max_overload_ratio,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
500,5,100,2003,tuning,beta2,2,0.02,0,5.0,10.0,0.1,2.0,62994.0,13.948298692703247,0.0,0.0,32224.0,33651.0,0.9575941279605361,500.0,677.0,126.0,500.0,2.0,OK
500,5,100,2003,tuning,beta3,3,0.03,0,5.0,10.0,0.1,3.0,61470.0,13.716613531112671,0.0,0.0,32712.0,33651.0,0.9720959258268699,500.0,677.0,97.0,500.0,3.0,OK
500,5,100,2003,tuning,beta5,5,0.05,0,5.0,10.0,0.1,5.0,60165.0,13.828671216964722,0.0,0.0,32472.0,33651.0,0.9649638940893287,500.0,677.0,71.0,500.0,5.0,OK
500,5,100,2003,tuning,beta8,8,0.08,0,5.0,10.0,0.1,8.0,59159.0,13.94621753692627,0.0,0.0,33524.0,33651.0,0.9962259665388844,500.0,677.0,52.0,500.0,8.0,OK
500,5,100,2003,tuning,beta10,10,0.1,0,5.0,10.0,0.1,10.0,58036.0,14.934067964553833,0.0,0.0,33615.0,33651.0,0.9989301952393688,500.0,677.0,46.0,500.0,10.0,OK
500,5,100,2003,tuning,beta12,12,0.12,0,5.0,10.0,0.1,12.0,58411.0,14.460285186767578,0.0,0.0,33643.0,33651.0,0.9997622656087486,500.0,677.0,43.0,500.0,12.0,OK
500,5,100,2003,tuning,beta15,15,0.15,0,5.0,10.0,0.1,15.0,58097.0,14.863547325134277,0.0,0.0,33460.0,33651.0,0.9943240914088735,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2003,tuning,beta18,18,0.18,0,5.0,10.0,0.1,18.0,58601.0,14.558792352676392,0.0,0.0,33650.0,33651.0,0.9999702832010936,500.0,677.0,39.0,500.0,18.0,OK
500,5,100,2003,tuning,beta20,20,0.2,0,5.0,10.0,0.1,20.0,58581.0,15.172413349151611,0.0,0.0,33641.0,33651.0,0.9997028320109358,500.0,677.0,37.0,500.0,20.0,OK
500,5,100,2003,tuning,beta25,25,0.25,0,5.0,10.0,0.1,25.0,57794.0,14.212424039840698,0.0,0.0,33606.0,33651.0,0.9986627440492111,500.0,677.0,36.0,500.0,25.0,OK
500,5,100,2003,tuning,beta30,30,0.3,0,5.0,10.0,0.1,30.0,58413.0,14.614444971084595,0.0,0.0,33650.0,33651.0,0.9999702832010936,500.0,677.0,36.0,500.0,30.0,OK
500,5,100,2003,tuning,beta40,40,0.4,0,5.0,10.0,0.1,40.0,57798.0,14.855618476867676,0.0,0.0,33651.0,33651.0,1.0,500.0,677.0,33.0,500.0,40.0,OK
500,5,100,2003,tuning,beta50,50,0.5,0,5.0,10.0,0.1,50.0,57791.0,14.484735012054443,0.0,0.0,33650.0,33651.0,0.9999702832010936,500.0,677.0,29.0,500.0,50.0,OK
500,5,100,2003,tuning,beta75,75,0.75,0,5.0,10.0,0.1,75.0,58236.0,16.592047214508057,0.0,0.0,33650.0,33651.0,0.9999702832010936,500.0,677.0,31.0,500.0,75.0,OK
500,5,100,2003,tuning,beta100,100,1.0,0,5.0,10.0,0.1,100.0,59335.0,15.910679340362549,0.0,0.0,33627.0,33651.0,0.9992867968262459,500.0,677.0,26.0,500.0,100.0,OK
500,5,100,2003,tuning,beta15,15,0.15,1,5.0,10.0,0.1,15.0,58097.0,14.746041297912598,0.0,0.0,33460.0,33651.0,0.9943240914088735,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2003,tuning,beta15,15,0.15,2,5.0,10.0,0.1,15.0,58097.0,14.87566876411438,0.0,0.0,33460.0,33651.0,0.9943240914088735,500.0,677.0,43.0,500.0,15.0,OK
500,5,100,2008,test,beta2,2,0.02,0,5.0,10.0,0.1,2.0,74263.0,16.938018083572388,0.0,0.0,40335.0,40370.0,0.9991330195689869,500.0,517.0,107.0,500.0,2.0,OK
500,5,100,2008,test,beta3,3,0.03,0,5.0,10.0,0.1,3.0,72553.0,16.442328214645386,0.0,0.0,40176.0,40370.0,0.9951944513252415,500.0,517.0,84.0,500.0,3.0,OK
500,5,100,2008,test,beta5,5,0.05,0,5.0,10.0,0.1,5.0,70092.0,16.68878984451294,0.0,0.0,40162.0,40370.0,0.9948476591528362,500.0,517.0,63.0,500.0,5.0,OK
500,5,100,2008,test,beta8,8,0.08,0,5.0,10.0,0.1,8.0,68776.0,16.445567846298218,0.0,0.0,40228.0,40370.0,0.9964825365370324,500.0,517.0,49.0,500.0,8.0,OK
