STATION_ID,SPEED,TIME_CAPACITY,lines_original,lines_heuristic,load_original,load_heuristic,util_original,util_heuristic,pct_change
01.E4,6.202698256005265,8468.894960212381,52520.0,58136.0,8467.282758620771,9372.695172413947,99.98096325908888,110.67199695412093,10.693069306930694
01.31,9.915833771699106,9922.917453580902,98394.0,108770.0,9922.91745358085,10969.324668434987,99.99999999999949,110.5453584568162,10.545358456816473
01.02,30.425531914893618,3917.269230769227,119185.0,131440.0,3917.269230769228,4320.055944055851,100.00000000000004,110.28233418634669,10.282334186348953
01.30,24.151185137732224,1959.1171087533198,47315.0,53433.0,1959.117108753321,2212.4380106100925,100.00000000000006,112.93036035084054,12.930360350840115
01.05,34.21052631578947,3143.6815384615343,107547.0,120258.0,3143.681538461535,3515.2338461538225,100.00000000000003,111.8190186616078,11.819018661608412
01.12,10400.0,0.7490384615384615,7790.0,1792.0,0.7490384615384615,0.17230769230769233,100.00000000000001,23.003851091142494,-76.9961489088575
01.28,164.42687747035572,340.35189903846174,55963.0,61559.0,340.3518990384606,374.3852644230764,99.99999999999967,109.99946393152598,9.999463931526186
01.04,39.944134078212294,2887.633006993003,115344.0,129018.0,2887.6330069930063,3229.9611188811086,100.00000000000011,111.85497295047837,11.854972950478569
01.13,1980.952380952381,22.06312500000001,43706.0,6936.0,22.063125000000003,3.5013461538461534,99.99999999999997,15.869674644213601,-84.1303253557864
01.09,290.90909090909093,280.7715625,81679.0,91825.0,280.7715624999999,315.6484374999999,99.99999999999996,112.42179752445544,12.42179752445549
01.08,945.4545454545455,48.55019230769229,45902.0,47625.0,48.550192307692335,50.37259615384615,100.00000000000009,103.75364907847155,3.7536490784715264
01.10,304.76190476190476,275.7759374999999,84046.0,92450.0,275.7759375,303.35156250000017,100.00000000000004,109.99928610522821,9.999286105228089
01.21,126.82926829268293,474.67750000000007,60203.0,73372.0,474.6774999999996,578.5100000000019,99.99999999999991,121.87432519974126,21.874325199740877
01.24,763.302752293578,53.12439903846154,40550.0,13302.0,53.12439903846153,17.42689903846154,99.99999999999999,32.8039457459926,-67.1960542540074
01.06,742.8571428571429,79.56846153846149,59108.0,34154.0,79.56846153846153,45.97653846153844,100.00000000000006,57.78236448534886,-42.21763551465115
01.23,717.2413793103449,62.29004807692308,44677.0,42725.0,62.2900480769231,59.56850961538464,100.00000000000004,95.63086151711175,-4.369138482888287
01.11,369.77777777777777,196.06099759615387,72499.0,79748.0,196.0609975961538,215.66466346153848,99.99999999999999,109.99875860356694,9.998758603566946
01.03,43.366186504927974,2173.3292132867095,94249.0,106036.0,2173.3292132867155,2445.1308391608386,100.00000000000027,112.50623348788864,12.506233487888466
01.01,50.44091710758377,516.6837062937071,26062.0,31641.0,516.6837062937091,627.2883566433579,100.00000000000037,121.40664569104447,21.40664569104443
01.27,742.8571428571429,57.42692307692311,42660.0,46926.0,57.42692307692311,63.169615384615405,100.0,109.99999999999997,10.0
01.26,590.0709219858156,78.49395432692307,46317.0,34742.0,78.49395432692302,58.87766826923075,99.99999999999991,75.00917589653905,-24.990824103460934
01.22,875.7894736842105,36.98377403846154,32390.0,15011.0,36.98377403846152,17.13996394230769,99.99999999999994,46.34455078728002,-53.65544921271997
01.25,640.0,70.12031250000004,44877.0,42416.0,70.12031250000008,66.27499999999996,100.00000000000006,94.51612184415168,-5.483878155848207
01.07,857.7319587628866,74.17818509615383,63625.0,63293.0,74.17818509615387,73.79111778846156,100.00000000000006,99.4781925343812,-0.5218074656188605
