STATION_ID,SPEED,TIME_CAPACITY,lines_original,lines_heuristic,load_original,load_heuristic,util_original,util_heuristic,pct_change
01.E4,6.202698256005265,8468.894960212381,52520.0,57750.0,8467.282758620771,9310.464190981607,99.98096325908888,109.93717875499688,9.958111195734958
01.31,9.915833771699106,9922.917453580902,98394.0,108212.0,9922.91745358085,10913.051034482698,99.99999999999949,109.97825070634329,9.978250706343882
01.02,30.425531914893618,3917.269230769227,119185.0,130742.0,3917.269230769228,4297.1146853146565,100.00000000000004,109.69669001971661,9.696690019717247
01.30,24.151185137732224,1959.1171087533198,47315.0,52028.0,1959.117108753321,2154.262811671102,100.00000000000006,109.96090034872712,9.96090034872662
01.05,34.21052631578947,3143.6815384615343,107547.0,118225.0,3143.681538461535,3455.8076923076837,100.00000000000003,109.9286823435334,9.928682343533525
01.12,10400.0,0.7490384615384615,7790.0,2017.0,0.7490384615384615,0.1939423076923077,100.00000000000001,25.89216944801027,-74.10783055198974
01.28,164.42687747035572,340.35189903846174,55963.0,50385.0,340.3518990384606,306.4280048076919,99.99999999999967,90.03270017690241,-9.967299823097404
01.04,39.944134078212294,2887.633006993003,115344.0,126878.0,2887.6330069930063,3176.3862937062913,100.00000000000011,109.99965321126376,9.999653211263698
01.13,1980.952380952381,22.06312500000001,43706.0,28629.0,22.063125000000003,14.452139423076915,99.99999999999997,65.5035921841394,-34.49640781586052
01.09,290.90909090909093,280.7715625,81679.0,89833.0,280.7715624999999,308.8009375000005,99.99999999999996,109.98298216187776,9.982982161877594
01.08,945.4545454545455,48.55019230769229,45902.0,50106.0,48.550192307692335,52.996730769230766,100.00000000000009,109.15864232495318,9.158642324953162
01.10,304.76190476190476,275.7759374999999,84046.0,92446.0,275.7759375,303.3384375000001,100.00000000000004,109.99452680674877,9.994526806748686
01.21,126.82926829268293,474.67750000000007,60203.0,65862.0,474.6774999999996,519.2965384615386,99.99999999999991,109.3998637941631,9.399863794163082
01.24,763.302752293578,53.12439903846154,40550.0,24973.0,53.12439903846153,32.717031250000005,99.99999999999999,61.58569667077683,-38.41430332922318
01.06,742.8571428571429,79.56846153846149,59108.0,53888.0,79.56846153846153,72.54153846153848,100.00000000000006,91.1687081274955,-8.831291872504568
01.23,717.2413793103449,62.29004807692308,44677.0,49144.0,62.2900480769231,68.5180769230769,100.00000000000004,109.99843319828992,9.998433198289948
01.11,369.77777777777777,196.06099759615387,72499.0,72231.0,196.0609975961538,195.33623798076937,99.99999999999999,99.6303397288239,-0.36966027117615413
01.03,43.366186504927974,2173.3292132867095,94249.0,103338.0,2173.3292132867155,2382.9164685314836,100.00000000000027,109.6436036456629,9.643603645662022
01.01,50.44091710758377,516.6837062937071,26062.0,28624.0,516.6837062937091,567.475804195807,100.00000000000037,109.83040442022904,9.830404420228685
01.27,742.8571428571429,57.42692307692311,42660.0,46896.0,57.42692307692311,63.1292307692307,100.0,109.92967651195481,9.929676511954993
01.26,590.0709219858156,78.49395432692307,46317.0,36270.0,78.49395432692302,61.46718749999999,99.99999999999991,78.30818058164388,-21.69181941835611
01.22,875.7894736842105,36.98377403846154,32390.0,19964.0,36.98377403846152,22.79543269230771,99.99999999999994,61.636307502315574,-38.36369249768447
01.25,640.0,70.12031250000004,44877.0,8213.0,70.12031250000008,12.832812499999996,100.00000000000006,18.301134211288616,-81.69886578871137
01.07,857.7319587628866,74.17818509615383,63625.0,69954.0,74.17818509615387,81.55694711538466,100.00000000000006,109.94734774066806,9.947347740667976
