PRODUCT_ID;CATEGORY;POPULARITY
1;17;288
2;10;408
3;11;428
4;14;557
5;7;270
6;8;351
7;10;440
8;12;227
9;7;535
10;4;796
11;6;371
12;17;253
13;4;407
14;14;275
15;13;410
16;0;381
17;14;249
18;6;557
19;18;226
20;8;403
21;14;687
22;16;427
23;19;545
24;12;764
25;12;216
26;10;867
27;7;559
28;11;254
29;4;816
30;1;387
31;3;721
32;16;400
33;15;265
34;7;404
35;11;220
36;18;406
37;0;823
38;16;398
39;9;228
40;6;411
41;10;526
42;3;227
43;5;417
44;19;550
45;0;528
46;9;232
47;9;510
48;2;750
49;13;247
50;14;500
51;13;578
52;11;820
53;14;230
54;14;407
55;11;243
56;12;519
57;9;529
58;1;840
59;11;406
60;19;782
61;1;262
62;8;212
63;17;234
64;16;371
65;19;694
66;2;398
67;12;418
68;19;238
69;7;381
70;18;255
71;18;440
72;0;311
73;15;263
74;7;562
75;13;527
76;12;239
77;6;395
78;15;390
79;0;876
80;5;437
81;4;399
82;4;509
83;1;549
84;14;401
85;19;679
86;3;358
87;14;364
88;14;232
89;9;410
90;12;244
91;0;424
92;9;264
93;4;377
94;12;250
95;3;378
96;10;238
97;12;372
98;9;269
99;0;273
100;5;562
101;4;504
102;8;345
103;17;213
104;12;519
105;1;390
106;12;243
107;18;551
108;2;555
109;8;409
110;17;411
111;13;424
112;4;386
113;19;233
114;14;410
115;19;255
116;15;581
117;5;270
118;16;673
119;10;263
120;17;387
121;1;390
122;9;236
123;7;533
124;18;380
125;1;211
126;17;556
127;13;560
128;7;484
129;2;218
130;2;738
131;1;392
132;13;695
133;2;374
134;9;414
135;14;230
136;1;244
137;5;530
138;3;252
139;16;660
140;9;232
141;12;373
142;15;229
143;4;227
144;19;711
145;4;255
146;10;574
147;15;259
148;0;388
149;11;692
150;17;545
151;6;527
152;4;259
153;6;240
154;4;511
155;1;432
156;15;374
157;3;370
158;6;271
159;6;350
160;8;245
161;10;262
162;6;762
163;1;437
164;18;261
165;9;418
166;7;548
167;4;392
168;17;540
169;1;340
170;6;658
171;2;492
172;11;705
173;13;391
174;5;540
175;19;237
176;5;369
177;0;539
178;7;251
179;14;241
180;16;237
181;1;238
182;14;401
183;5;645
184;18;248
185;14;233
186;16;239
187;14;232
188;4;562
189;12;377
190;11;399
191;12;238
192;18;557
