PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
40643;390;5100000;2.638461538
60579;2723;2193750;18.18461538
202341;232;1463000;1.546153846
202928;344;26366250;4.015384615
203857;296;10350000;1.830769231
203859;316;10080000;1.996153846
213950;2674;176000;31.97307692
216703;447;531250;2.85
220929;240;1666000;1.742307692
225386;821;1102500;5.861538462
226976;211;156000;1.95
229138;2481;384420;16.56153846
236120;2940;24000;19.89230769
237311;266;2140000;1.611538462
251834;125;1440000;1.592307692
259768;2066;3176250;14.40769231
260347;278;1392020;1.865384615
260349;302;1377585;1.915384615
260350;395;1846845;2.673076923
260352;252;1846845;1.607692308
260354;229;1423520;1.565384615
282299;2156;434600;15.10384615
282301;1782;424000;12.39230769
282302;757;274176;4.938461538
282306;275;400000;2.030769231
282309;278;600000;1.688461538
282311;825;1080000;5.684615385
282341;394;312500;2.676923077
283507;1742;15834000;12.03846154
285709;429;1904000;2.911538462
286800;386;4244520;2.330769231
288312;498;1320000;3.365384615
302754;213;512000;1.626923077
304938;228;654500;1.596153846
304983;309;126000;2.057692308
304984;419;344250;2.934615385
305542;1090;96148;7.692307692
312361;1440;2204000;9.803846154
312363;625;2850000;4.2
312371;526;1144800;3.473076923
312373;298;3180000;2.046153846
315673;288;263670;1.996153846
332073;239;1522384;1.630769231
336548;1870;80500;12.28076923
336549;2369;90625;15.62307692
336550;325;82500;2.180769231
336551;2067;93750;13.73076923
337111;975;225000;7.080769231
339782;251;600600;1.688461538
340230;326;3131100;1.996153846
340232;788;3360000;5.007692308
360486;290;1193500;1.957692308
365814;344;3390660;2.265384615
365944;134;14742000;1.830769231
369639;244;7482000;1.623076923
369658;438;2620800;3.134615385
369659;316;5398830;2.273076923
369675;507;2382600;3.673076923
369676;254;3582000;1.792307692
369685;1276;1625000;18.05384615
370598;529;1920000;3.542307692
373105;208;31600000;1.707692308
375956;394;1009470;3.015384615
375982;728;1638000;5.015384615
376894;259;923000;1.738461538
376957;801;777600;5.396153846
376959;244;807300;1.869230769
378544;251;1827000;1.642307692
380919;539;266800;3.669230769
382390;261;1312500;2.003846154
382520;319;25935000;3.719230769
382941;339;1552500;2.338461538
386052;271;39105000;4.992307692
386229;237;3028125;1.538461538
386231;779;13167000;5.015384615
386232;346;12996000;2.453846154
405032;1117;24122340;16.99615385
405033;239;7032375;2.657692308
408428;386;1270500;2.796153846
409176;560;250000;3.534615385
409177;412;300000;2.773076923
409178;330;350000;2.173076923
409179;232;400000;1.634615385
409188;509;250000;3.326923077
409189;528;300000;3.55
409190;505;350000;3.276923077
409191;324;400000;2.134615385
409192;271;550000;1.988461538
409197;441;275625;2.792307692
409198;472;337500;3.207692308
409199;487;393750;3.323076923
409200;282;356000;1.784615385
