PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
40643;652;5100000;2.638461538
60579;4528;2193750;18.18461538
202341;390;1463000;1.546153846
202928;722;26366250;4.015384615
203857;457;10350000;1.830769231
203859;498;10080000;1.996153846
213950;5988;176000;31.97307692
216703;717;531250;2.85
220929;431;1666000;1.742307692
225386;1452;1102500;5.861538462
226976;445;156000;1.95
229138;4128;384420;16.56153846
236120;4910;24000;19.89230769
237311;401;2140000;1.611538462
251834;253;1440000;1.592307692
259768;3583;3176250;14.40769231
260347;470;1392020;1.865384615
260349;476;1377585;1.915384615
260350;669;1846845;2.673076923
260352;415;1846845;1.607692308
260354;381;1423520;1.565384615
282299;3781;434600;15.10384615
282301;3095;424000;12.39230769
282302;1230;274176;4.938461538
282306;526;400000;2.030769231
282309;438;600000;1.688461538
282311;1421;1080000;5.684615385
282341;657;312500;2.676923077
283507;2967;15834000;12.03846154
285709;714;1904000;2.911538462
286800;591;4244520;2.330769231
288312;847;1320000;3.365384615
302754;402;512000;1.626923077
304938;396;654500;1.596153846
304983;517;126000;2.057692308
304984;737;344250;2.934615385
305542;1918;96148;7.692307692
312361;2452;2204000;9.803846154
312363;1047;2850000;4.2
312371;870;1144800;3.473076923
312373;516;3180000;2.046153846
315673;493;263670;1.996153846
332073;404;1522384;1.630769231
336548;3059;80500;12.28076923
336549;3900;90625;15.62307692
336550;546;82500;2.180769231
336551;3425;93750;13.73076923
337111;1740;225000;7.080769231
339782;423;600600;1.688461538
340230;501;3131100;1.996153846
340232;1260;3360000;5.007692308
360486;489;1193500;1.957692308
365814;560;3390660;2.265384615
365944;401;14742000;1.830769231
369639;414;7482000;1.623076923
369658;786;2620800;3.134615385
369659;570;5398830;2.273076923
369675;910;2382600;3.673076923
369676;449;3582000;1.792307692
369685;2255;1625000;18.05384615
370598;890;1920000;3.542307692
373105;384;31600000;1.707692308
375956;753;1009470;3.015384615
375982;1260;1638000;5.015384615
376894;431;923000;1.738461538
376957;1343;777600;5.396153846
376959;449;807300;1.869230769
378544;415;1827000;1.642307692
380919;919;266800;3.669230769
382390;498;1312500;2.003846154
382520;711;25935000;3.719230769
382941;584;1552500;2.338461538
386052;830;39105000;4.992307692
386229;390;3028125;1.538461538
386231;1250;13167000;5.015384615
386232;611;12996000;2.453846154
405032;2970;24122340;16.99615385
405033;517;7032375;2.657692308
408428;681;1270500;2.796153846
409176;884;250000;3.534615385
409177;691;300000;2.773076923
409178;539;350000;2.173076923
409179;410;400000;1.634615385
409188;830;250000;3.326923077
409189;885;300000;3.55
409190;820;350000;3.276923077
409191;534;400000;2.134615385
409192;496;550000;1.988461538
409197;700;275625;2.792307692
409198;794;337500;3.207692308
409199;829;393750;3.323076923
409200;414;356000;1.784615385
409201;607;618750;2.407692308
409205;520;281250;2.065384615
409206;843;337500;3.369230769
409207;1015;371250;4.05
409209;769;618750;3.069230769
409214;394;281250;1.557692308
409215;636;337500;2.55
409216;844;393750;3.423076923
409217;778;618750;3.126923077
409279;399;22572000;1.603846154
410338;449;1592500;1.796153846
411214;5469;323575;22.23076923
411215;386;906500;1.557692308
411216;712;906500;2.85
411287;2100;8352000;26.41153846
413430;567;2099500;2.296153846
414475;547;439470;2.196153846
416472;1142;4260750;4.607692308
416473;3331;4260750;13.35769231
416474;1613;4260750;6.569230769
416476;936;4159100;3.734615385
416477;2910;4600000;11.63461538
416489;691;4800000;5.5
416490;2364;4680000;9.576923077
416735;605;861075;2.430769231
416736;842;1305000;6.723076923
416740;701;2128000;2.8
423871;485;2964000;1.957692308
428632;320;23166000;1.561538462
429802;1556;936000;6.292307692
433789;710;250000;2.823076923
434724;2508;55125000;10.12692308
435859;514;519115;2.080769231
435993;1175;1900000;4.723076923
436058;476;2681250;3.853846154
2004122;484;2039310;1.930769231
2004123;1165;2590000;4.619230769
2004124;879;2435400;3.569230769
2004125;631;2460500;2.523076923
2004126;450;2435400;1.815384615
2004128;1035;3290000;4.169230769
2004129;989;2494800;3.946153846
2004150;579;2524500;2.311538462
2004154;486;1992600;1.938461538
2004155;1207;1992600;4.853846154
2004156;1223;2524704;4.930769231
2004157;889;2435400;3.553846154
2004158;487;2524500;1.957692308
2004163;712;2524500;2.903846154
2004164;439;2494648;1.730769231
2004202;411;2524704;1.661538462
2004203;566;2494648;2.265384615
2004208;385;2039310;1.580769231
2005640;622;9642750;2.5
2005641;5863;12936000;23.65769231
2005843;1012;4725000;4.096153846
2006089;554;3168000;2.384615385
2006307;928;2275875;3.692307692
2006308;407;3680000;1.619230769
2007056;736;2425500;2.957692308
2007057;7724;2679600;31.06923077
2007059;6617;1563912;26.56538462
2007249;483;1539000;1.903846154
2007710;443;1474875;1.723076923
2014797;400;344400;1.638461538
2015761;4889;3565800;22.36923077
2018131;278;2072000;1.6
2021420;610;31200000;3.284615385
2021422;485;12600000;2.35
2021990;451;260268;1.8
2021997;841;175000;3.365384615
2021998;2084;245000;8.380769231
2021999;716;301000;2.892307692
2022000;430;440000;1.738461538
2022002;578;225000;2.326923077
2022003;2562;112000;10.25384615
2022004;1702;308000;6.803846154
2022005;1113;495000;4.530769231
2022008;1755;350000;6.988461538
2022009;2021;440000;8.153846154
2022010;1488;556875;5.992307692
2022012;857;315000;3.423076923
2022013;1292;396000;5.130769231
2022014;1339;550000;5.396153846
2022016;574;525000;4.584615385
2022017;1592;660000;6.434615385
2022018;1460;756250;5.953846154
2022020;494;660000;1.973076923
2022021;604;825000;2.446153846
2022041;420;936000;1.680769231
2022044;588;936000;2.323076923
2022045;625;1260000;2.5
2022049;740;1260000;2.988461538
2022050;429;1584000;1.730769231
2022052;537;1260000;2.115384615
2022053;461;1584000;1.838461538
2022696;2071;1458000;8.4
2022697;6169;1458000;24.71923077
2023994;406;554400;1.561538462
2025582;546;505250;2.173076923
2028875;28765;5227200;147.8307692
2037951;735;569750;3.069230769
2037959;2049;456000;8.207692308
2037960;520;729600;2.080769231
2037961;522;1428375;2.115384615
2038758;413;135000;1.65
2039186;3557;292500;14.13846154
2039195;700;1046500;2.826923077
2039199;1101;1812600;4.415384615
2039209;676;2077000;2.703846154
2044213;1518;17064000;7.334615385
2045971;449;3402000;1.823076923
2047741;525;528000;2.1
2051443;572;220000;2.326923077
2052753;1025;928125;4.215384615
2053601;673;929500;2.692307692
2055718;410;34078625;1.873076923
2057803;1412;44800;5.565384615
2060870;1827;27992250;7.284615385
2061285;661;37128000;3.9
2061288;334;6670000;1.892307692
2061409;1049;3168000;6.115384615
2069955;657;34680000;3.753846154
2070371;833;87500;3.330769231
2070372;869;105000;3.465384615
