dataset_id,origin,n,arm,seed,delta,nu,rule,station,station_index,capacity,occupancy,target,cap,future_share,residual,positive_excess,floor,floor_residual,below_floor,decrease,implied_lower_bound,historical_share,fixed_share,fixed_historical_share,inactive_count,inactive_share,worst_modelled_share,novelty_residual,beyond_worst_scenario,feasible,borderline,cap_relative_to_target,campaign
syn_50sku_seed1001,1737,50,NOM,11,0.01,0.01,upper_only,1,0,10,10,0.2090411915289737,0.2190411915289737,0.18867924528301888,-0.030361946245954834,0.0,,,,0.020361946245954835,0.1690411915289737,0.21625552711193857,0.0,0.0,0,0.0,0.21625552711193857,-0.027576281828919694,False,True,False,1.047837461731144,pilot_20260910b
syn_50sku_seed1001,1737,50,NOM,11,0.01,0.01,upper_only,2,1,10,10,0.19629974400744707,0.20629974400744705,0.22641509433962265,0.020115350332175586,0.020115350332175586,,,,0.0,0.15629974400744706,0.20258319757970678,0.0,0.0,0,0.0,0.20258319757970678,0.023831896759915868,True,False,False,1.0509425014819205,pilot_20260910b
syn_50sku_seed1001,1737,50,NOM,11,0.01,0.01,upper_only,3,2,10,10,0.2021177565743542,0.2121177565743542,0.20754716981132076,-0.004570586763033446,0.0,,,,0.0,0.1621177565743542,0.2047940423551315,0.0,0.0,0,0.0,0.2047940423551315,0.0027531274561892675,True,True,False,1.049476108232585,pilot_20260910b
syn_50sku_seed1001,1737,50,NOM,11,0.01,0.01,upper_only,4,3,10,10,0.196241563881778,0.20624156388177797,0.22431865828092243,0.01807709439914445,0.01807709439914445,,,,0.0,0.15624156388177798,0.19979055154759134,0.0,0.0,0,0.0,0.19979055154759134,0.024528106733331088,True,False,False,1.0509576045063742,pilot_20260910b
syn_50sku_seed1001,1737,50,NOM,11,0.01,0.01,upper_only,5,4,10,10,0.19629974400744707,0.20629974400744705,0.1530398322851153,-0.05325991172233175,0.0,,,,0.043259911722331755,0.15629974400744706,0.17657668140563185,0.0,0.0,0,0.0,0.17657668140563185,-0.023536849120516533,False,True,False,1.0509425014819205,pilot_20260910b
syn_500sku_seed1001,16830,500,NOM,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.20059880239520958,-0.009472323467932404,0.0,,,,0.0,0.16007112586314198,0.20963755445573898,0.0,0.0,0,0.0,0.20963755445573898,-0.009038752060529388,False,True,False,1.049982224855577,pilot_20260910b
syn_500sku_seed1001,16830,500,NOM,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.17784431137724552,-0.03188303948071022,0.0,,,,0.021883039480710215,0.15972735085795572,0.18719141747918086,0.0,0.0,0,0.0,0.18719141747918086,-0.009347106101935359,False,True,False,1.0500682553343028,pilot_20260910b
syn_500sku_seed1001,16830,500,NOM,11,0.01,0.01,upper_only,3,2,100,100,0.200071125863142,0.21007112586314197,0.20958083832335328,-0.0004902875397886916,0.0,,,,0.0,0.16007112586314198,0.2092226535874107,0.0,0.0,0,0.0,0.2092226535874107,0.0003581847359425712,True,True,False,1.049982224855577,pilot_20260910b
syn_500sku_seed1001,16830,500,NOM,11,0.01,0.01,upper_only,4,3,100,100,0.20005334439735648,0.21005334439735648,0.22714570858283434,0.017092364185477844,0.017092364185477844,,,,0.0,0.1600533443973565,0.21003467385828173,0.0,0.0,0,0.0,0.21003467385828173,0.017111034724552613,True,False,False,1.0499866674567433,pilot_20260910b
syn_500sku_seed1001,16830,500,NOM,11,0.01,0.01,upper_only,5,4,100,100,0.2000770530184038,0.21007705301840382,0.18483033932135728,-0.025246713697046532,0.0,,,,0.015246713697046532,0.16007705301840383,0.18391370061938772,0.0,0.0,0,0.0,0.18391370061938772,0.0009166387019695606,True,True,False,1.0499807441640006,pilot_20260910b
syn_500sku_seed1001,16830,500,HIST+ACT,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.19500998003992015,-0.015061145823221826,0.0,,,,0.005061145823221825,0.16007112586314198,0.19753430341107786,0.0,0.0,0,0.0,0.20971563981042654,-0.01470565977050638,False,True,False,1.049982224855577,pilot_20260910b
syn_500sku_seed1001,16830,500,HIST+ACT,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.18682634730538922,-0.022901003552566503,0.0,,,,0.012901003552566502,0.15972735085795572,0.197635065050529,0.0,0.0,0,0.0,0.20891029500301023,-0.022083947697621013,False,True,False,1.0500682553343028,pilot_20260910b
syn_500sku_seed1001,16830,500,HIST+ACT,11,0.01,0.01,upper_only,3,2,100,100,0.200071125863142,0.21007112586314197,0.20419161676646708,-0.005879509096674919,0.0,,,,0.0,0.16007112586314198,0.2030465578045817,0.0,0.0,0,0.0,0.2097246631517282,-0.005533046385261112,False,True,False,1.049982224855577,pilot_20260910b
syn_500sku_seed1001,16830,500,HIST+ACT,11,0.01,0.01,upper_only,4,3,100,100,0.20005334439735648,0.21005334439735648,0.218562874251497,0.008509529854140517,0.008509529854140517,,,,0.0,0.1600533443973565,0.2019737427021901,0.0,0.0,0,0.0,0.20985943377549,0.008703440476007004,True,False,False,1.0499866674567433,pilot_20260910b
syn_500sku_seed1001,16830,500,HIST+ACT,11,0.01,0.01,upper_only,5,4,100,100,0.2000770530184038,0.21007705301840382,0.19540918163672655,-0.01466787138167727,0.0,,,,0.00466787138167727,0.16007705301840383,0.19981033103162138,0.0,0.0,0,0.0,0.20848339335734295,-0.01307421172061639,False,True,False,1.0499807441640006,pilot_20260910b
syn_500sku_seed1001,16830,250,NOM,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.1987878787878788,-0.011283247075263196,0.0,,,,0.001283247075263197,0.16007112586314198,0.20963755445573898,0.0,0.0,0,0.0,0.20963755445573898,-0.01084967566786018,False,True,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,NOM,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.17535353535353534,-0.03437381550442037,0.0,,,,0.02437381550442037,0.15972735085795572,0.18719141747918086,0.0,0.0,0,0.0,0.18719141747918086,-0.011837882125645514,False,True,False,1.0500682553343028,screen_20260910
syn_500sku_seed1001,16830,250,NOM,11,0.01,0.01,upper_only,3,2,100,100,0.200071125863142,0.21007112586314197,0.21737373737373739,0.0073026115105953885,0.0073026115105953885,,,,0.0,0.16007112586314198,0.2092226535874107,0.0,0.0,0,0.0,0.2092226535874107,0.008151083786326651,True,False,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,NOM,11,0.01,0.01,upper_only,4,3,100,100,0.20005334439735648,0.21005334439735648,0.22141414141414142,0.011360797016784925,0.011360797016784925,,,,0.0,0.1600533443973565,0.21003467385828173,0.0,0.0,0,0.0,0.21003467385828173,0.011379467555859696,True,False,False,1.0499866674567433,screen_20260910
syn_500sku_seed1001,16830,250,NOM,11,0.01,0.01,upper_only,5,4,100,100,0.2000770530184038,0.21007705301840382,0.18707070707070708,-0.023006345947696745,0.0,,,,0.013006345947696746,0.16007705301840383,0.18391370061938772,0.0,0.0,0,0.0,0.18391370061938772,0.003157006451319346,True,True,False,1.0499807441640006,screen_20260910
syn_500sku_seed1001,16830,250,TIGHT,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.1903030303030303,-0.019768095560111682,0.0,,,,0.009768095560111682,0.16007112586314198,0.19243102273064042,0.0,0.0,0,0.0,0.19243102273064042,-0.002127992427610126,False,True,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,TIGHT,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.2,-0.009727350857955725,0.0,,,,0.0,0.15972735085795572,0.19966215215007557,0.0,0.0,0,0.0,0.19966215215007557,0.00033784784992442875,True,True,False,1.0500682553343028,screen_20260910
syn_500sku_seed1001,16830,250,TIGHT,11,0.01,0.01,upper_only,3,2,100,100,0.200071125863142,0.21007112586314197,0.2084848484848485,-0.0015862773782935001,0.0,,,,0.0,0.16007112586314198,0.20351480307026643,0.0,0.0,0,0.0,0.20351480307026643,0.004970045414582059,True,True,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,TIGHT,11,0.01,0.01,upper_only,4,3,100,100,0.20005334439735648,0.21005334439735648,0.18181818181818182,-0.02823516257917467,0.0,,,,0.01823516257917467,0.1600533443973565,0.20447500222268322,0.0,0.0,0,0.0,0.20447500222268322,-0.022656820404501406,False,True,False,1.0499866674567433,screen_20260910
syn_500sku_seed1001,16830,250,TIGHT,11,0.01,0.01,upper_only,5,4,100,100,0.2000770530184038,0.21007705301840382,0.2193939393939394,0.009316886375535577,0.009316886375535577,,,,0.0,0.16007705301840383,0.19991701982633436,0.0,0.0,0,0.0,0.19991701982633436,0.01947691956760504,True,False,False,1.0499807441640006,screen_20260910
syn_500sku_seed1001,16830,250,HIST,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.21737373737373739,0.0073026115105953885,0.0073026115105953885,,,,0.0,0.16007112586314198,0.2002963577630916,0.0,0.0,0,0.0,0.20997162545601947,0.007402111917717917,True,False,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,HIST,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.19434343434343435,-0.015383916514521381,0.0,,,,0.005383916514521381,0.15972735085795572,0.2009246362208458,0.0,0.0,0,0.0,0.20972062763107538,-0.015377193287641049,False,True,False,1.0500682553343028,screen_20260910
syn_500sku_seed1001,16830,250,HIST,11,0.01,0.01,upper_only,3,2,100,100,0.200071125863142,0.21007112586314197,0.20929292929292928,-0.000778196570212692,0.0,,,,0.0,0.16007112586314198,0.2012032125181519,0.0,0.0,0,0.0,0.2098717450446949,-0.0005788157517656158,False,True,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,HIST,11,0.01,0.01,upper_only,4,3,100,100,0.20005334439735648,0.21005334439735648,0.19757575757575757,-0.012477586821598913,0.0,,,,0.002477586821598913,0.1600533443973565,0.20009483448418933,0.0,0.0,0,0.0,0.20985626283367556,-0.01228050525791799,False,True,False,1.0499866674567433,screen_20260910
syn_500sku_seed1001,16830,250,HIST,11,0.01,0.01,upper_only,5,4,100,100,0.2000770530184038,0.21007705301840382,0.18141414141414142,-0.028662911604262403,0.0,,,,0.0186629116042624,0.16007705301840383,0.19748095901372137,0.0,0.0,0,0.0,0.2100438421681945,-0.028629700754053085,False,True,False,1.0499807441640006,screen_20260910
syn_500sku_seed1001,16830,250,HIST+ACT,11,0.01,0.01,upper_only,1,0,100,100,0.200071125863142,0.21007112586314197,0.21737373737373739,0.0073026115105953885,0.0073026115105953885,,,,0.0,0.16007112586314198,0.2002963577630916,0.0,0.0,0,0.0,0.20997162545601947,0.007402111917717917,True,False,False,1.049982224855577,screen_20260910
syn_500sku_seed1001,16830,250,HIST+ACT,11,0.01,0.01,upper_only,2,1,100,100,0.19972735085795573,0.2097273508579557,0.19434343434343435,-0.015383916514521381,0.0,,,,0.005383916514521381,0.15972735085795572,0.2009246362208458,0.0,0.0,0,0.0,0.20972062763107538,-0.015377193287641049,False,True,False,1.0500682553343028,screen_20260910
