STATION_ID,SPEED,TIME_CAPACITY,lines_original,lines_heuristic,load_original,load_heuristic,util_original,util_heuristic,pct_change
01.E4,6.202698256005265,8468.894960212381,52520.0,57727.0,8467.282758620771,9306.756127321123,99.98096325908888,109.8933942509039,9.914318354912414
01.31,9.915833771699106,9922.917453580902,98394.0,108198.0,9922.91745358085,10911.639151193589,99.99999999999949,109.96402219647493,9.964022196475394
01.02,30.425531914893618,3917.269230769227,119185.0,131101.0,3917.269230769228,4308.913986013935,100.00000000000004,109.99790242060543,9.99790242060662
01.30,24.151185137732224,1959.1171087533198,47315.0,52029.0,1959.117108753321,2154.3042175066435,100.00000000000006,109.96301384339043,9.963013843390046
01.05,34.21052631578947,3143.6815384615343,107547.0,118265.0,3143.681538461535,3456.976923076898,100.00000000000003,109.96587538471488,9.96587538471552
01.12,10400.0,0.7490384615384615,7790.0,301.0,0.7490384615384615,0.028942307692307698,100.00000000000001,3.8639281129653407,-96.13607188703466
01.28,164.42687747035572,340.35189903846174,55963.0,59426.0,340.3518990384606,361.41293269230675,99.99999999999967,106.18801708271504,6.1880170827153655
01.04,39.944134078212294,2887.633006993003,115344.0,126650.0,2887.6330069930063,3170.6783216783083,100.00000000000011,109.80198363157133,9.801983631571646
01.13,1980.952380952381,22.06312500000001,43706.0,13115.0,22.063125000000003,6.620552884615385,99.99999999999997,30.007321649201472,-69.99267835079851
01.09,290.90909090909093,280.7715625,81679.0,88538.0,280.7715624999999,304.34937500000046,99.99999999999996,108.39750731522194,8.397507315221782
01.08,945.4545454545455,48.55019230769229,45902.0,42283.0,48.550192307692335,44.72240384615384,100.00000000000009,92.11581194719186,-7.884188052808157
01.10,304.76190476190476,275.7759374999999,84046.0,92432.0,275.7759375,303.29250000000076,100.00000000000004,109.9778692620711,9.97786926207077
01.21,126.82926829268293,474.67750000000007,60203.0,66203.0,474.6774999999996,521.9851923076927,99.99999999999991,109.9662807501288,9.966280750128732
01.24,763.302752293578,53.12439903846154,40550.0,37924.0,53.12439903846153,49.6840865384615,99.99999999999999,93.52404438964234,-6.475955610357583
01.06,742.8571428571429,79.56846153846149,59108.0,49668.0,79.56846153846153,66.86076923076922,100.00000000000006,84.02923462137109,-15.97076537862895
01.23,717.2413793103449,62.29004807692308,44677.0,49138.0,62.2900480769231,68.50971153846153,100.00000000000004,109.98500346934664,9.985003469346644
01.11,369.77777777777777,196.06099759615387,72499.0,64566.0,196.0609975961538,174.6075721153846,99.99999999999999,89.05778010731181,-10.942219892688176
01.03,43.366186504927974,2173.3292132867095,94249.0,103645.0,2173.3292132867155,2389.995716783219,100.00000000000027,109.96933654468512,9.969336544684824
01.01,50.44091710758377,516.6837062937071,26062.0,28629.0,516.6837062937091,567.5749300699322,100.00000000000037,109.84958944056504,9.849589440564808
01.27,742.8571428571429,57.42692307692311,42660.0,46914.0,57.42692307692311,63.15346153846153,100.0,109.97187060478191,9.971870604781998
01.26,590.0709219858156,78.49395432692307,46317.0,40199.0,78.49395432692302,68.12570913461543,99.99999999999991,86.7910270527021,-13.20897294729797
01.22,875.7894736842105,36.98377403846154,32390.0,16648.0,36.98377403846152,19.009134615384614,99.99999999999994,51.39857980858289,-48.601420191417105
01.25,640.0,70.12031250000004,44877.0,23028.0,70.12031250000008,35.98124999999999,100.00000000000006,51.31359048064706,-48.6864095193529
01.07,857.7319587628866,74.17818509615383,63625.0,69981.0,74.17818509615387,81.58842548076925,100.00000000000006,109.9897838899804,9.989783889980353
