PRODUCT_ID;CATEGORY;POPULARITY
1;18;260
2;13;306
3;12;396
4;13;472
5;11;222
6;14;249
7;1;169
8;13;299
9;17;287
10;13;262
11;8;493
12;14;188
13;9;382
14;17;368
15;6;185
16;7;295
17;11;377
18;0;404
19;13;400
20;9;270
21;7;297
22;14;496
23;11;398
24;6;274
25;6;290
26;11;388
27;17;289
28;19;477
29;13;391
30;17;291
31;4;298
32;0;191
33;2;474
34;16;302
35;4;305
36;8;269
37;3;497
38;3;183
39;12;272
40;0;478
41;15;307
42;6;268
43;3;173
44;0;277
45;7;488
46;18;328
47;11;492
48;16;599
49;12;383
50;2;479
51;1;280
52;13;167
53;9;192
54;19;358
55;3;318
56;13;291
57;13;262
58;4;605
59;15;185
60;13;497
61;9;478
62;8;170
63;18;428
64;13;378
65;14;161
66;7;385
67;3;170
68;0;275
69;12;158
70;11;285
71;10;195
72;18;565
73;16;412
74;9;186
75;10;291
76;6;413
77;18;165
78;6;475
79;17;300
80;14;399
81;6;284
82;18;561
83;11;269
84;13;189
85;10;381
86;12;298
87;12;367
88;3;166
89;9;174
90;5;390
91;3;274
92;12;276
93;17;287
94;1;178
95;4;183
96;9;155
97;6;573
98;2;509
99;12;384
100;8;431
101;1;267
102;3;443
103;13;271
104;4;614
105;12;180
106;0;431
107;15;488
108;6;163
109;17;403
110;15;183
111;14;377
112;16;393
113;17;161
114;5;191
115;6;293
116;13;379
117;14;381
118;2;394
119;4;368
120;7;248
121;5;284
122;11;404
123;16;294
124;15;163
125;12;172
126;9;518
127;4;456
128;15;400
129;13;279
130;19;298
131;16;362
132;8;195
133;18;189
134;18;369
135;14;155
136;8;474
137;0;276
138;14;163
139;4;458
140;0;278
141;17;258
142;17;627
143;17;571
144;12;169
145;3;466
146;0;186
147;8;405
148;2;273
149;0;387
150;10;180
151;10;195
152;11;373
153;0;285
154;15;181
155;8;161
156;13;269
157;4;406
158;15;180
159;7;579
160;6;194
161;19;400
162;5;284
163;9;184
164;9;186
165;4;497
166;4;556
167;9;151
168;19;296
169;0;266
170;18;297
171;9;518
172;19;268
173;14;389
174;16;172
175;4;347
176;12;170
177;11;320
178;9;369
179;12;511
180;19;268
181;0;214
182;6;399
183;13;593
184;0;171
185;6;464
186;12;343
187;2;481
188;3;368
189;2;170
190;9;302
191;14;178
192;12;393
193;15;361
194;4;294
195;19;386
196;18;281
197;12;392
198;12;186
199;15;179
200;3;296
201;12;177
202;3;282
203;16;279
204;6;296
205;10;675
206;6;380
207;11;191
208;2;367
209;3;411
210;18;383
211;15;643
212;4;286
213;19;738
214;19;196
215;13;218
216;15;184
217;18;194
218;10;312
219;3;305
220;10;307
221;8;311
222;12;266
223;8;165
224;5;595
225;17;174
226;10;298
227;4;384
228;16;264
229;6;559
230;13;191
231;17;197
232;5;683
233;12;273
234;10;172
235;9;170
236;0;389
237;17;262
238;2;268
239;8;319
240;16;460
241;11;521
242;17;183
243;16;287
244;19;475
245;0;294
246;10;168
247;17;208
248;1;480
249;15;402
250;15;200
251;0;293
252;13;501
253;0;308
254;8;292
255;10;456
256;15;290
257;4;195
258;7;511
259;3;304
260;8;481
261;15;291
262;10;500
263;0;178
264;6;423
265;12;851
266;0;303
267;13;188
268;16;384
269;16;176
270;3;293
271;4;165
272;3;304
273;13;388
274;7;181
275;19;180
276;19;292
277;18;252
278;10;697
279;4;528
280;2;494
281;10;288
282;13;394
283;16;191
284;1;490
285;10;274
286;14;190
287;19;174
288;13;172
289;7;187
290;14;535
291;16;309
292;9;299
293;16;182
294;2;182
295;18;166
296;12;183
297;19;180
298;2;150
299;18;260
300;1;301
301;18;417
302;8;581
303;9;351
304;15;390
305;18;253
306;4;275
307;11;262
308;16;494
309;10;560
310;15;469
311;4;369
312;9;295
313;8;411
314;4;392
315;3;249
316;10;171
317;14;281
318;15;379
319;0;396
320;11;299
321;1;394
322;0;474
323;7;209
324;19;393
325;7;405
326;18;397
327;0;433
328;13;275
329;7;180
330;7;313
331;1;275
332;4;382
333;12;293
334;15;308
335;10;297
336;7;406
337;12;187
338;12;392
339;17;306
340;14;197
341;19;457
342;0;276
343;19;201
344;0;268
345;17;370
346;17;414
347;16;274
348;13;277
349;1;287
350;6;273
351;9;291
352;17;427
353;15;367
354;8;373
355;2;358
356;9;528
357;15;257
358;7;641
359;13;373
360;2;285
361;9;281
362;10;186
363;2;373
364;12;187
365;14;306
366;19;181
367;19;306
368;8;518
369;14;191
370;1;476
371;0;180
372;1;249
373;5;418
374;14;504
375;12;266
376;9;364
377;9;295
378;19;413
379;16;178
380;16;421
381;13;295
382;14;292
383;1;279
384;1;449
385;16;185
386;11;275
387;4;472
388;13;367
389;0;211
390;8;310
391;12;181
392;2;275
393;4;457
394;17;283
395;7;710
396;4;164
397;1;169
398;13;202
399;17;278
400;7;272
401;7;545
402;8;456
403;0;370
404;3;403
405;13;174
406;18;464
407;8;165
408;14;190
409;11;406
410;9;324
411;17;504
412;18;263
413;3;628
414;1;276
415;13;388
416;9;312
417;9;292
418;12;170
419;4;367
420;6;286
421;16;256
422;8;315
423;9;399
424;16;185
425;6;387
426;7;483
427;10;371
428;9;283
429;1;491
430;17;413
431;9;281
432;4;391
433;8;526
434;0;156
435;18;283
436;2;375
437;19;409
438;6;203
439;19;288
440;18;413
441;19;550
442;16;394
443;19;278
444;6;502
445;14;636
446;3;383
447;2;386
448;8;462
449;19;179
450;1;300
451;8;193
452;9;486
453;19;191
454;8;405
455;5;405
456;4;297
457;10;374
458;0;188
459;0;296
460;15;306
461;15;418
462;6;204
463;12;289
464;11;367
465;1;283
466;9;269
467;17;181
468;13;172
469;11;376
470;7;272
471;9;438
472;3;607
473;0;471
474;0;315
475;7;507
476;9;618
477;15;196
478;6;311
479;10;581
480;17;582
481;9;277
482;5;173
483;7;160
484;12;200
