fold,arm,gamma,station,ratio_norm
0,gamma0,0.0,1,0.9340222575516693
0,gamma0,0.0,2,0.9666136724960255
0,gamma0,0.0,3,0.9006359300476947
0,gamma0,0.0,4,0.9443561208267091
0,gamma0,0.0,5,0.7988871224165341
0,gamma1,1.0,1,0.9467408585055644
0,gamma1,1.0,2,0.9928457869634341
0,gamma1,1.0,3,0.9531001589825119
0,gamma1,1.0,4,0.7360890302066773
0,gamma1,1.0,5,0.9157392686804452
0,gamma2,2.0,1,0.9992050874403816
0,gamma2,2.0,2,0.8155802861685215
0,gamma2,2.0,3,0.9705882352941176
0,gamma2,2.0,4,0.8314785373608903
0,gamma2,2.0,5,0.9276629570747218
0,gamma4,4.0,1,0.9340222575516693
0,gamma4,4.0,2,0.8585055643879174
0,gamma4,4.0,3,0.895866454689984
0,gamma4,4.0,4,0.9284578696343402
0,gamma4,4.0,5,0.9276629570747218
0,tight1.02,,1,0.9085850556438791
0,tight1.02,,2,0.9038155802861685
0,tight1.02,,3,0.9125596184419714
0,tight1.02,,4,0.9276629570747218
0,tight1.02,,5,0.8918918918918919
