fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train
0,gamma0,0.0,1.0,17566.0,369.0,0.97899351019014,621.5286431312561,True,4.552088079646643,382916.0,67662.0,0.0,23.0,178.94993006992996,0.6956411522150983,24.0,33.76249516535049,37.13874468188554,0.9538065898640374,27.04237382853147,True,0.0,0.0,,
0,gamma1,1.0,1.0,24354.0,2.0,0.9999178779666584,632.4399974346161,True,4.552088079646643,425161.0,74959.0,0.0,24.0,182.34000000000003,0.6956411522150983,24.0,31.931626869944857,35.12478955693935,0.9575559220402012,26.17932635496502,True,11.032445758338644,-10.784487600130058,,
0,gamma2,2.0,1.0,26620.0,0.0,1.0,631.9701128005981,True,4.552088079646643,435247.0,77247.0,0.0,24.0,181.729549071618,0.6956411522150983,24.0,31.67993237084185,34.84792560792604,0.9545182496701864,26.895693665734267,True,13.66644381535376,-14.166001596169194,,
0,gamma4,4.0,1.0,30241.0,0.0,1.0,633.3094556331635,True,4.552088079646643,446761.0,78690.0,0.0,24.0,164.7629370629372,0.6956411522150983,24.0,33.17442116441224,36.491863280853465,0.9543462617000776,26.597294609790215,True,16.673369616312716,-16.29866099139842,,
0,tight1.02,,,inf,,,621.730265378952,False,4.552088079646643,,,,,,,,,,,,,,,1.02,13.0
0,tight1.05,,,inf,,,620.6513035297394,False,4.552088079646643,,,,,,,,,,,,,,,1.05,13.0
1,gamma0,0.0,1.0,18949.0,1611.0,0.9149823209668057,623.8458759784698,True,4.343134005462523,451108.0,32180.0,0.0,21.0,90.22027972027976,0.3512787254927438,24.0,36.55903116902722,40.21493428592994,0.9559333638229052,31.162627941958096,True,0.0,0.0,,
1,gamma1,1.0,1.0,24557.0,0.0,1.0,635.6308348178864,True,4.343134005462523,491994.0,35062.0,0.0,23.0,88.51118881118883,0.3512787254927438,24.0,30.88346190740979,33.97180809815077,0.9567634300345164,29.09199873566437,True,9.063461521409508,-8.955873213175886,,
1,gamma2,2.0,1.0,26550.0,0.0,1.0,636.2590026855469,True,4.343134005462523,498965.0,35491.0,0.0,21.0,90.22027972027976,0.3512787254927438,24.0,31.479800570308164,34.627780627338986,0.9572575037769464,27.599528541691942,True,10.608767745196271,-10.28899937849596,,
1,gamma4,4.0,1.0,27668.0,0.0,1.0,635.676459312439,True,4.343134005462523,506434.0,36116.0,0.0,23.0,90.22027972027972,0.3512787254927438,24.0,32.61896032379349,35.88085635617284,0.9532517012975736,29.666125899185623,True,12.26446881899678,-12.231199502796768,,
1,tight1.02,,,inf,,,623.0990874767303,False,4.343134005462523,,,,,,,,,,,,,,,1.02,13.0
1,tight1.05,,,inf,,,623.6878092288971,False,4.343134005462523,,,,,,,,,,,,,,,1.05,14.0
2,gamma0,0.0,1.0,19746.0,1424.0,0.9278841284310746,625.4018902778625,True,4.258889582937576,479877.0,30607.0,0.0,21.0,90.41748251748255,0.3076000774336454,24.0,36.54978219184622,40.20476041103084,0.9603010406098836,29.402797147552437,True,0.0,0.0,,
2,gamma1,1.0,1.0,26310.0,0.0,1.0,639.7358040809631,True,4.258889582937576,532455.0,33766.0,0.0,22.0,81.67482517482519,0.3076000774336454,24.0,33.409183581021296,36.75010193912343,0.9582262481349278,27.151049135664334,True,10.956557617889583,-10.321168360179044,,
2,gamma2,2.0,1.0,26798.0,0.0,1.0,638.9740192890167,True,4.258889582937576,527462.0,33294.0,0.0,22.0,84.86293706293709,0.3076000774336454,24.0,34.12001727423449,37.53201900165794,0.9570122916354978,28.80056684061153,True,9.91608266284902,-8.779037475087398,,
2,gamma4,4.0,1.0,28407.0,0.0,1.0,638.864307641983,True,4.258889582937576,540495.0,34162.0,0.0,23.0,95.76477453580904,0.3076000774336454,24.0,33.96140816029027,37.35754897631929,0.9615131063229772,33.128245242821166,True,12.63198694665508,-11.614990034959323,,
2,tight1.02,,,inf,,,625.639794588089,False,4.258889582937576,,,,,,,,,,,,,,,1.02,13.0
2,tight1.05,,,inf,,,625.6301274299622,False,4.258889582937576,,,,,,,,,,,,,,,1.05,13.0
3,gamma0,0.0,1.0,20620.0,1322.0,0.9358874878758487,627.6652073860168,True,4.387014122927727,508589.0,53799.0,0.0,22.0,147.2061538461538,0.5235990900712453,24.0,42.17100909478727,46.388110004266,0.9647133701331152,29.33874949160841,True,0.0,0.0,,
3,gamma1,1.0,1.0,27145.0,0.0,1.0,639.6233015060425,True,4.387014122927727,561517.0,59871.0,0.0,24.0,138.50209790209783,0.5235990900712453,24.0,37.56020560147013,41.316226161617145,0.9606432533774536,26.78993558041959,True,10.406831449362844,-11.286455138571348,,
3,gamma2,2.0,1.0,28560.0,0.0,1.0,642.7518327236176,True,4.387014122927727,567130.0,60209.0,0.0,23.0,149.01958041958045,0.5235990900712453,24.0,35.464941806116,39.011435986727605,0.9595799781203624,27.571657755944056,True,11.510473093204926,-11.914719604453614,,
3,gamma4,4.0,1.0,30655.0,0.0,1.0,640.520471572876,True,4.387014122927727,572103.0,60643.0,0.0,23.0,158.25524475524475,0.5235990900712453,24.0,37.045791685649846,40.75037085421484,0.9596726474237574,29.64067312592773,True,12.488276388203442,-12.721426048811315,,
3,tight1.02,,,inf,,,626.6287567615509,False,4.387014122927727,,,,,,,,,,,,,,,1.02,13.0
3,tight1.05,,,inf,,,626.6758966445923,False,4.387014122927727,,,,,,,,,,,,,,,1.05,13.0
