size_n,instance_seed,config_id,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
50,1001,base,0,2.0,2.0,0.1,5.0,9881.0,4.054560661315918,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x0.5,0,1.0,2.0,0.1,5.0,9881.0,4.288088798522949,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x0.75,0,2.0,2.0,0.1,5.0,9881.0,3.724865436553955,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x1.5,0,3.0,2.0,0.1,5.0,9881.0,3.846046924591065,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,preproc_x2,0,4.0,2.0,0.1,5.0,9881.0,4.028589963912964,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x0.5,0,2.0,1.0,0.1,5.0,9881.0,3.5824458599090576,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x0.75,0,2.0,2.0,0.1,5.0,9881.0,2.855034828186035,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x1.5,0,2.0,3.0,0.1,5.0,9881.0,3.9111735820770255,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,minfreq_x2,0,2.0,4.0,0.1,5.0,9881.0,3.188827991485596,0.0,0.0,50.0,702.0,10.0,50.0,5.0,OK
50,1001,ratio_x0.5,0,2.0,2.0,0.05,5.0,9674.0,3.831697225570679,0.0,0.0,50.0,1222.0,10.0,50.0,5.0,OK
50,1001,ratio_x0.75,0,2.0,2.0,0.075,5.0,9869.0,3.0684525966644287,0.0,0.0,50.0,1066.0,10.0,50.0,5.0,OK
50,1001,ratio_x1.5,0,2.0,2.0,0.15,5.0,9782.0,3.3180203437805176,0.0,0.0,50.0,255.0,10.0,50.0,5.0,OK
50,1001,ratio_x2,0,2.0,2.0,0.2,5.0,9952.0,3.611019134521485,0.0,0.0,50.0,76.0,8.0,50.0,5.0,OK
50,1001,mnoppc_x0.5,0,2.0,2.0,0.1,2.0,9971.0,3.2508351802825928,0.0,0.0,50.0,702.0,25.0,50.0,2.0,OK
50,1001,mnoppc_x0.75,0,2.0,2.0,0.1,4.0,9799.0,3.386275291442871,0.0,0.0,50.0,702.0,13.0,50.0,4.0,OK
50,1001,mnoppc_x1.5,0,2.0,2.0,0.1,8.0,9759.0,3.707688093185425,0.0,0.0,50.0,702.0,7.0,50.0,8.0,OK
