size_n,instance_seed,config_id,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
2000,1001,base,0,20,40,0.1,15,411888.0,63.64178276062012,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,preproc_x0.5,0,10,40,0.1,15,411888.0,59.25653839111328,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,preproc_x0.75,0,15,40,0.1,15,411888.0,64.85484981536865,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,preproc_x1.5,0,30,40,0.1,15,411888.0,59.820576190948486,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,preproc_x2,0,40,40,0.1,15,411888.0,64.0692880153656,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,minfreq_x0.5,0,20,20,0.1,15,411888.0,50.356130838394165,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,minfreq_x0.75,0,20,30,0.1,15,411888.0,47.4823956489563,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,minfreq_x1.5,0,20,60,0.1,15,411888.0,52.215322732925415,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,minfreq_x2,0,20,80,0.1,15,411888.0,47.30588436126709,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,ratio_x0.5,0,20,40,0.05,15,411888.0,45.20688080787659,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,ratio_x0.75,0,20,40,0.075,15,411888.0,45.23480820655823,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
2000,1001,ratio_x1.5,0,20,40,0.15,15,411888.0,51.231709480285645,0.0,6.0,2000.0,2341.0,157.0,2000.0,15.0,OK
