n_days,days_violated,station_days_over,worst_day_ratio,mean_daily_ratio,stations_over,fold,z,arm,train_beta,role,lhat_source
38,8,9,1.5627747590574326,0.9573289904246532,9,0,3.0,incumbent,1.0,train,harness
5,2,2,1.0344385490618957,0.9598540870389408,2,0,3.0,incumbent,1.0,test,harness
38,0,0,0.9799141232542201,0.9437800407850776,0,0,3.0,b1.02,1.02,train,harness
5,0,0,0.9815021989851802,0.9408830795091141,0,0,3.0,b1.02,1.02,test,harness
38,0,0,0.952375598744316,0.9316906388400372,0,0,3.0,b1.05,1.05,train,harness
5,1,1,1.31412947882511,1.024896326242063,1,0,3.0,b1.05,1.05,test,harness
38,0,0,0.999931453711725,0.9688816925348835,0,0,3.0,g0,1.0,train,harness
5,3,5,1.1296038387672755,1.0448855370667076,4,0,3.0,g0,1.0,test,harness
38,0,0,0.9281180139508314,0.8872825215540662,0,0,3.0,g1,1.0,train,harness
5,1,1,1.062775312597265,0.9909331783065071,1,0,3.0,g1,1.0,test,harness
38,0,0,0.9396846460226631,0.8940663225050457,0,0,3.0,g2,1.0,train,harness
5,1,2,1.2948874781701274,1.020083768023858,2,0,3.0,g2,1.0,test,harness
