PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
1;5;0;0
2;0;0;0
3;3;0;0
4;9;0;0
5;1;0;0
6;0;0;0
7;2;0;0
8;5;0;0
9;2;0;0
10;1;0;0
11;0;0;0
12;1;0;0
13;1;0;0
14;9;0;0
15;1;0;0
16;1;0;0
17;6;0;0
18;1;0;0
19;1;0;0
20;1;0;0
21;0;0;0
22;2;0;0
23;2;0;0
24;0;0;0
25;1;0;0
26;0;0;0
27;3;0;0
28;2;0;0
29;2;0;0
30;2;0;0
31;0;0;0
32;0;0;0
33;1;0;0
34;8;0;0
35;1;0;0
36;4;0;0
37;2;0;0
38;6;0;0
39;8;0;0
40;44;0;0
41;12;0;0
42;12;0;0
43;26;0;0
44;447;0;0
45;5;0;0
46;7;0;0
47;21;0;0
48;8;0;0
49;16;0;0
50;5;0;0
51;1;0;0
52;0;0;0
53;1;0;0
54;1;0;0
55;0;0;0
56;4;0;0
57;1;0;0
58;1;0;0
59;2;0;0
60;14;0;0
61;3;0;0
62;7;0;0
63;2;0;0
64;4;0;0
65;0;0;0
66;3;0;0
67;5;0;0
68;4;0;0
69;29;0;0
70;3;0;0
71;2;0;0
72;0;0;0
73;2;0;0
74;0;0;0
75;3;0;0
76;3;0;0
77;1;0;0
78;1;0;0
79;0;0;0
80;3;0;0
81;13;0;0
82;2;0;0
83;2;0;0
84;1;0;0
85;7;0;0
86;53;0;0
87;3;0;0
88;11;0;0
89;25;0;0
90;0;0;0
91;0;0;0
92;1;0;0
93;1;0;0
94;0;0;0
95;0;0;0
96;1;0;0
97;0;0;0
98;1;0;0
99;1;0;0
100;1;0;0
101;10;0;0
102;51;0;0
103;35;0;0
104;1;0;0
105;3;0;0
106;8;0;0
107;0;0;0
108;2;0;0
109;12;0;0
110;0;0;0
111;0;0;0
112;4;0;0
113;10;0;0
114;4;0;0
115;3;0;0
116;1;0;0
117;3;0;0
118;4;0;0
119;0;0;0
120;0;0;0
121;2;0;0
122;23;0;0
123;0;0;0
124;9;0;0
125;0;0;0
126;2;0;0
127;4;0;0
128;9;0;0
129;1;0;0
130;1;0;0
131;2;0;0
132;1;0;0
133;1;0;0
134;1;0;0
135;2;0;0
136;1;0;0
137;0;0;0
138;1;0;0
139;2;0;0
140;2;0;0
141;7;0;0
142;0;0;0
143;2;0;0
144;1;0;0
145;1;0;0
146;3;0;0
147;0;0;0
148;5;0;0
149;0;0;0
150;8;0;0
151;4;0;0
152;2;0;0
153;8;0;0
154;1;0;0
155;1;0;0
156;0;0;0
157;2;0;0
158;2;0;0
159;3;0;0
160;4;0;0
161;8;0;0
162;3;0;0
163;2;0;0
164;1;0;0
165;0;0;0
166;2;0;0
167;1;0;0
168;3;0;0
169;1;0;0
170;18;0;0
171;2;0;0
172;117;0;0
173;2;0;0
174;4;0;0
175;5;0;0
176;1;0;0
177;5;0;0
178;2;0;0
179;39;0;0
180;4;0;0
181;0;0;0
182;2;0;0
183;1;0;0
184;3;0;0
185;1;0;0
186;2;0;0
187;3;0;0
188;1;0;0
189;1;0;0
190;2;0;0
191;2;0;0
192;0;0;0
193;2;0;0
194;0;0;0
195;3;0;0
196;0;0;0
197;3;0;0
198;0;0;0
199;0;0;0
200;3;0;0
201;4;0;0
202;3;0;0
203;0;0;0
204;60;0;0
205;27;0;0
206;3;0;0
207;3;0;0
