PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
1;7;0;0
2;24;0;0
3;43;0;0
4;15;0;0
5;7;0;0
6;1;0;0
7;116;0;0
8;35;0;0
9;5;0;0
10;1;0;0
11;3;0;0
12;1;0;0
13;1;0;0
14;0;0;0
15;0;0;0
16;1;0;0
17;0;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;1;0;0
22;1;0;0
23;1;0;0
24;4;0;0
25;1;0;0
26;1;0;0
27;0;0;0
28;2;0;0
29;0;0;0
30;3;0;0
31;0;0;0
32;0;0;0
33;1;0;0
34;0;0;0
35;0;0;0
36;4;0;0
37;1;0;0
38;1;0;0
39;0;0;0
40;0;0;0
41;1;0;0
42;2;0;0
43;12;0;0
44;5;0;0
45;4;0;0
46;6;0;0
47;4;0;0
48;0;0;0
49;5;0;0
50;6;0;0
51;4;0;0
52;10;0;0
53;5;0;0
54;429;0;0
55;4;0;0
56;3;0;0
57;3;0;0
58;265;0;0
59;11;0;0
60;2;0;0
61;0;0;0
62;2;0;0
63;3;0;0
64;2;0;0
65;1;0;0
66;3;0;0
67;1;0;0
68;0;0;0
69;1;0;0
70;0;0;0
71;0;0;0
72;1;0;0
73;3;0;0
74;0;0;0
75;1;0;0
76;1;0;0
77;2;0;0
78;0;0;0
79;0;0;0
80;0;0;0
81;1;0;0
82;3;0;0
83;4;0;0
84;1;0;0
85;0;0;0
86;1;0;0
87;2;0;0
88;1;0;0
89;2;0;0
90;3;0;0
91;0;0;0
92;2;0;0
93;13;0;0
94;17;0;0
95;6;0;0
96;2;0;0
97;2;0;0
98;2;0;0
99;2;0;0
100;0;0;0
101;1;0;0
102;3;0;0
103;9;0;0
104;0;0;0
105;1;0;0
106;9;0;0
107;2;0;0
108;1;0;0
109;5;0;0
110;1;0;0
111;1;0;0
112;0;0;0
113;1;0;0
114;0;0;0
115;0;0;0
116;0;0;0
117;0;0;0
118;0;0;0
119;1;0;0
120;3;0;0
121;4;0;0
122;4;0;0
123;16;0;0
124;2;0;0
125;0;0;0
126;2;0;0
127;0;0;0
128;1;0;0
129;19;0;0
130;7;0;0
131;1;0;0
132;4;0;0
133;3;0;0
134;2;0;0
135;2;0;0
136;10;0;0
137;1;0;0
138;4;0;0
139;4;0;0
140;6;0;0
141;1;0;0
142;4;0;0
143;1;0;0
144;1;0;0
145;0;0;0
146;4;0;0
147;1;0;0
148;0;0;0
149;2;0;0
150;8;0;0
151;1;0;0
152;5;0;0
153;2;0;0
154;2;0;0
155;12;0;0
156;2;0;0
157;1;0;0
158;2;0;0
159;1;0;0
160;4;0;0
161;12;0;0
162;6;0;0
163;1;0;0
164;2;0;0
165;6;0;0
166;1;0;0
167;16;0;0
168;31;0;0
169;5;0;0
170;4;0;0
171;9;0;0
172;50;0;0
173;11;0;0
174;9;0;0
175;9;0;0
176;3;0;0
177;5;0;0
178;2;0;0
179;2;0;0
180;8;0;0
181;6;0;0
182;2;0;0
183;0;0;0
184;2;0;0
185;4;0;0
186;0;0;0
187;3;0;0
188;3;0;0
189;1;0;0
190;8;0;0
191;13;0;0
192;3;0;0
193;0;0;0
194;0;0;0
195;7;0;0
196;5;0;0
197;1;0;0
198;2;0;0
199;0;0;0
200;2;0;0
201;11;0;0
202;1;0;0
203;2;0;0
204;2;0;0
205;15;0;0
206;14;0;0
207;1;0;0
208;0;0;0
209;2;0;0
210;2;0;0
211;8;0;0
212;1;0;0
213;2;0;0
214;13;0;0
215;1;0;0
216;3;0;0
217;0;0;0
218;9;0;0
219;0;0;0
220;0;0;0
221;18;0;0
222;1;0;0
223;3;0;0
224;35;0;0
225;21;0;0
226;46;0;0
227;3;0;0
228;13;0;0
229;2;0;0
230;3;0;0
231;1;0;0
232;4;0;0
233;2;0;0
234;7;0;0
235;3;0;0
236;3;0;0
237;2;0;0
238;1;0;0
239;6;0;0
240;1;0;0
241;2;0;0
242;2;0;0
243;4;0;0
244;1;0;0
245;2;0;0
246;2;0;0
247;1;0;0
248;0;0;0
249;0;0;0
250;4;0;0
251;29;0;0
252;0;0;0
253;1;0;0
254;4;0;0
255;1;0;0
256;15;0;0
257;18;0;0
258;3;0;0
259;2;0;0
260;2;0;0
261;1;0;0
262;0;0;0
263;8;0;0
264;4;0;0
265;1;0;0
266;5;0;0
267;1;0;0
268;0;0;0
269;6;0;0
270;1;0;0
271;2;0;0
272;3;0;0
273;1;0;0
274;3;0;0
275;0;0;0
276;0;0;0
277;2;0;0
278;2;0;0
279;1;0;0
280;5;0;0
281;1;0;0
282;1;0;0
283;7;0;0
284;0;0;0
285;2;0;0
286;3;0;0
287;2;0;0
288;2;0;0
289;4;0;0
290;12;0;0
291;5;0;0
292;4;0;0
293;5;0;0
294;14;0;0
295;9;0;0
296;4;0;0
297;24;0;0
298;275;0;0
299;12;0;0
300;3;0;0
