PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
74;0;4609000;0.034615385
1952;0;138000;0.811538462
1953;0;477000;0.915384615
1974;0;955188;0.034615385
4427;0;336140;0.069230769
7084;0;2560;0.007692308
7266;0;4096;0.015384615
7267;0;4096;0.034615385
7268;0;4096;0.023076923
7291;0;4096;0.038461538
7303;0;4096;0.030769231
7323;0;4096;0.030769231
7581;1;2560;0.023076923
7582;0;2560;0.030769231
7583;0;2560;0.034615385
7584;0;2560;0.026923077
7585;0;2560;0.034615385
7586;1;2560;0.023076923
7587;1;2560;0.023076923
7588;0;2560;0.015384615
7589;1;2560;0.026923077
7590;0;2560;0.030769231
7591;0;2560;0.026923077
7592;0;2560;0.015384615
7594;0;2560;0.003846154
7595;0;2560;0.026923077
7596;0;2560;0.019230769
7597;0;2560;0.015384615
7598;0;2560;0.011538462
7599;0;2560;0.03030303
7600;0;2560;0.007692308
7601;0;2560;0.011538462
7602;0;2560;0.007692308
7603;0;2560;0.019230769
7604;0;2560;0.007692308
7605;1;2560;0.023076923
7606;0;2560;0.015384615
7607;0;2560;0.015384615
7608;0;2560;0.011538462
7609;1;2560;0.007692308
7610;0;2560;0.023076923
7611;0;2560;0.015151515
7612;0;2560;0.007692308
7613;0;2560;0.015384615
7614;0;2560;0.011538462
7616;0;2560;0.015384615
7619;0;92340;0.042307692
7621;0;77792;0.057692308
7743;0;123120;0.053846154
7745;0;123120;0.053846154
7746;0;196596;0.038461538
7747;0;4096;0.030769231
7777;0;89856;0.019230769
10048;0;406800;0.142307692
10405;0;3150000;0.115384615
11267;0;70000;0.103846154
17955;0;3072;0.411538462
20843;0;5742000;0.030769231
20845;0;5742000;0.092307692
20847;0;5742000;0.080769231
20849;0;8400000;0.126923077
20853;0;5742000;0.180769231
20857;0;5652738;0.307692308
20862;0;3150000;0.426923077
20866;0;6633081;0.342307692
20871;0;5519690;0.565384615
20876;0;4560000;0.142307692
24018;0;3969000;0.396153846
26582;1;7657000;2.223076923
26583;0;6409000;0.269230769
26839;0;570350;0.038461538
28366;1;2851839;0.411538462
28568;0;262988;0.076923077
28903;0;1784750;0.384615385
30214;0;242176;0.042307692
30215;0;3060000;0.157692308
30221;0;437760;0.080769231
30709;0;206492;0.05
30710;0;303750;0.088461538
31142;0;1090600;0.073076923
31143;0;601664;0.126923077
31145;0;1058346;0.015384615
31157;0;270848;0.046153846
31169;0;47187;0.080769231
38249;1;8103375;0.996153846
39096;0;48750;0.05
39215;0;3916800;0.05
39535;0;48000;0.011538462
40351;0;702000;0.492307692
40353;0;510000;0.2
40357;0;290871;0.115384615
40358;0;507520;0.023076923
40618;0;14302160;0.169230769
40643;0;5100000;2.638461538
40644;1;4545750;0.5
41057;0;276210;0.026923077
41058;0;283030;0.084615385
41059;0;480000;0.042307692
45454;1;2581425;0.592307692
45455;2;3251016;0.207692308
45456;1;3219840;0.038461538
47408;0;4140000;0.111538462
47409;0;3888000;0.084615385
47410;0;5824000;0.096153846
47412;0;4860000;0.057692308
47935;1;285000;0.396153846
47936;0;780000;0.419230769
47937;0;357000;0.153846154
47938;0;475000;0.242307692
47939;0;240000;0.05
49147;0;1729000;0.15
49766;0;395250;0.507692308
50968;0;3200;1.080769231
