fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train
0,gamma0,0.0,1.0,17378.0,2697.0,0.8448037748877891,622.9240798950195,True,4.552088079646643,378157,66592,0,22,205.9454545454545,0.6956411522150983,24,38.360373314566935,42.19641064602363,0.956172347375818,29.84681617202795,True,0.0,0.0,,
0,gamma1,1.0,1.0,22419.0,2091.0,0.9067308978991034,630.6239511966705,True,4.552088079646643,416758,73598,0,24,186.43538461538475,0.6956411522150983,24,36.24933487547396,39.87426836302136,0.9557711490359198,28.229754327416995,True,10.207665070327932,-10.520783277270542,,
0,gamma2,2.0,1.0,24020.0,1399.0,0.9417568692756036,632.7066020965576,True,4.552088079646643,421084,74315,0,24,210.71474801061007,0.6956411522150983,24,33.57086259020872,36.92794884922959,0.959225615524248,37.88272676609196,True,11.351634374082725,-11.597489187890435,,
0,gamma4,4.0,1.0,26008.0,1189.0,0.9542832974469394,631.4434406757355,True,4.552088079646643,428125,75436,0,24,196.34825174825195,0.6956411522150983,24,35.656482742871816,39.222131017159,0.9561774724653544,30.05180328671328,True,13.213559447531052,-13.280874579529073,,
0,tight1.02,,,17581.0,1065.0,,623.3522520065308,True,4.552088079646643,377190,66492,0,22,205.18951048951047,0.6956411522150983,24,36.018542668214465,39.62039693503592,0.9556719682036696,,,-0.2557138966090803,0.1501681883709754,1.02,1.454362263817338
0,tight1.05,,,17677.0,0.0,,622.3656387329102,True,4.552088079646643,380289,67326,0,23,216.4958041958042,0.6956411522150983,24,38.24098877922845,42.0650876571513,0.9580904023974228,,,0.5637869985217779,-1.10223450264296,1.05,1.4128090562796998
1,gamma0,0.0,1.0,19167.0,1991.0,0.8961235456774664,625.49192070961,True,4.343134005462523,452174,32208,0,20,89.46433566433566,0.3512787254927438,24,44.22560145113173,48.6481615962449,0.9584361801958964,30.1597984734266,True,0.0,0.0,,
1,gamma1,1.0,1.0,24673.0,2296.0,0.9069428119807076,634.1233925819397,True,4.343134005462523,490213,34918,0,22,86.47342657342656,0.3512787254927438,24,39.084289307318215,42.99271823805004,0.9587780605805885,31.60101352513921,True,8.41246953606355,-8.414058618976652,,
1,gamma2,2.0,1.0,25957.0,1125.0,0.956659090033517,633.8026638031006,True,4.343134005462523,497092,35288,0,22,94.19720279720283,0.3512787254927438,24,32.89787114199485,36.18765825619433,0.9600948624705188,29.606407523776248,True,9.933786551194894,-9.562841530054644,,
1,gamma4,4.0,1.0,27384.0,702.0,0.974364592462752,633.4689364433289,True,4.343134005462523,502638,35649,0,22,98.1083916083916,0.3512787254927438,24,36.264305388972325,39.89073592786957,0.9586482275582464,31.372221118319963,True,11.160305546095088,-10.683681073025337,,
1,tight1.02,,,19063.0,1184.0,,625.3071131706238,True,4.343134005462523,453381,32255,0,21,100.37622377622382,0.3512787254927438,24,41.18208222218527,45.3002904444038,0.9571052833804484,,,0.2669326409744921,-0.145926477893691,1.02,1.4453379412131997
1,tight1.05,,,19197.0,415.0,,624.3265099525452,True,4.343134005462523,456142,32605,0,21,92.68005305039785,0.3512787254927438,24,35.78610171615545,39.364711887771,0.9580138156444132,,,0.8775382927810975,-1.2326130153999006,1.05,1.4040425714642508
