PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
40643;551;5100000;2.638461538
60579;3765;2193750;18.18461538
202341;317;1463000;1.546153846
202928;851;26366250;4.015384615
203857;384;10350000;1.830769231
203859;411;10080000;1.996153846
213950;6639;176000;31.97307692
216703;587;531250;2.85
220929;341;1666000;1.742307692
225386;1178;1102500;5.861538462
226976;391;156000;1.95
229138;3445;384420;16.56153846
236120;4130;24000;19.89230769
237311;323;2140000;1.611538462
251834;327;1440000;1.592307692
259768;2997;3176250;14.40769231
260347;377;1392020;1.865384615
260349;405;1377585;1.915384615
260350;545;1846845;2.673076923
260352;332;1846845;1.607692308
260354;327;1423520;1.565384615
282299;3151;434600;15.10384615
282301;2590;424000;12.39230769
282302;984;274176;4.938461538
282306;433;400000;2.030769231
282309;352;600000;1.688461538
282311;1182;1080000;5.684615385
282341;545;312500;2.676923077
283507;2442;15834000;12.03846154
285709;594;1904000;2.911538462
286800;482;4244520;2.330769231
288312;725;1320000;3.365384615
302754;332;512000;1.626923077
304938;321;654500;1.596153846
304983;423;126000;2.057692308
304984;604;344250;2.934615385
305542;1618;96148;7.692307692
312361;2012;2204000;9.803846154
312363;875;2850000;4.2
312371;729;1144800;3.473076923
312373;433;3180000;2.046153846
315673;426;263670;1.996153846
332073;344;1522384;1.630769231
336548;2552;80500;12.28076923
336549;3243;90625;15.62307692
336550;456;82500;2.180769231
336551;2847;93750;13.73076923
337111;1468;225000;7.080769231
339782;345;600600;1.688461538
340230;416;3131100;1.996153846
340232;1040;3360000;5.007692308
360486;417;1193500;1.957692308
365814;472;3390660;2.265384615
365944;388;14742000;1.830769231
369639;343;7482000;1.623076923
369658;656;2620800;3.134615385
369659;465;5398830;2.273076923
369675;750;2382600;3.673076923
369676;376;3582000;1.792307692
369685;1839;1625000;18.05384615
370598;734;1920000;3.542307692
373105;363;31600000;1.707692308
375956;620;1009470;3.015384615
375982;1047;1638000;5.015384615
376894;374;923000;1.738461538
376957;1111;777600;5.396153846
376959;389;807300;1.869230769
378544;332;1827000;1.642307692
380919;764;266800;3.669230769
382390;435;1312500;2.003846154
382520;766;25935000;3.719230769
382941;486;1552500;2.338461538
386052;1036;39105000;4.992307692
386229;324;3028125;1.538461538
386231;1043;13167000;5.015384615
386232;510;12996000;2.453846154
405032;3518;24122340;16.99615385
405033;542;7032375;2.657692308
408428;549;1270500;2.796153846
409176;736;250000;3.534615385
409177;584;300000;2.773076923
409178;459;350000;2.173076923
409179;345;400000;1.634615385
409188;694;250000;3.326923077
409189;737;300000;3.55
409190;702;350000;3.276923077
409191;431;400000;2.134615385
409192;411;550000;1.988461538
409197;586;275625;2.792307692
409198;675;337500;3.207692308
409199;694;393750;3.323076923
409200;360;356000;1.784615385
409201;498;618750;2.407692308
409205;433;281250;2.065384615
409206;695;337500;3.369230769
409207;842;371250;4.05
409209;615;618750;3.069230769
409214;321;281250;1.557692308
409215;526;337500;2.55
409216;718;393750;3.423076923
409217;645;618750;3.126923077
409279;340;22572000;1.603846154
410338;349;1592500;1.796153846
411214;4612;323575;22.23076923
411215;327;906500;1.557692308
411216;585;906500;2.85
411287;1832;8352000;26.41153846
413430;476;2099500;2.296153846
414475;466;439470;2.196153846
416472;967;4260750;4.607692308
416473;2735;4260750;13.35769231
416474;1347;4260750;6.569230769
416476;790;4159100;3.734615385
416477;2407;4600000;11.63461538
416489;577;4800000;5.5
416490;1929;4680000;9.576923077
416735;501;861075;2.430769231
416736;698;1305000;6.723076923
416740;584;2128000;2.8
423871;410;2964000;1.957692308
428632;340;23166000;1.561538462
429802;1317;936000;6.292307692
433789;574;250000;2.823076923
434724;2085;55125000;10.12692308
435859;442;519115;2.080769231
435993;977;1900000;4.723076923
436058;395;2681250;3.853846154
2004122;408;2039310;1.930769231
2004123;937;2590000;4.619230769
2004124;732;2435400;3.569230769
2004125;523;2460500;2.523076923
2004126;388;2435400;1.815384615
2004128;883;3290000;4.169230769
2004129;797;2494800;3.946153846
2004150;472;2524500;2.311538462
2004154;391;1992600;1.938461538
2004155;1000;1992600;4.853846154
2004156;1036;2524704;4.930769231
2004157;734;2435400;3.553846154
2004158;408;2524500;1.957692308
2004163;588;2524500;2.903846154
2004164;367;2494648;1.730769231
2004202;343;2524704;1.661538462
2004203;475;2494648;2.265384615
2004208;333;2039310;1.580769231
2005640;521;9642750;2.5
2005641;4927;12936000;23.65769231
2005843;842;4725000;4.096153846
2006089;484;3168000;2.384615385
2006307;775;2275875;3.692307692
2006308;339;3680000;1.619230769
2007056;614;2425500;2.957692308
2007057;6417;2679600;31.06923077
2007059;5544;1563912;26.56538462
2007249;385;1539000;1.903846154
2007710;358;1474875;1.723076923
2014797;334;344400;1.638461538
2015761;4612;3565800;22.36923077
2018131;337;2072000;1.6
2021420;672;31200000;3.284615385
2021422;483;12600000;2.35
2021990;369;260268;1.8
2021997;691;175000;3.365384615
2021998;1741;245000;8.380769231
2021999;577;301000;2.892307692
2022000;357;440000;1.738461538
2022002;495;225000;2.326923077
2022003;2114;112000;10.25384615
2022004;1393;308000;6.803846154
2022005;933;495000;4.530769231
2022008;1429;350000;6.988461538
2022009;1691;440000;8.153846154
2022010;1257;556875;5.992307692
2022012;688;315000;3.423076923
2022013;1062;396000;5.130769231
2022014;1126;550000;5.396153846
2022016;444;525000;4.584615385
2022017;1319;660000;6.434615385
2022018;1243;756250;5.953846154
2022020;382;660000;1.973076923
2022021;495;825000;2.446153846
2022041;347;936000;1.680769231
2022044;477;936000;2.323076923
2022045;517;1260000;2.5
2022049;621;1260000;2.988461538
2022050;360;1584000;1.730769231
2022052;423;1260000;2.115384615
2022053;379;1584000;1.838461538
2022696;1741;1458000;8.4
2022697;5155;1458000;24.71923077
2023994;328;554400;1.561538462
2025582;449;505250;2.173076923
2028875;30282;5227200;147.8307692
2037951;631;569750;3.069230769
2037959;1704;456000;8.207692308
2037960;432;729600;2.080769231
2037961;449;1428375;2.115384615
2038758;344;135000;1.65
2039186;2912;292500;14.13846154
2039195;581;1046500;2.826923077
2039199;921;1812600;4.415384615
2039209;574;2077000;2.703846154
