PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
40643;541;5100000;2.638461538
60579;3765;2193750;18.18461538
202341;318;1463000;1.546153846
202928;802;26366250;4.015384615
203857;373;10350000;1.830769231
203859;405;10080000;1.996153846
213950;6592;176000;31.97307692
216703;591;531250;2.85
220929;354;1666000;1.742307692
225386;1233;1102500;5.861538462
226976;414;156000;1.95
229138;3489;384420;16.56153846
236120;4141;24000;19.89230769
237311;342;2140000;1.611538462
251834;344;1440000;1.592307692
259768;2991;3176250;14.40769231
260347;387;1392020;1.865384615
260349;388;1377585;1.915384615
260350;568;1846845;2.673076923
260352;343;1846845;1.607692308
260354;312;1423520;1.565384615
282299;3061;434600;15.10384615
282301;2495;424000;12.39230769
282302;1044;274176;4.938461538
282306;404;400000;2.030769231
282309;344;600000;1.688461538
282311;1180;1080000;5.684615385
282341;555;312500;2.676923077
283507;2469;15834000;12.03846154
285709;619;1904000;2.911538462
286800;490;4244520;2.330769231
288312;686;1320000;3.365384615
302754;345;512000;1.626923077
304938;329;654500;1.596153846
304983;412;126000;2.057692308
304984;601;344250;2.934615385
305542;1590;96148;7.692307692
312361;2032;2204000;9.803846154
312363;849;2850000;4.2
312371;724;1144800;3.473076923
312373;428;3180000;2.046153846
315673;410;263670;1.996153846
332073;347;1522384;1.630769231
336548;2589;80500;12.28076923
336549;3288;90625;15.62307692
336550;452;82500;2.180769231
336551;2903;93750;13.73076923
337111;1462;225000;7.080769231
339782;332;600600;1.688461538
340230;418;3131100;1.996153846
340232;1048;3360000;5.007692308
360486;398;1193500;1.957692308
365814;468;3390660;2.265384615
365944;394;14742000;1.830769231
369639;342;7482000;1.623076923
369658;648;2620800;3.134615385
369659;474;5398830;2.273076923
369675;770;2382600;3.673076923
369676;350;3582000;1.792307692
369685;1876;1625000;18.05384615
370598;730;1920000;3.542307692
373105;347;31600000;1.707692308
375956;626;1009470;3.015384615
375982;1041;1638000;5.015384615
376894;369;923000;1.738461538
376957;1105;777600;5.396153846
376959;389;807300;1.869230769
378544;355;1827000;1.642307692
380919;767;266800;3.669230769
382390;410;1312500;2.003846154
382520;769;25935000;3.719230769
382941;472;1552500;2.338461538
386052;1022;39105000;4.992307692
386229;324;3028125;1.538461538
386231;1068;13167000;5.015384615
386232;506;12996000;2.453846154
405032;3535;24122340;16.99615385
405033;547;7032375;2.657692308
408428;609;1270500;2.796153846
409176;734;250000;3.534615385
409177;587;300000;2.773076923
409178;451;350000;2.173076923
409179;327;400000;1.634615385
409188;696;250000;3.326923077
409189;744;300000;3.55
409190;676;350000;3.276923077
409191;438;400000;2.134615385
409192;398;550000;1.988461538
409197;585;275625;2.792307692
409198;668;337500;3.207692308
409199;699;393750;3.323076923
409200;353;356000;1.784615385
409201;498;618750;2.407692308
409205;419;281250;2.065384615
409206;684;337500;3.369230769
409207;846;371250;4.05
409209;633;618750;3.069230769
409214;330;281250;1.557692308
409215;537;337500;2.55
409216;716;393750;3.423076923
409217;651;618750;3.126923077
409279;322;22572000;1.603846154
410338;379;1592500;1.796153846
411214;4607;323575;22.23076923
411215;322;906500;1.557692308
411216;600;906500;2.85
411287;1812;8352000;26.41153846
413430;485;2099500;2.296153846
414475;457;439470;2.196153846
416472;959;4260750;4.607692308
416473;2721;4260750;13.35769231
416474;1381;4260750;6.569230769
416476;772;4159100;3.734615385
416477;2407;4600000;11.63461538
416489;574;4800000;5.5
416490;1962;4680000;9.576923077
416735;504;861075;2.430769231
416736;703;1305000;6.723076923
416740;584;2128000;2.8
423871;401;2964000;1.957692308
428632;319;23166000;1.561538462
429802;1308;936000;6.292307692
433789;593;250000;2.823076923
434724;2136;55125000;10.12692308
435859;423;519115;2.080769231
435993;986;1900000;4.723076923
436058;406;2681250;3.853846154
2004122;414;2039310;1.930769231
2004123;982;2590000;4.619230769
2004124;755;2435400;3.569230769
2004125;516;2460500;2.523076923
2004126;375;2435400;1.815384615
2004128;866;3290000;4.169230769
2004129;818;2494800;3.946153846
2004150;487;2524500;2.311538462
2004154;407;1992600;1.938461538
2004155;1021;1992600;4.853846154
2004156;1009;2524704;4.930769231
2004157;737;2435400;3.553846154
2004158;411;2524500;1.957692308
2004163;612;2524500;2.903846154
2004164;365;2494648;1.730769231
2004202;316;2524704;1.661538462
2004203;467;2494648;2.265384615
2004208;324;2039310;1.580769231
2005640;526;9642750;2.5
2005641;4944;12936000;23.65769231
2005843;846;4725000;4.096153846
2006089;506;3168000;2.384615385
2006307;772;2275875;3.692307692
2006308;346;3680000;1.619230769
2007056;617;2425500;2.957692308
2007057;6463;2679600;31.06923077
2007059;5553;1563912;26.56538462
2007249;394;1539000;1.903846154
2007710;351;1474875;1.723076923
2014797;342;344400;1.638461538
2015761;4615;3565800;22.36923077
2018131;319;2072000;1.6
2021420;675;31200000;3.284615385
2021422;503;12600000;2.35
2021990;362;260268;1.8
2021997;691;175000;3.365384615
2021998;1785;245000;8.380769231
2021999;592;301000;2.892307692
2022000;374;440000;1.738461538
2022002;470;225000;2.326923077
2022003;2130;112000;10.25384615
2022004;1439;308000;6.803846154
2022005;970;495000;4.530769231
2022008;1484;350000;6.988461538
2022009;1697;440000;8.153846154
2022010;1289;556875;5.992307692
2022012;722;315000;3.423076923
2022013;1107;396000;5.130769231
2022014;1167;550000;5.396153846
2022016;474;525000;4.584615385
2022017;1355;660000;6.434615385
2022018;1255;756250;5.953846154
2022020;426;660000;1.973076923
2022021;539;825000;2.446153846
2022041;359;936000;1.680769231
2022044;476;936000;2.323076923
2022045;524;1260000;2.5
2022049;619;1260000;2.988461538
2022050;348;1584000;1.730769231
2022052;442;1260000;2.115384615
2022053;382;1584000;1.838461538
2022696;1751;1458000;8.4
2022697;5130;1458000;24.71923077
2023994;333;554400;1.561538462
2025582;452;505250;2.173076923
2028875;30167;5227200;147.8307692
2037951;622;569750;3.069230769
2037959;1700;456000;8.207692308
2037960;428;729600;2.080769231
2037961;433;1428375;2.115384615
2038758;335;135000;1.65
2039186;2931;292500;14.13846154
2039195;588;1046500;2.826923077
2039199;937;1812600;4.415384615
2039209;552;2077000;2.703846154
2044213;1503;17064000;7.334615385
2045971;373;3402000;1.823076923
2047741;424;528000;2.1
2051443;484;220000;2.326923077
2052753;870;928125;4.215384615
2053601;564;929500;2.692307692
2055718;387;34078625;1.873076923
2057803;1170;44800;5.565384615
2060870;1525;27992250;7.284615385
2061285;817;37128000;3.9
2061288;373;6670000;1.892307692
2061409;964;3168000;6.115384615
2069955;748;34680000;3.753846154
2070371;714;87500;3.330769231
2070372;718;105000;3.465384615
2070377;676;105000;3.265384615
2070389;692;96250;3.361538462
2070390;599;141750;2.888461538
2070392;397;147000;1.938461538
2070394;504;147000;2.365384615
2070395;751;147000;3.6
2070397;462;171500;2.226923077
2071084;953;1200000;9.138461538
2071120;451;2098800;2.184615385
2072848;444;782000;2.115384615
2072849;545;1265000;2.626923077
2076993;8804;1897500;42.56153846
2077976;9339;385875;45.41538462
2079794;693;1426920;3.326923077
2079795;799;1336500;3.776923077
2079796;737;2122875;3.526923077
2079797;545;2065500;2.653846154
2079798;453;2581875;2.253846154
2079911;437;1944000;2.157692308
2079912;742;2065500;3.526923077
2079913;778;2065500;3.723076923
2079914;665;2465100;3.226923077
2079915;1237;2524500;5.957692308
2079916;444;3489750;2.188461538
2079917;617;3454500;2.911538462
