PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
1;1;0;0
2;16;0;0
3;4;0;0
4;18;0;0
5;5;0;0
6;6;0;0
7;4;0;0
8;4;0;0
9;2;0;0
10;24;0;0
11;7;0;0
12;3;0;0
13;22;0;0
14;3;0;0
15;1;0;0
16;7;0;0
17;5;0;0
18;1;0;0
19;3;0;0
20;3;0;0
21;3;0;0
22;6;0;0
23;6;0;0
24;8;0;0
25;42;0;0
26;11;0;0
27;7;0;0
28;3;0;0
29;4;0;0
30;15;0;0
31;34;0;0
32;2;0;0
33;7;0;0
34;48;0;0
35;57;0;0
36;1;0;0
37;8;0;0
38;2;0;0
39;4;0;0
40;16;0;0
41;9;0;0
42;10;0;0
43;7;0;0
44;3;0;0
45;3;0;0
46;6;0;0
47;4;0;0
48;2;0;0
49;4;0;0
50;5;0;0
51;9;0;0
52;2;0;0
53;5;0;0
54;5;0;0
55;3;0;0
56;2;0;0
57;7;0;0
58;8;0;0
59;6;0;0
60;1;0;0
61;0;0;0
62;2;0;0
63;6;0;0
64;8;0;0
65;3;0;0
66;23;0;0
67;1;0;0
68;2;0;0
69;12;0;0
70;2;0;0
71;14;0;0
72;3;0;0
73;48;0;0
74;54;0;0
75;14;0;0
76;5;0;0
77;6;0;0
78;1;0;0
79;1;0;0
80;4;0;0
81;12;0;0
82;24;0;0
83;19;0;0
84;1;0;0
85;1;0;0
86;2;0;0
87;6;0;0
88;2;0;0
89;21;0;0
90;4;0;0
91;4;0;0
92;8;0;0
93;3;0;0
94;1;0;0
95;5;0;0
96;5;0;0
97;3;0;0
98;22;0;0
99;3;0;0
100;11;0;0
101;2;0;0
102;13;0;0
103;13;0;0
104;14;0;0
105;8;0;0
106;4;0;0
107;2;0;0
108;9;0;0
109;1;0;0
110;9;0;0
111;14;0;0
112;52;0;0
113;154;0;0
114;6;0;0
115;41;0;0
116;2;0;0
117;3;0;0
118;15;0;0
119;21;0;0
120;10;0;0
121;3;0;0
122;26;0;0
123;2;0;0
124;12;0;0
125;12;0;0
126;5;0;0
127;54;0;0
128;10;0;0
129;3;0;0
130;2;0;0
131;10;0;0
132;15;0;0
133;1;0;0
134;9;0;0
135;6;0;0
136;1;0;0
137;7;0;0
138;1;0;0
139;3;0;0
140;30;0;0
141;10;0;0
142;12;0;0
143;24;0;0
144;206;0;0
145;9;0;0
146;59;0;0
147;17;0;0
148;5;0;0
149;9;0;0
150;11;0;0
151;696;0;0
152;5;0;0
153;11;0;0
154;13;0;0
155;7;0;0
156;9;0;0
157;12;0;0
158;17;0;0
159;6;0;0
160;15;0;0
161;0;0;0
162;6;0;0
163;4;0;0
164;4;0;0
165;16;0;0
166;9;0;0
167;5;0;0
168;5;0;0
169;4;0;0
170;5;0;0
171;2;0;0
172;15;0;0
173;2;0;0
174;9;0;0
175;3;0;0
176;19;0;0
177;0;0;0
178;2;0;0
179;4;0;0
180;3;0;0
181;3;0;0
182;11;0;0
183;0;0;0
184;5;0;0
185;24;0;0
186;5;0;0
187;2;0;0
188;6;0;0
189;1;0;0
190;3;0;0
191;3;0;0
192;12;0;0
193;5;0;0
194;1;0;0
195;20;0;0
196;5;0;0
197;6;0;0
198;0;0;0
199;3;0;0
200;8;0;0
201;10;0;0
202;34;0;0
203;3;0;0
204;13;0;0
205;42;0;0
206;35;0;0
207;0;0;0
208;3;0;0
209;7;0;0
210;5;0;0
211;17;0;0
212;29;0;0
213;13;0;0
214;10;0;0
215;53;0;0
216;4;0;0
217;4;0;0
218;3;0;0
219;4;0;0
220;5;0;0
221;42;0;0
222;5;0;0
223;17;0;0
224;47;0;0
225;7;0;0
226;257;0;0
227;10;0;0
228;3;0;0
229;86;0;0
230;3;0;0
231;4;0;0
232;8;0;0
233;10;0;0
234;3;0;0
235;5;0;0
236;4;0;0
237;2;0;0
238;11;0;0
239;4;0;0
240;5;0;0
241;3;0;0
242;3;0;0
243;3;0;0
244;35;0;0
245;5;0;0
246;22;0;0
247;7;0;0
248;35;0;0
249;9;0;0
250;5;0;0
251;5;0;0
252;18;0;0
253;14;0;0
254;9;0;0
255;8;0;0
256;56;0;0
257;3;0;0
258;11;0;0
259;6;0;0
260;49;0;0
261;10;0;0
262;4;0;0
263;4;0;0
264;3;0;0
265;7;0;0
266;10;0;0
267;70;0;0
268;5;0;0
269;4;0;0
270;19;0;0
271;30;0;0
272;3;0;0
273;2;0;0
274;2;0;0
275;11;0;0
276;2;0;0
277;5;0;0
278;5;0;0
279;8;0;0
280;1;0;0
281;3;0;0
282;4;0;0
283;3;0;0
284;5;0;0
285;6;0;0
286;0;0;0
287;2;0;0
288;8;0;0
289;5;0;0
290;1;0;0
291;3;0;0
292;22;0;0
293;3;0;0
294;5;0;0
295;21;0;0
296;16;0;0
297;8;0;0
298;14;0;0
299;1;0;0
300;36;0;0
301;4;0;0
302;4;0;0
303;3;0;0
304;6;0;0
305;5;0;0
306;3;0;0
307;107;0;0
308;4;0;0
309;59;0;0
310;24;0;0
311;11;0;0
312;2;0;0
313;1;0;0
314;4;0;0
315;10;0;0
316;3;0;0
317;3;0;0
318;7;0;0
319;3;0;0
320;8;0;0
321;18;0;0
322;5;0;0
323;12;0;0
324;321;0;0
325;542;0;0
326;21;0;0
327;30;0;0
328;9;0;0
329;14;0;0
330;18;0;0
331;10;0;0
332;12;0;0
333;9;0;0
334;9;0;0
335;13;0;0
336;6;0;0
337;190;0;0
338;18;0;0
339;140;0;0
340;2;0;0
341;0;0;0
342;3;0;0
343;0;0;0
344;1;0;0
345;3;0;0
346;3;0;0
347;6;0;0
348;7;0;0
349;18;0;0
350;3;0;0
351;4;0;0
352;2;0;0
353;7;0;0
354;6;0;0
355;5;0;0
356;4;0;0
357;14;0;0
358;20;0;0
359;4;0;0
360;0;0;0
361;4;0;0
362;20;0;0
363;3;0;0
364;6;0;0
365;7;0;0
366;6;0;0
367;21;0;0
368;0;0;0
369;15;0;0
370;87;0;0
371;8;0;0
372;30;0;0
373;34;0;0
374;1957;0;0
375;9;0;0
376;11;0;0
377;9;0;0
378;11;0;0
379;25;0;0
380;4;0;0
381;9;0;0
382;8;0;0
383;0;0;0
384;2;0;0
