PRODUCT_ID;REAL_LINES;VOLUME;FREQUENCY
1;3;0;0
2;45;0;0
3;5;0;0
4;33;0;0
5;7;0;0
6;11;0;0
7;6;0;0
8;5;0;0
9;6;0;0
10;26;0;0
11;6;0;0
12;6;0;0
13;25;0;0
14;2;0;0
15;5;0;0
16;7;0;0
17;6;0;0
18;3;0;0
19;9;0;0
20;11;0;0
21;11;0;0
22;9;0;0
23;8;0;0
24;13;0;0
25;59;0;0
26;14;0;0
27;6;0;0
28;7;0;0
29;6;0;0
30;23;0;0
31;48;0;0
32;7;0;0
33;16;0;0
34;64;0;0
35;86;0;0
36;6;0;0
37;7;0;0
38;1;0;0
39;4;0;0
40;10;0;0
41;11;0;0
42;15;0;0
43;6;0;0
44;2;0;0
45;4;0;0
46;6;0;0
47;2;0;0
48;4;0;0
49;4;0;0
50;6;0;0
51;19;0;0
52;2;0;0
53;6;0;0
54;9;0;0
55;7;0;0
56;5;0;0
57;14;0;0
58;13;0;0
59;12;0;0
60;3;0;0
61;9;0;0
62;5;0;0
63;4;0;0
64;13;0;0
65;8;0;0
66;41;0;0
67;1;0;0
68;10;0;0
69;25;0;0
70;4;0;0
71;17;0;0
72;6;0;0
73;79;0;0
74;83;0;0
75;22;0;0
76;10;0;0
77;5;0;0
78;7;0;0
79;6;0;0
80;4;0;0
81;15;0;0
82;37;0;0
83;40;0;0
84;3;0;0
85;6;0;0
86;0;0;0
87;8;0;0
88;8;0;0
89;25;0;0
90;11;0;0
91;5;0;0
92;12;0;0
93;5;0;0
94;3;0;0
95;5;0;0
96;3;0;0
97;3;0;0
98;43;0;0
99;4;0;0
100;15;0;0
101;5;0;0
102;19;0;0
103;21;0;0
104;28;0;0
105;11;0;0
106;5;0;0
107;5;0;0
108;10;0;0
109;3;0;0
110;8;0;0
111;9;0;0
112;55;0;0
113;161;0;0
114;3;0;0
115;42;0;0
116;8;0;0
117;6;0;0
118;21;0;0
119;17;0;0
120;15;0;0
121;9;0;0
122;39;0;0
123;6;0;0
