fold,arm,gamma,station,ratio_norm
0,gamma0,0,ST_01.E4,0.574204870691571
0,gamma0,0,ST_01.31,0.7031452138784321
0,gamma0,0,ST_01.02,0.9475298267991137
0,gamma0,0,ST_01.30,0.7731135231567307
0,gamma0,0,ST_01.05,0.9920552599886853
0,gamma0,0,ST_01.12,0.21274268235110766
0,gamma0,0,ST_01.28,1.1100483105293832
0,gamma0,0,ST_01.04,1.0712222134969922
0,gamma0,0,ST_01.13,0.36469797537682647
0,gamma0,0,ST_01.09,0.9903778221368039
0,gamma0,0,ST_01.08,0.8744018540703813
0,gamma0,0,ST_01.10,0.9356531985186616
0,gamma0,0,ST_01.21,0.9887581417197884
0,gamma0,0,ST_01.24,0.7746617276135733
0,gamma0,0,ST_01.06,1.0470022848494687
0,gamma0,0,ST_01.23,0.554942340339592
0,gamma0,0,ST_01.11,1.005757291831806
0,gamma0,0,ST_01.03,1.0587842739825153
0,gamma0,0,ST_01.01,0.782170334532504
0,gamma0,0,ST_01.27,1.0033839024355338
0,gamma0,0,ST_01.26,0.9155032981495533
0,gamma0,0,ST_01.22,0.6924982330212504
0,gamma0,0,ST_01.25,0.9228357200917943
0,gamma0,0,ST_01.07,1.1906114244615487
