PRODUCT_ID;CATEGORY;POPULARITY
1;4;287
2;19;783
3;4;264
4;12;764
5;11;286
6;6;271
7;10;246
8;12;278
9;11;269
10;4;279
11;10;1432
12;17;825
13;2;288
14;4;239
15;14;252
16;19;276
17;5;263
18;16;295
19;8;244
20;16;778
21;8;295
22;1;1370
23;13;840
24;17;260
25;19;270
26;18;282
27;7;799
28;9;225
29;15;271
30;4;255
31;5;250
32;2;791
33;10;830
34;16;245
35;10;776
36;16;278
37;14;302
38;1;784
39;2;804
40;1;271
41;12;257
42;10;808
43;19;810
44;17;865
45;15;833
46;6;260
47;3;297
48;15;256
49;11;802
50;18;763
51;11;242
52;8;828
53;4;282
54;7;276
55;18;276
56;4;239
57;1;260
58;8;273
59;12;703
60;16;282
61;11;266
62;7;283
63;18;811
64;8;254
65;16;2425
66;3;225
67;13;263
68;5;295
69;15;273
70;18;288
71;16;276
72;7;291
73;19;288
74;17;280
75;18;279
76;4;865
77;14;255
78;12;279
79;1;838
80;16;247
81;14;244
82;17;770
83;6;284
84;0;261
85;12;240
86;17;723
87;5;254
88;10;260
89;4;261
90;7;259
91;1;312
92;17;257
93;12;232
94;18;808
95;15;274
96;6;273
97;8;732
98;17;262
99;9;262
100;2;255
101;0;254
102;16;260
103;7;277
104;0;264
105;18;246
106;11;271
107;3;278
108;9;282
109;16;793
110;0;798
111;8;263
112;1;792
113;3;273
114;14;285
115;13;266
116;3;276
117;15;793
118;15;269
119;19;280
120;13;271
121;6;1445
122;16;816
123;9;273
124;17;256
125;11;279
126;7;1320
127;6;240
128;16;1446
129;16;802
130;19;258
131;8;258
132;10;269
133;3;850
134;17;271
135;13;285
136;3;275
137;0;287
138;3;277
139;13;258
140;19;275
141;7;267
142;8;1361
143;5;1365
144;2;263
145;0;269
146;15;833
147;9;243
148;18;1924
149;1;272
150;9;1331
151;17;904
152;0;262
153;8;306
154;5;1296
155;12;250
156;18;258
157;0;262
158;10;250
159;5;817
160;16;252
161;3;275
162;0;265
163;2;263
164;5;297
165;17;772
166;2;284
167;9;258
168;1;264
169;14;824
170;17;256
171;2;257
172;10;824
173;11;729
174;10;1344
175;6;1290
176;19;272
177;18;232
178;18;278
179;10;290
180;12;269
181;11;241
182;5;244
183;4;1350
184;18;861
185;0;260
186;14;784
187;19;271
188;2;268
189;7;805
190;5;758
191;0;254
192;18;262
193;12;747
194;6;265
195;19;266
196;2;258
197;11;799
198;15;261
199;8;289
200;14;261
201;16;803
202;1;255
203;15;248
204;13;264
205;14;256
206;7;268
207;11;1300
208;1;240
209;9;245
210;8;271
211;10;246
212;3;308
213;14;283
214;19;747
215;6;288
216;14;282
217;18;1237
218;10;724
219;9;286
220;19;302
221;7;272
222;19;266
223;4;747
224;18;283
225;1;281
226;7;270
227;17;253
228;16;286
229;10;285
230;10;265
231;17;274
232;17;261
233;0;276
234;3;274
235;6;289
236;13;844
237;7;783
238;5;768
239;5;277
240;16;263
241;16;813
242;2;675
243;12;269
244;12;243
245;11;273
246;17;274
247;16;883
248;12;255
249;19;1359
250;8;1296
251;8;236
252;0;254
253;9;269
254;17;247
255;15;701
256;19;264
257;11;255
258;10;777
259;4;768
260;10;265
261;10;249
262;14;826
263;10;285
264;1;1268
265;3;254
266;9;246
267;18;246
268;19;273
269;3;265
270;8;815
271;0;261
272;14;257
273;15;266
274;5;259
275;4;269
276;7;823
277;15;797
278;1;274
279;11;813
280;1;260
281;16;775
282;12;265
283;19;251
284;1;264
285;15;260
286;15;269
287;13;270
288;0;813
289;16;834
290;8;248
291;7;877
292;1;263
293;0;279
294;4;737
295;0;792
296;15;1289
297;12;781
298;13;272
299;5;750
300;9;273
301;0;270
302;10;271
303;18;280
304;15;311
305;19;865
306;8;285
307;16;307
308;18;290
309;5;260
310;3;290
311;9;297
312;13;276
313;13;263
314;19;308
315;7;1354
316;12;293
317;19;258
318;15;272
319;3;777
320;12;275
321;17;288
322;11;274
323;8;857
324;18;1295
325;12;245
326;17;2396
327;11;279
328;8;282
329;6;807
330;19;276
331;6;264
332;1;277
