fold,z,arm,station,mu,sigma,gamma_bind,gamma_cover
0,3.0,incumbent,ST_01.01,0.009777963084370605,0.001370879770064513,1,0
0,3.0,incumbent,ST_01.02,0.05241914436712118,0.0051238918055357165,2,0
0,3.0,incumbent,ST_01.03,0.043721282513098834,0.0030036172491859077,3,0
0,3.0,incumbent,ST_01.04,0.06240745315581142,0.007571572307971442,0,0
0,3.0,incumbent,ST_01.05,0.04555147262546005,0.0035923127866716938,0,0
0,3.0,incumbent,ST_01.06,0.06105369171313696,0.008366172022035287,2,0
0,3.0,incumbent,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,3.0,incumbent,ST_01.08,0.04317510772588255,0.0047671284977220075,3,0
0,3.0,incumbent,ST_01.09,0.07289616730464879,0.006972833246436736,0,0
0,3.0,incumbent,ST_01.10,0.07738082920571224,0.005350864615199623,1,0
0,3.0,incumbent,ST_01.11,0.06779706026527019,0.0064481450404409515,0,0
0,3.0,incumbent,ST_01.12,0.007491366522817846,0.0009188250677148616,2,1
0,3.0,incumbent,ST_01.13,0.051536662760084444,0.013319905262824077,2,0
0,3.0,incumbent,ST_01.21,0.042847697236494356,0.00491831377917868,8,0
0,3.0,incumbent,ST_01.22,0.029974345978466974,0.0029527251483659946,0,0
0,3.0,incumbent,ST_01.23,0.041833713005228,0.005148721752992096,1,0
0,3.0,incumbent,ST_01.24,0.03787922450005817,0.003169202673243476,1,0
0,3.0,incumbent,ST_01.25,0.03990490724343143,0.004550752626462243,2,0
0,3.0,incumbent,ST_01.26,0.040843153311478135,0.00344734438862394,6,3
0,3.0,incumbent,ST_01.27,0.03919797612217557,0.004518686717456511,0,0
0,3.0,incumbent,ST_01.28,0.03538877655712806,0.006046729692576653,0,0
0,3.0,incumbent,ST_01.30,0.0067773110007544905,0.001061469124289595,3,0
0,3.0,incumbent,ST_01.31,0.013886630765092231,0.0033114907692682358,0,0
0,3.0,incumbent,ST_01.E4,0.0074926598722770245,0.007479037971759161,0,0
0,3.0,b1.02,ST_01.01,0.009777963084370605,0.001370879770064513,5,0
0,3.0,b1.02,ST_01.02,0.05241914436712118,0.0051238918055357165,3,11
0,3.0,b1.02,ST_01.03,0.043721282513098834,0.0030036172491859077,3,0
0,3.0,b1.02,ST_01.04,0.06240745315581142,0.007571572307971442,4,0
0,3.0,b1.02,ST_01.05,0.04555147262546005,0.0035923127866716938,1,0
0,3.0,b1.02,ST_01.06,0.06105369171313696,0.008366172022035287,1,0
0,3.0,b1.02,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,3.0,b1.02,ST_01.08,0.04317510772588255,0.0047671284977220075,3,1
