fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train
0,gamma0,0.0,1.0,17327.0,12027.912873572242,0.30582830994562,812.5455167293549,True,4.552088079646643,381863.0,67607.0,0.0,24.0,227.54279720279715,0.6956411522150983,24.0,44.29690908961904,48.726599998580944,0.960948830073504,33.20756352867133,True,0.0,0.0,,
0,gamma1,1.0,1.0,17410.0,12029.804026176223,0.3090290622529451,806.44043135643,True,4.552088079646643,383033.0,67931.0,0.0,22.0,202.70610079575596,0.6956411522150983,24.0,40.29426167485487,44.32368784234036,0.9578869966313974,30.91720966772415,True,0.306392606772586,-0.4792403153519606,,
0,gamma2,2.0,1.0,17581.0,12030.969158324484,0.3156834560989429,801.2975044250488,True,4.552088079646643,381606.0,67242.0,0.0,23.0,202.70811188811197,0.6956411522150983,24.0,42.01034878935714,46.21138366829285,0.9582635417174884,31.08815596223776,True,-0.0673016238808159,0.5398849231588445,,
0,gamma4,4.0,1.0,17836.0,12033.14166172493,0.3253452757498917,800.1796412467957,True,4.552088079646643,381353.0,67004.0,0.0,23.0,207.26013986013984,0.6956411522150983,24.0,40.6384126092,44.70225387012001,0.9577206942649168,32.54377715454916,True,-0.1335557516701015,0.8919194757939267,,
0,tight1.02,,,inf,inf,,345.7538297176361,False,4.552088079646643,,,,,,,,,,,,,,,1.02,13.0
0,tight1.05,,,inf,inf,,346.2928924560547,False,4.552088079646643,,,,,,,,,,,,,,,1.05,13.0
1,gamma0,0.0,1.0,18671.0,13422.999999999996,0.2810776069840932,788.0199282169342,True,4.343134005462523,448130.0,32096.0,0.0,19.0,108.26433566433568,0.3512787254927438,24.0,43.35797113505397,47.69376824855937,0.9586746470367076,35.397137904195844,True,0.0,0.0,,
1,gamma1,1.0,1.0,18677.0,13423.0,0.2813085613321197,791.8427963256836,True,4.343134005462523,448203.0,32098.0,0.0,19.0,109.74335664335663,0.3512787254927438,24.0,42.06426573907756,46.270692312985325,0.9587359472075094,36.751473805886846,True,0.0162899158726262,-0.0062313060817547,,
1,gamma2,2.0,1.0,18671.0,13423.000000000004,0.2810776069840928,792.3360333442688,True,4.343134005462523,447544.0,32075.0,0.0,19.0,107.21258741258742,0.3512787254927438,24.0,40.55703615153223,44.61273976668546,0.958681030493481,36.258466812879846,True,-0.1307656260460134,0.0654287138584247,,
1,gamma4,4.0,1.0,18686.0,13423.000000002903,0.2816547147595578,792.5875661373138,True,4.343134005462523,447183.0,32014.0,0.0,19.0,107.93566433566434,0.3512787254927438,24.0,40.77056034310116,44.847616377411285,0.9584481304873718,37.87054747315792,True,-0.2113226072791377,0.2554835493519442,,
1,tight1.02,,,inf,inf,,316.03972816467285,False,4.343134005462523,,,,,,,,,,,,,,,1.02,13.0
1,tight1.05,,,inf,inf,,323.43495988845825,False,4.343134005462523,,,,,,,,,,,,,,,1.05,14.0
2,gamma0,0.0,1.0,19366.0,14118.000000001211,0.2709903955385102,786.7861435413361,True,4.258889582937576,478712.0,30637.0,0.0,19.0,104.18881118881124,0.3076000774336454,24.0,47.80781403513078,52.58859543864387,0.9629527001383597,35.00769209160838,True,0.0,0.0,,
2,gamma1,1.0,1.0,19375.0,14118.00000000852,0.2713290322576248,789.6134300231934,True,4.258889582937576,479725.0,30768.0,0.0,19.0,90.76153846153848,0.3076000774336454,24.0,44.2590735637449,48.68498092011939,0.9606507737596142,32.02095955449582,True,0.2116094854526312,-0.4275875575284786,,
2,gamma2,2.0,1.0,19239.0,14118.000000000004,0.2661780757835644,789.9401702880859,True,4.258889582937576,477128.0,30551.0,0.0,19.0,111.6825174825175,0.3076000774336454,24.0,44.501884891778666,48.95207338095653,0.9632938121440456,37.31678299580419,True,-0.3308878824846672,0.2807063354767111,,
2,gamma4,4.0,1.0,19413.0,14118.000000000238,0.2727553701127987,790.4295377731323,True,4.258889582937576,478402.0,30550.0,0.0,19.0,113.45734265734268,0.3076000774336454,24.0,45.20909554044143,49.73000509448557,0.9633635363633496,37.24230241583855,True,-0.0647570982135396,0.2839703626334171,,
2,tight1.02,,,inf,inf,,334.07664608955383,False,4.258889582937576,,,,,,,,,,,,,,,1.02,13.0
2,tight1.05,,,inf,inf,,335.44174456596375,False,4.258889582937576,,,,,,,,,,,,,,,1.05,13.0
3,gamma0,0.0,1.0,20322.0,14776.000000006505,0.2729062100183789,786.3031792640686,True,4.387014122927727,510845.0,54334.0,0.0,21.0,194.4419580419581,0.5235990900712453,24.0,56.84080158630358,62.52488174493394,0.9629569122472846,36.9265461041958,True,0.0,0.0,,
3,gamma1,1.0,1.0,20322.0,14775.999999999996,0.2729062100186991,792.9874510765076,True,4.387014122927727,510845.0,54334.0,0.0,21.0,194.4419580419581,0.5235990900712453,24.0,56.84080158630358,62.52488174493394,0.9629569122472846,37.94037548826017,True,0.0,0.0,,
3,gamma2,2.0,1.0,20324.0,14775.999999999993,0.2729777602834091,793.5577762126923,True,4.387014122927727,511032.0,54364.0,0.0,21.0,194.4419580419581,0.5235990900712453,24.0,55.80699379078011,61.38769316985813,0.9629520755385882,38.57302012970017,True,0.0366060155232996,-0.0552140464534177,,
3,gamma4,4.0,1.0,20325.0,14775.999999999998,0.2730135301353014,793.2120079994202,True,4.387014122927727,510665.0,54293.0,0.0,21.0,197.63006993007,0.5235990900712453,24.0,48.11397361868659,52.92537098055525,0.963116731201342,39.68239873102121,True,-0.0352357368673472,0.0754591968196709,,
3,tight1.02,,,inf,inf,,373.489643573761,False,4.387014122927727,,,,,,,,,,,,,,,1.02,13.0
3,tight1.05,,,inf,inf,,372.8151009082794,False,4.387014122927727,,,,,,,,,,,,,,,1.05,13.0
