PRODUCT_ID;CATEGORY;POPULARITY
1;25;489
2;16;227
3;35;366
4;35;808
5;38;326
6;38;292
7;11;331
8;12;233
9;26;358
10;16;452
11;31;626
12;11;516
13;15;187
14;20;224
15;7;355
16;17;336
17;13;211
18;28;222
19;2;637
20;13;355
21;4;228
22;26;326
23;29;461
24;26;221
25;10;211
26;9;445
27;33;368
28;30;492
29;22;213
30;31;491
31;3;493
32;6;333
33;13;306
34;34;203
35;37;213
36;25;353
37;25;584
38;34;509
39;1;352
40;9;350
41;1;361
42;28;359
43;18;336
44;22;339
45;37;214
46;4;498
47;21;358
48;15;346
49;28;213
50;26;343
51;12;217
52;33;197
53;28;358
54;19;220
55;21;382
56;15;348
57;2;453
58;11;321
59;31;632
60;32;195
61;24;366
62;25;634
63;4;493
64;36;505
65;0;492
66;38;217
67;34;497
68;28;496
69;25;369
70;3;339
71;21;357
72;31;208
73;13;214
74;29;333
75;16;200
76;10;604
77;18;490
78;32;194
79;14;206
80;17;321
81;26;199
82;33;215
83;34;346
84;1;221
85;22;510
86;32;227
87;18;518
88;6;631
89;38;641
90;16;212
91;22;352
92;1;763
93;13;656
94;34;444
95;4;481
96;7;370
97;37;513
98;12;334
99;11;228
100;22;196
101;32;631
102;19;361
103;12;456
104;17;333
105;7;226
106;26;227
107;4;518
108;6;238
109;0;656
110;2;201
111;9;424
112;9;349
113;24;215
114;20;195
115;16;517
116;20;363
117;5;646
118;8;209
119;17;465
120;17;335
121;18;210
122;6;369
123;6;237
124;15;456
125;21;496
126;29;322
127;12;810
128;17;382
129;18;626
130;6;217
131;37;341
132;5;465
133;18;354
134;39;207
135;24;196
136;37;203
137;28;625
138;39;219
139;31;210
140;11;355
141;11;619
142;25;376
143;1;434
144;8;208
145;25;592
146;22;363
147;5;661
148;37;352
149;4;650
150;6;365
151;17;337
152;4;438
153;27;509
154;2;353
155;18;230
156;18;508
157;8;342
158;38;380
159;6;344
160;27;200
161;36;194
162;31;473
163;21;391
164;16;233
165;4;344
166;16;219
167;38;480
168;27;652
169;28;385
170;37;336
171;12;626
172;35;396
173;30;550
174;16;208
175;35;204
176;23;224
177;27;192
178;26;207
179;25;315
180;38;475
181;23;492
182;7;204
183;36;204
184;32;212
185;19;208
186;27;222
187;27;197
188;11;458
189;19;217
190;31;456
191;9;317
192;1;592
193;5;206
194;22;216
195;18;592
196;35;322
197;2;627
198;4;334
199;38;229
200;33;377
201;29;627
202;27;323
203;32;189
204;1;222
205;2;224
206;26;636
207;12;632
208;8;330
209;9;221
210;34;471
211;15;352
212;18;494
213;35;196
214;32;238
215;20;595
216;39;341
217;3;483
218;19;238
219;22;457
220;28;243
221;5;362
222;39;779
223;21;209
224;36;342
225;38;343
226;6;193
227;20;352
228;13;377
229;21;203
230;31;345
231;39;982
232;7;231
233;28;519
234;0;326
235;12;375
236;1;347
237;17;367
238;26;300
239;24;216
240;6;214
241;15;373
242;4;360
243;22;489
244;0;329
245;25;363
246;37;227
247;2;222
248;2;194
249;32;354
250;32;355
251;14;197
252;11;776
253;14;320
254;10;457
255;29;449
256;22;708
257;28;221
258;35;371
259;35;214
260;39;196
261;4;502
262;4;356
263;33;295
264;14;468
265;34;216
266;2;235
267;16;627
268;37;214
269;8;307
270;22;203
271;17;342
272;6;360
273;8;219
274;30;216
275;12;331
276;13;206
277;0;378
278;18;229
279;15;315
280;8;192
281;25;177
282;37;198
283;29;339
284;1;487
285;8;514
286;3;193
287;8;607
288;29;218
289;8;225
290;29;204
291;18;221
292;37;470
293;36;322
294;0;238
295;19;349
296;34;387
297;12;212
298;34;634
299;33;211
300;36;367
301;6;517
302;35;196
303;16;230
304;13;676
305;12;207
306;4;475
307;16;495
308;11;376
309;13;339
310;5;220
311;22;410
312;19;469
313;15;221
314;19;225
315;29;351
316;24;232
317;16;624
318;23;190
319;4;514
320;14;225
321;18;203
322;2;352
323;33;246
324;12;348
325;18;483
326;39;350
327;17;549
328;2;568
329;11;329
330;26;640
331;39;333
332;25;314
333;27;518
334;37;628
335;26;367
336;25;485
337;20;491
338;34;233
