size_n,instance_seed,config_id,hash_seed,min_freq_preproc,min_freq,ratio_to_keep,mnoppc,visits,time_s,cap_broken,wl_broken,n_pstar,n_pairs_kept,n_corr_communities,n_assigned,community_size_max,status
1000,1001,base,0,10,20,0.1,15,230434.0,45.76207852363586,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x0.5,0,5,20,0.1,15,230434.0,34.65339136123657,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x0.75,0,8,20,0.1,15,230434.0,41.5864007472992,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x1.5,0,15,20,0.1,15,230434.0,44.21148681640625,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,preproc_x2,0,20,20,0.1,15,230434.0,40.34124970436096,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x0.5,0,10,10,0.1,15,230434.0,40.19158554077149,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x0.75,0,10,15,0.1,15,230434.0,43.981696128845215,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x1.5,0,10,30,0.1,15,230434.0,35.4342679977417,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,minfreq_x2,0,10,40,0.1,15,230434.0,33.60754871368408,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x0.5,0,10,20,0.05,15,230434.0,31.06004238128662,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x0.75,0,10,20,0.075,15,230434.0,33.80083966255188,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x1.5,0,10,20,0.15,15,230434.0,34.77364540100098,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,ratio_x2,0,10,20,0.2,15,229790.0,31.395562171936035,0.0,3.0,1000.0,1068.0,78.0,1000.0,15.0,OK
1000,1001,mnoppc_x0.5,0,10,20,0.1,8,235280.0,30.946101665496823,0.0,2.0,1000.0,1136.0,101.0,1000.0,8.0,OK
1000,1001,mnoppc_x0.75,0,10,20,0.1,11,230701.0,29.42633366584778,0.0,4.0,1000.0,1136.0,87.0,1000.0,11.0,OK
1000,1001,mnoppc_x1.5,0,10,20,0.1,22,228671.0,28.83085346221924,0.0,4.0,1000.0,1136.0,66.0,1000.0,22.0,OK
1000,1001,mnoppc_x2,0,10,20,0.1,30,226832.0,31.45908284187317,0.0,4.0,1000.0,1136.0,62.0,1000.0,30.0,OK
1000,1001,corner_loose,0,5,10,0.05,8,235280.0,33.58343482017517,0.0,2.0,1000.0,1136.0,101.0,1000.0,8.0,OK
1000,1001,corner_tight,0,20,40,0.2,30,226911.0,29.575151681900024,0.0,4.0,1000.0,1068.0,59.0,1000.0,30.0,OK
1000,1001,base,1,10,20,0.1,15,230511.0,32.224138498306274,0.0,3.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,2,10,20,0.1,15,230511.0,34.71493601799011,0.0,3.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,3,10,20,0.1,15,230428.0,30.80388855934143,0.0,2.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1001,base,4,10,20,0.1,15,230227.0,31.644289016723636,0.0,3.0,1000.0,1136.0,75.0,1000.0,15.0,OK
1000,1002,base,0,10,20,0.1,15,192058.0,18.77126717567444,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x0.5,0,5,20,0.1,15,192058.0,19.267736673355103,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x0.75,0,8,20,0.1,15,192058.0,20.43598580360413,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x1.5,0,15,20,0.1,15,192058.0,19.34593915939331,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,preproc_x2,0,20,20,0.1,15,192058.0,19.788349866867065,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x0.5,0,10,10,0.1,15,192058.0,23.82162833213806,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x0.75,0,10,15,0.1,15,192058.0,24.35964584350586,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x1.5,0,10,30,0.1,15,192058.0,20.170069932937626,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,minfreq_x2,0,10,40,0.1,15,192058.0,20.92932200431824,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x0.5,0,10,20,0.05,15,192058.0,23.16396450996399,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x0.75,0,10,20,0.075,15,192058.0,25.722214460372925,0.0,3.0,1000.0,839.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x1.5,0,10,20,0.15,15,192058.0,19.852790117263797,0.0,3.0,1000.0,838.0,63.0,1000.0,15.0,OK
1000,1002,ratio_x2,0,10,20,0.2,15,192314.0,18.59115242958069,0.0,3.0,1000.0,818.0,65.0,1000.0,15.0,OK
1000,1002,mnoppc_x0.5,0,10,20,0.1,8,196639.0,20.42099547386169,0.0,3.0,1000.0,839.0,83.0,1000.0,8.0,OK
